Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Directorate
234328,AFFPRO Solutions Ltd,51413874,R4409,Consultancy,"7,200.00",27/07/2018,People Group
200201,Age UK Warwickshire,51404196,R5807,Social Care Block Contracts,"7,583.33",04/07/2018,People Group
200201,Age UK Warwickshire,51420733,R5807,Social Care Block Contracts,"5,000.00",18/07/2018,People Group
200201,Age UK Warwickshire,51420739,R5807,Social Care Block Contracts,930.00,18/07/2018,People Group
200201,Age UK Warwickshire,51420736,R5807,Social Care Block Contracts,810.00,18/07/2018,People Group
200201,Age UK Warwickshire,51420735,R5807,Social Care Block Contracts,"4,615.00",18/07/2018,People Group
200201,Age UK Warwickshire,51420732,R5807,Social Care Block Contracts,953.86,18/07/2018,People Group
200201,Age UK Warwickshire,51420731,R5807,Social Care Block Contracts,"1,846.00",18/07/2018,People Group
200201,Age UK Warwickshire,51420730,R5807,Social Care Block Contracts,540.00,18/07/2018,People Group
200201,Age UK Warwickshire,51420729,R5807,Social Care Block Contracts,555.00,18/07/2018,People Group
200201,Age UK Warwickshire,51420728,R5807,Social Care Block Contracts,"1,907.69",18/07/2018,People Group
200201,Age UK Warwickshire,51420725,R5807,Social Care Block Contracts,953.86,18/07/2018,People Group
200201,Age UK Warwickshire,51420717,R5807,Social Care Block Contracts,"1,907.69",18/07/2018,People Group
200201,Age UK Warwickshire,51420714,R5807,Social Care Block Contracts,"4,615.00",18/07/2018,People Group
200201,Age UK Warwickshire,51420742,R5807,Social Care Block Contracts,780.00,18/07/2018,People Group
200201,Age UK Warwickshire,51420741,R5807,Social Care Block Contracts,"4,615.00",18/07/2018,People Group
200201,Age UK Warwickshire,51420923,R5807,Social Care Block Contracts,"1,907.69",19/07/2018,People Group
200201,Age UK Warwickshire,51420922,R5807,Social Care Block Contracts,"1,846.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420921,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420919,R5807,Social Care Block Contracts,"1,907.69",19/07/2018,People Group
200201,Age UK Warwickshire,51420915,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420857,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420856,R5807,Social Care Block Contracts,"1,907.69",19/07/2018,People Group
200201,Age UK Warwickshire,51420853,R5807,Social Care Block Contracts,"1,846.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420841,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420967,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420954,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420949,R5807,Social Care Block Contracts,780.00,19/07/2018,People Group
200201,Age UK Warwickshire,51420948,R5807,Social Care Block Contracts,"1,907.69",19/07/2018,People Group
200201,Age UK Warwickshire,51420940,R5807,Social Care Block Contracts,"1,846.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420931,R5807,Social Care Block Contracts,"4,615.00",19/07/2018,People Group
200201,Age UK Warwickshire,51420926,R5807,Social Care Block Contracts,"1,907.69",19/07/2018,People Group
200201,Age UK Warwickshire,51420925,R5807,Social Care Block Contracts,"1,846.00",19/07/2018,People Group
235850,Agil8 Ltd,51405210,R1601,Training,850.00,23/07/2018,Resources
,Airbnb,10842,,,504.17,30/07/2018,People Group
234227,Airedale International Air Conditioning Ltd,51413723,R2023,Property Services Mechanical (LM),"15,200.00",04/07/2018,Resources
234227,Airedale International Air Conditioning Ltd,51408493,R2023,Property Services Mechanical (LM),992.50,06/07/2018,Resources
200211,Airtay,51409932,R2751,Grounds Maintenance,"9,400.00",18/07/2018,Communities
207814,Alcester Grammar School (Academy),51419398,R5501,Grants / Donations to External Organisations,"3,000.00",16/07/2018,Communities
207814,Alcester Grammar School (Academy),51422826,R6107,SEN Statements Funding,"1,429.00",25/07/2018,Communities
200237,Alcester Nursery Studio,51413322,R6106,Early Years Funding (PVIs and LA),"3,163.42",03/07/2018,Communities
200238,Alcium Software Ltd,51410036,R4702,Subscriptions To Organisations,"5,636.00",19/07/2018,Communities
233437,Aldermans Green Primary School,51422761,R6107,SEN Statements Funding,"1,707.00",25/07/2018,Communities
223728,Alere Toxicology Plc (****0298),51407889,R4441,Professional Fees,565.00,12/07/2018,People Group
200266,Aljac Fuelling Components Ltd,51409101,R4015,Equipment Repair & Maintenance,652.97,13/07/2018,Communities
235897,All Saints Leek Wootton - Coventry Diocese MAT,51422788,R6107,SEN Statements Funding,"1,397.00",25/07/2018,Communities
236626,Alliance Electronics Ltd t/a Alliance Transport Technologies,51416011,R4030,Materials,783.00,27/07/2018,Communities
207773,Allstar Business Solutions Ltd,51414481,R3004,Repair & Maintenance Of Vehicles,"37,332.23",05/07/2018,Communities
200291,Alveston Cygnets,51413235,R6106,Early Years Funding (PVIs and LA),906.52,03/07/2018,Communities
200291,Alveston Cygnets,51419414,R6106,Early Years Funding (PVIs and LA),555.45,16/07/2018,Communities
236749,Amazing Electricians Ltd,51421026,R2002,Building Maintenance,520.00,19/07/2018,People Group
,Amazon UK Marketplace,7918,,,688.16,15/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51415167,R5702,Payments to External Contractors,"1,520.00",06/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51415151,R5702,Payments to External Contractors,750.00,06/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51415163,R5702,Payments to External Contractors,"1,920.00",06/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51415166,R5702,Payments to External Contractors,"1,920.00",06/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51415150,R5702,Payments to External Contractors,800.00,06/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51415149,R5702,Payments to External Contractors,"1,520.00",06/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51418884,R5702,Payments to External Contractors,"1,520.00",16/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51419510,R5702,Payments to External Contractors,650.00,16/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51419509,R5702,Payments to External Contractors,800.00,16/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51423568,R5702,Payments to External Contractors,800.00,27/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51423569,R5702,Payments to External Contractors,"5,662.30",27/07/2018,Communities
228595,Amelio Utilities (Gloucester) Ltd,51423567,R5702,Payments to External Contractors,800.00,27/07/2018,Communities
235474,Ameo Professional Services Ltd,51404853,R4409,Consultancy,"16,000.00",06/07/2018,Other Services
200389,Apetito Ltd,51404652,R5807,Social Care Block Contracts,"23,689.60",06/07/2018,People Group
210713,Apple Grove Day Nursery Ltd,51413266,R6106,Early Years Funding (PVIs and LA),"1,237.86",03/07/2018,Communities
215154,Applewood Support Ltd,51415941,R5851,Supported Living,"1,364.40",09/07/2018,People Group
215154,Applewood Support Ltd,51417870,R5851,Supported Living,"1,364.40",12/07/2018,People Group
234649,Appoint Us Services (Midlands) CIC,51413708,R4441,Professional Fees,525.00,02/07/2018,People Group
234649,Appoint Us Services (Midlands) CIC,51413701,R4441,Professional Fees,506.25,27/07/2018,People Group
,Aquarium,36837,,,543.88,26/07/2018,Communities
213826,Arbury Medical Centre,51422127,R5702,Payments to External Contractors,532.00,30/07/2018,Communities
215964,Archer & Bishop Fencing Contractors,51408321,R2751,Grounds Maintenance,"9,713.00",11/07/2018,Communities
215964,Archer & Bishop Fencing Contractors,51412270,R2751,Grounds Maintenance,622.80,27/07/2018,Communities
235267,Archway Academy Ltd,51413510,R6107,SEN Statements Funding,"2,505.80",27/07/2018,Communities
200419,Arden Construction Ltd,51411440,C1030,"New Construction, Conversion & Renovation","51,436.32",03/07/2018,Capital
200419,Arden Construction Ltd,51411517,C1030,"New Construction, Conversion & Renovation","10,163.10",03/07/2018,Capital
200419,Arden Construction Ltd,51415231,R2022,Property Services Building (LB),913.00,05/07/2018,Resources
200419,Arden Construction Ltd,51409627,C1030,"New Construction, Conversion & Renovation","33,935.90",05/07/2018,Capital
200419,Arden Construction Ltd,51413680,C1030,"New Construction, Conversion & Renovation","2,819.39",09/07/2018,Capital
200419,Arden Construction Ltd,51419588,C1030,"New Construction, Conversion & Renovation","57,000.00",18/07/2018,Capital
200419,Arden Construction Ltd,51419586,C1030,"New Construction, Conversion & Renovation","56,000.00",18/07/2018,Capital
200419,Arden Construction Ltd,51419599,C1030,"New Construction, Conversion & Renovation","53,229.07",20/07/2018,Capital
200419,Arden Construction Ltd,51419587,C1030,"New Construction, Conversion & Renovation","153,738.66",20/07/2018,Capital
200419,Arden Construction Ltd,51419601,C1030,"New Construction, Conversion & Renovation","34,286.78",20/07/2018,Capital
200419,Arden Construction Ltd,51419621,C1030,"New Construction, Conversion & Renovation","15,650.29",23/07/2018,Capital
200419,Arden Construction Ltd,51407680,R5702,Payments to External Contractors,"9,949.89",26/07/2018,Communities
236288,Arden Fields School (Academy),51416033,R6109,Funding payment to Academies and Non WCC Schools,"1,255.00",10/07/2018,Schools
236288,Arden Fields School (Academy),51418857,C1030,"New Construction, Conversion & Renovation","24,979.17",13/07/2018,Capital
236288,Arden Fields School (Academy),51419421,R6107,SEN Statements Funding,"37,370.00",16/07/2018,Communities
236288,Arden Fields School (Academy),51423334,C2060,Conditional Capital Grant Or Contribution,"4,742.50",30/07/2018,Capital
200429,Argos Business Solutions Ltd (****9518),51404714,R4008,Equipment,"1,794.91",06/07/2018,Resources
200429,Argos Business Solutions Ltd (****9518),51405785,R4008,Equipment,"1,572.32",11/07/2018,Resources
200429,Argos Business Solutions Ltd (****9518),51411515,R4008,Equipment,"1,003.85",25/07/2018,Resources
200429,Argos Business Solutions Ltd (****9518),51409861,R4008,Equipment,659.51,25/07/2018,Resources
200438,Arnold Lodge Preparatory School,51413827,R6107,SEN Statements Funding,"4,467.00",02/07/2018,Communities
200438,Arnold Lodge Preparatory School,51413820,R6107,SEN Statements Funding,"2,920.00",02/07/2018,Communities
200441,Arriva Midlands North Ltd (****4814),51414069,R5704,Public Transport,"17,380.00",03/07/2018,Communities
200441,Arriva Midlands North Ltd (****4814),51421247,R5704,Public Transport,"17,380.00",30/07/2018,Communities
219768,Art of Brilliance Ltd,51403984,R1601,Training,"2,360.50",04/07/2018,Resources
219768,Art of Brilliance Ltd,51403983,R1601,Training,"4,721.00",04/07/2018,Resources
219768,Art of Brilliance Ltd,51403573,R1601,Training,"3,517.00",04/07/2018,Resources
213431,Ash Green School & Arts College (Academy),51422774,R6107,SEN Statements Funding,"2,026.00",25/07/2018,Communities
236184,Ashby and Croft Manufacturing Ltd,51411460,C1030,"New Construction, Conversion & Renovation","2,050.00",20/07/2018,Capital
208346,Ashe Construction Ltd,51423277,C1030,"New Construction, Conversion & Renovation","95,466.40",31/07/2018,Capital
209807,Ashlawn School Academy Trust,51422825,R6107,SEN Statements Funding,"7,883.00",25/07/2018,Communities
200465,Ashleigh Nursery School,51413203,R6106,Early Years Funding (PVIs and LA),"2,888.34",03/07/2018,Communities
227882,Ashwood Gifts Ltd,51406997,R4044,Stock For Re-Sale Or Hire,593.60,12/07/2018,Communities
200468,Askews And Holts Library Services Ltd.,51409142,R4058,"Books, Newspapers & Publications",710.21,13/07/2018,Resources
236195,Aspect Ecology Ltd,51411207,R4409,Consultancy,"2,305.00",20/07/2018,Resources
236105,Aspire Children Services,51424450,R5459,Leaving Care Accommodation,"2,086.48",30/07/2018,People Group
200472,Aspire People Ltd,51405559,R1101,Agency Staff Pay,"1,061.00",06/07/2018,Schools
200472,Aspire People Ltd,51411346,R1101,Agency Staff Pay,"2,101.00",20/07/2018,Schools
200472,Aspire People Ltd,51411346,R1101,Agency Staff Pay,"1,078.00",20/07/2018,Schools
200472,Aspire People Ltd,51411335,R1101,Agency Staff Pay,"1,846.00",20/07/2018,Schools
214538,Aspire Sports Health & Fitness Ltd,51405556,R4441,Professional Fees,967.27,06/07/2018,Schools
214538,Aspire Sports Health & Fitness Ltd,51404780,R4441,Professional Fees,541.54,06/07/2018,Schools
214538,Aspire Sports Health & Fitness Ltd,51405197,R4441,Professional Fees,519.09,06/07/2018,Schools
210825,ATG Access Ltd,51403055,R5702,Payments to External Contractors,"1,350.00",05/07/2018,Communities
208492,Atkins Ltd,51413983,C1050,External Fees,"5,050.00",13/07/2018,Capital
208492,Atkins Ltd,51414033,C1050,External Fees,"3,100.00",18/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51404209,C1050,External Fees,"1,296.00",04/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51404218,C1050,External Fees,"7,076.00",04/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51404214,C1050,External Fees,"6,972.00",04/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51404219,C1050,External Fees,"7,393.00",04/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51404221,C1050,External Fees,"1,825.00",04/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51404231,C1050,External Fees,"3,345.00",04/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51413728,C1050,External Fees,"4,898.40",25/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51413730,C1050,External Fees,"3,777.29",25/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51414035,C1050,External Fees,"1,050.00",27/07/2018,Capital
200502,Atkins Ltd  t/a Faithful Gould,51413974,R4409,Consultancy,"8,513.91",27/07/2018,Communities
200502,Atkins Ltd  t/a Faithful Gould,51424168,R4409,Consultancy,"5,189.95",30/07/2018,Communities
200502,Atkins Ltd  t/a Faithful Gould,51424163,R1101,Agency Staff Pay,"8,264.80",30/07/2018,Communities
200502,Atkins Ltd  t/a Faithful Gould,51424173,R1101,Agency Staff Pay,"4,298.63",30/07/2018,Communities
200502,Atkins Ltd  t/a Faithful Gould,51424161,R4409,Consultancy,"18,088.80",30/07/2018,Communities
200502,Atkins Ltd  t/a Faithful Gould,51424172,R1101,Agency Staff Pay,"60,139.89",31/07/2018,Communities
200505,ATS Euromaster Ltd,51416052,R3004,Repair & Maintenance Of Vehicles,"3,040.13",11/07/2018,Communities
231497,AUSPAX,51407100,R4030,Materials,814.45,04/07/2018,Communities
235611,Authors Aloud UK Ltd,51372704,R4442,Professional Fees Curriculum,619.10,09/07/2018,Schools
234654,Auto Craft Engineering Ltd,51415510,C1060,Grants & Contributions To Outside Organisations,"9,209.99",10/07/2018,Capital
223426,Avon Park School,51392466,R6107,SEN Statements Funding,"3,333.33",12/07/2018,Communities
223426,Avon Park School,51394455,R6107,SEN Statements Funding,"-10,441.42",12/07/2018,Communities
223426,Avon Park School,51396284,R6107,SEN Statements Funding,"10,015.16",12/07/2018,Communities
223426,Avon Park School,51410801,R6107,SEN Statements Funding,"14,229.00",12/07/2018,Communities
223426,Avon Park School,51386613,R6107,SEN Statements Funding,"-3,359.05",12/07/2018,Communities
223426,Avon Park School,51410821,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51410820,R6107,SEN Statements Funding,"19,821.67",20/07/2018,Communities
223426,Avon Park School,51410819,R6107,SEN Statements Funding,"16,488.33",20/07/2018,Communities
223426,Avon Park School,51410818,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51410817,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51410816,R6107,SEN Statements Funding,"19,821.67",20/07/2018,Communities
223426,Avon Park School,51410815,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51410813,R6107,SEN Statements Funding,"18,894.00",20/07/2018,Communities
223426,Avon Park School,51410810,R6107,SEN Statements Funding,"18,894.00",20/07/2018,Communities
223426,Avon Park School,51410809,R6107,SEN Statements Funding,"18,894.00",20/07/2018,Communities
223426,Avon Park School,51410807,R6107,SEN Statements Funding,"25,488.34",20/07/2018,Communities
223426,Avon Park School,51410806,R6107,SEN Statements Funding,"21,274.00",20/07/2018,Communities
223426,Avon Park School,51410804,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51410803,R6107,SEN Statements Funding,"21,274.00",20/07/2018,Communities
223426,Avon Park School,51410825,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51410828,R6107,SEN Statements Funding,"19,821.67",20/07/2018,Communities
223426,Avon Park School,51410865,R6107,SEN Statements Funding,"19,821.67",20/07/2018,Communities
223426,Avon Park School,51410874,R6107,SEN Statements Funding,"16,612.67",20/07/2018,Communities
223426,Avon Park School,51411368,R6107,SEN Statements Funding,"19,821.67",20/07/2018,Communities
223426,Avon Park School,51411367,R6107,SEN Statements Funding,"19,821.67",20/07/2018,Communities
216249,Avonside Health Centre,51422223,R5702,Payments to External Contractors,699.44,30/07/2018,Communities
233756,AXCIS Education,51404654,R1101,Agency Staff Pay,590.00,06/07/2018,Communities
233756,AXCIS Education,51408559,R1101,Agency Staff Pay,590.00,13/07/2018,Communities
233756,AXCIS Education,51409085,R5702,Payments to External Contractors,840.00,13/07/2018,Communities
233756,AXCIS Education,51408566,R1101,Agency Staff Pay,"1,325.00",13/07/2018,Communities
233756,AXCIS Education,51408982,R1101,Agency Staff Pay,"1,325.00",13/07/2018,Communities
233756,AXCIS Education,51411074,R1101,Agency Staff Pay,"1,325.00",20/07/2018,Communities
233756,AXCIS Education,51411067,R1101,Agency Staff Pay,590.00,20/07/2018,Communities
233756,AXCIS Education,51413895,R1101,Agency Staff Pay,"1,325.00",27/07/2018,Communities
233756,AXCIS Education,51413898,R1101,Agency Staff Pay,590.00,27/07/2018,Communities
213427,Aylesford School And Sixth Form College (Academy),51422786,R6107,SEN Statements Funding,"5,022.00",25/07/2018,Communities
209620,B Line Plant Ltd,51409026,R4409,Consultancy,"1,700.00",13/07/2018,Communities
224991,B.W.Y Canine,51411768,R4043,Trading Standards Sampling,650.00,26/07/2018,Communities
200576,Badenoch & Clark Ltd,51412105,R1101,Agency Staff Pay,"2,412.00",02/07/2018,People Group
200576,Badenoch & Clark Ltd,51414489,R1101,Agency Staff Pay,"2,412.00",05/07/2018,People Group
200576,Badenoch & Clark Ltd,51415928,R1101,Agency Staff Pay,870.00,06/07/2018,Resources
200576,Badenoch & Clark Ltd,51415917,R1101,Agency Staff Pay,"1,740.00",06/07/2018,Resources
200576,Badenoch & Clark Ltd,51418843,R1101,Agency Staff Pay,"1,087.50",13/07/2018,Resources
200576,Badenoch & Clark Ltd,51420594,R1101,Agency Staff Pay,"1,809.00",18/07/2018,People Group
200576,Badenoch & Clark Ltd,51423924,R1101,Agency Staff Pay,"1,581.00",27/07/2018,Resources
200576,Badenoch & Clark Ltd,51422560,R1101,Agency Staff Pay,"2,175.00",27/07/2018,Resources
200576,Badenoch & Clark Ltd,51423920,R1101,Agency Staff Pay,"2,175.00",27/07/2018,Resources
200576,Badenoch & Clark Ltd,51423928,R1101,Agency Staff Pay,"2,635.00",27/07/2018,Resources
,Balfour Beatty Living Places,,,,"2,362,412.45",20/07/2018,Communities
200589,Balfour Beatty Living Places Ltd (****2460),51418933,C1030,"New Construction, Conversion & Renovation","21,164.92",20/07/2018,Capital
200589,Balfour Beatty Living Places Ltd (****2460),51421451,C1030,"New Construction, Conversion & Renovation","61,875.12",25/07/2018,Capital
200589,Balfour Beatty Living Places Ltd (****2460),51421638,R5702,Payments to External Contractors,"2,410,288.03",31/07/2018,Communities
232605,Baltimore Consulting Ltd,51414450,R1101,Agency Staff Pay,"4,140.00",30/07/2018,Communities
200593,Bambini Childcare Ltd,51413370,R6106,Early Years Funding (PVIs and LA),"2,237.67",03/07/2018,Communities
200594,Banana Moon Day Nursery (Grove House),51413304,R6106,Early Years Funding (PVIs and LA),"3,911.95",03/07/2018,Communities
226306,Banana Moon Day Nursery (Harbury),51413391,R6106,Early Years Funding (PVIs and LA),609.04,03/07/2018,Communities
233407,Bang the Drum Productions Ltd,51413643,R4301,"Advertising, Publicity & Promotion","2,375.00",27/07/2018,Resources
,Banner Group Ltd,33530,,,512.87,04/07/2018,Communities
230528,Barby CE Primary School,51417513,R6107,SEN Statements Funding,"2,267.00",16/07/2018,Communities
200609,Barjane Ltd,51405687,R2201,Rents & Lettings,"9,125.00",04/07/2018,Resources
200609,Barjane Ltd,51409390,R2802,Premises Insurance,860.35,13/07/2018,Resources
200613,Barnardo Services Ltd (****6716),51413366,R6106,Early Years Funding (PVIs and LA),"1,547.32",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413368,R6106,Early Years Funding (PVIs and LA),"2,166.25",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413333,R6106,Early Years Funding (PVIs and LA),"3,713.58",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413295,R6106,Early Years Funding (PVIs and LA),"2,166.25",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413286,R6106,Early Years Funding (PVIs and LA),"3,713.58",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413355,R6106,Early Years Funding (PVIs and LA),"1,517.31",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413259,R6106,Early Years Funding (PVIs and LA),"3,094.65",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51413261,R6106,Early Years Funding (PVIs and LA),"2,475.72",03/07/2018,Communities
200613,Barnardo Services Ltd (****6716),51412744,R6106,Early Years Funding (PVIs and LA),"218,897.54",27/07/2018,People Group
200613,Barnardo Services Ltd (****6716),51412246,R6106,Early Years Funding (PVIs and LA),"203,919.19",27/07/2018,People Group
200613,Barnardo Services Ltd (****6716),51412747,R6106,Early Years Funding (PVIs and LA),"117,082.98",27/07/2018,People Group
200613,Barnardo Services Ltd (****6716),51412752,R6106,Early Years Funding (PVIs and LA),"160,100.29",27/07/2018,People Group
200612,Barnardo's (****9215),51409981,R2805,Material Damage Insurance Claims,"2,156.00",18/07/2018,Other Services
225188,Barnardo's (BACS payments account ****4356),51421190,R4030,Materials,"4,152.25",23/07/2018,Other Services
236272,Basemap Ltd,51405624,R4506,IT Support & Maintenance,"7,400.00",06/07/2018,Communities
229039,Bauer Radio Ltd (****0842),51403165,R4030,Materials,"3,111.57",02/07/2018,Communities
229039,Bauer Radio Ltd (****0842),51405734,R5802,Substitute Care,"1,468.87",05/07/2018,People Group
216387,Bedworth Health Centre (Dr. Singh),51422112,R5702,Payments to External Contractors,583.45,30/07/2018,Communities
216387,Bedworth Health Centre (Dr. Singh),51422117,R5702,Payments to External Contractors,"1,136.59",30/07/2018,Communities
200655,Bedworth Rugby and Nuneaton Cab,51405177,R5807,Social Care Block Contracts,"17,885.00",06/07/2018,People Group
200656,Beechwood Childcare Ltd,51413316,R6106,Early Years Funding (PVIs and LA),"1,959.94",03/07/2018,Communities
210711,Beehive Day Nursery Barford,51420677,R6106,Early Years Funding (PVIs and LA),"2,628.58",19/07/2018,Communities
200657,Beehive Day Nursery Rugby,51413206,R6106,Early Years Funding (PVIs and LA),"2,523.86",03/07/2018,Communities
