Supplier Name,Supplier ID,Payment Date,Amount,Spend Area, Account Code,Account Description,Internal Reference Number
ABBEYFIELD COVENTRY SOCIETY LTD,C20623,15/09/2011,"1,450.36",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236903,5"
ABBEYFIELD COVENTRY SOCIETY LTD,C20623,15/09/2011,"1,450.36",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236903,6"
ABBEYFIELD COVENTRY SOCIETY LTD,C20623,15/09/2011,"1,803.56",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236903,2"
ABBEYFIELD COVENTRY SOCIETY LTD,C20623,15/09/2011,"1,803.56",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236903,3"
ABBEYFIELD COVENTRY SOCIETY LTD,C20623,15/09/2011,"1,974.92",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236903,1"
ABBEYFIELD HOUSE (PHIL MEAD),D17413,15/09/2011,"1,982.40",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236957,1"
ABBRYMAR GUEST HOUSE,U08923,22/09/2011,700.00,CHILDREN YOUNG PEOPLE AND FAMILIES,N7GA,ACCOMODATION SERVICES - EXTERNAL,"ED1238659,1"
ABC MUSIC LONDON LIMITED,D10242,26/09/2011,544.00,RESOURCES GROUP,315K,LIBRARY SERVICE - PERIODICALS,"LH226671,1"
ABS SKIP-HIRE LTD,CK3072,19/09/2011,"1,426.52",COMMUNITIES GROUP,EG02,BULK HAULAGE,"PT373484,1"
ABS SKIP-HIRE LTD,CK3072,19/09/2011,"2,563.26",COMMUNITIES GROUP,EG02,BULK HAULAGE,"PT373481,1"
ACCESS CLEANING SERVICES,C21028,05/09/2011,"1,960.00",RESOURCES GROUP,BA12,BUILDING,"WA249827,1"
ACCESS CLEANING SERVICES,C21028,05/09/2011,"1,390.00",RESOURCES GROUP,BA12,BUILDING,"WA249865,1"
ACCREDO SUPPORT & DEVELOPMENT,CM2440,26/09/2011,837.76,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1240115,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"2,995.49",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237202,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"3,054.39",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237205,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"3,138.53",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237210,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"3,172.19",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237201,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"3,250.57",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237207,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"3,303.71",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237212,1"
ACORN FOSTERING SERVICES LTD,CG1060,12/09/2011,"3,303.71",CHILDREN YOUNG PEOPLE AND FAMILIES,6A10,AGENCY SERVICES,"ED1237215,1"
ACORN FOSTERING SERVICES LTD,CG1060,15/09/2011,"3,733.57",CHILDREN YOUNG PEOPLE AND FAMILIES,F03A,FOSTER CARE - EXTERNAL,"ED1237799,1"
ACORN FOSTERING SERVICES LTD,CG1060,15/09/2011,"4,551.42",CHILDREN YOUNG PEOPLE AND FAMILIES,F03A,FOSTER CARE - EXTERNAL,"ED1237801,1"
ACORN NURSERY SCHOOL,C21828,08/09/2011,"4,984.20",CHILDREN YOUNG PEOPLE AND FAMILIES,4321,PAYMENTS TO 3RD PARTIES FOR SERVICE PROVISION,"ED1232110,1"
ACORN TREE SURGERY LTD,U05841,15/09/2011,568.75,COMMUNITIES GROUP,EG00,EXTERNAL CONTRACTORS,"PT373463,1"
ACORN WOOD DAY NURSERY,D10292,08/09/2011,"6,936.35",CHILDREN YOUNG PEOPLE AND FAMILIES,4321,PAYMENTS TO 3RD PARTIES FOR SERVICE PROVISION,"ED1232112,1"
ADDACTION - HENLEY HOUSE,C23960,12/09/2011,"35,415.75",RESOURCES GROUP,D901,ENHANCED ARREST REFFERAL,"CL197621,1"
ADDACTION - HENLEY HOUSE,C23960,12/09/2011,"5,112.50",RESOURCES GROUP,D903,COURT BASED SEVICES,"CL197621,2"
ADDACTION - HENLEY HOUSE,C23960,12/09/2011,"6,407.30",RESOURCES GROUP,D905,ADULT WRAP AROUND SERVICES,"CL197622,1"
ADELAIDE HOUSE,D10330,15/09/2011,"2,119.80",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236761,1"
ADELAIDE HOUSE,D10330,15/09/2011,"2,280.00",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236761,2"
AGE UK WARWICKSHIRE LTD,C22420,19/09/2011,"21,958.00",ADULT HEALTH AND COMMUNITY SERVICES,4R10,SERVICE LEVEL AGREEMENTS,"SS1238764,1"
AGE UK WARWICKSHIRE LTD,C22420,15/09/2011,"17,418.46",ADULT HEALTH AND COMMUNITY SERVICES,4R10,SERVICE LEVEL AGREEMENTS,"SS1237686,1"
AIRPORT RADIO TAXIS & PRIVATE HIRE,C21241,08/09/2011,980.00,COMMUNITIES GROUP,CF08,SEN UNDER 16,"PT372812,1"
AIRTAY,D10382,26/09/2011,885.00,CAPITAL,B8,DIRECT ORDERS,"PT374227,1"
ALBANY HOUSE,D10424,15/09/2011,"1,282.12",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236762,4"
ALBANY HOUSE,D10424,15/09/2011,"1,399.32",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236762,2"
ALBANY HOUSE,D10424,15/09/2011,"1,446.12",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236762,3"
ALBANY HOUSE,D10424,15/09/2011,"1,741.12",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236762,1"
ALBEMARLE REST HOME,D10425,15/09/2011,"13,363.16",ADULT HEALTH AND COMMUNITY SERVICES,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1237215,1"
ALCATEL - LUCENT UK,CI7588,12/09/2011,"49,238.91",RESOURCES GROUP,DG52,COMPUTER HARDWARE MAINTENANCE,"WA250238,1"
ALCESTER GRAMMAR SCHOOL ACADEMY,U08889,05/09/2011,"3,083.00",RESOURCES GROUP,E416,SCHOOL ALL RISK CLAIMS 2010/11,"CL195837,1"
ALCESTER NURSERY STUDIO,C21896,08/09/2011,"15,451.02",CHILDREN YOUNG PEOPLE AND FAMILIES,4321,PAYMENTS TO 3RD PARTIES FOR SERVICE PROVISION,"ED1232118,1"
A-LINE COACHES,C20801,05/09/2011,"9,389.82",COMMUNITIES GROUP,CF03,PUBLIC TRANSPORT - FLEXIBUS,"PT372752,1"
A-LINE COACHES,C20801,26/09/2011,"2,408.09",COMMUNITIES GROUP,CF03,PUBLIC TRANSPORT - FLEXIBUS,"PT374341,4"
A-LINE COACHES,C20801,26/09/2011,"19,873.27",COMMUNITIES GROUP,CF01,SCHOOL TRANSPORT PAYMENTS,"PT374341,1"
A-LINE COACHES,C20801,26/09/2011,"3,403.23",COMMUNITIES GROUP,CF01,SCHOOL TRANSPORT PAYMENTS,"PT374341,2"
A-LINE COACHES,C20801,26/09/2011,"1,174.40",COMMUNITIES GROUP,CF08,SEN UNDER 16,"PT374341,3"
A-LINE COACHES,C20801,29/09/2011,"2,008.47",COMMUNITIES GROUP,CF13,CONCESSIONARY TRAVEL SCHEME(CST),"PT374497,1"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,738.79",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,7"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,946.64",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,8"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,366.84",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,4"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,1"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,6"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,946.64",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,2"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,330.24",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,10"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,11"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,3"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,5"
ALLAMBIE COURT NURSING HOME,C22430,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236764,9"
ALLAMBIE ENTERPRISES,U07890,15/09/2011,"1,528.00",ADULT HEALTH AND COMMUNITY SERVICES,R67A,RESIDENTIAL CARE EXTERNAL,"SS1236765,1"
ALLEN FORD,C20488,12/09/2011,558.22,COMMUNITIES GROUP,0100,MATERIALS,"CF169111,1"
ALLIANCE FOSTER CARE,CG1376,12/09/2011,"3,066.99",CHILDREN YOUNG PEOPLE AND FAMILIES,F03A,FOSTER CARE - EXTERNAL,"ED1237267,1"
ALLIED HEALTHCARE GROUP LTD,C22436,15/09/2011,"1,852.96",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1237358,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/09/2011,"1,389.72",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1239974,1"
ALLIED HEALTHCARE GROUP LTD,C22436,15/09/2011,572.73,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1237354,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/09/2011,542.34,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1239979,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/09/2011,598.20,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1239997,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/09/2011,643.88,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1239983,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/09/2011,664.08,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1239986,1"
ALLIED HEALTHCARE GROUP LTD,C22436,15/09/2011,833.20,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1237650,1"
ALLIED HEALTHCARE GROUP LTD,C22436,15/09/2011,850.00,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1237648,1"
ALLIED HEALTHCARE GROUP LTD,C22436,15/09/2011,850.19,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1237649,1"
ALLIED HEALTHCARE GROUP LTD,C22436,01/09/2011,648.08,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1224233,1"
ALLIED HEALTHCARE GROUP LTD,C22436,01/09/2011,648.08,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1231917,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,531.65,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233871,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,535.60,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233881,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,565.60,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233777,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,584.30,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234351,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,615.76,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1236664,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,628.90,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233725,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,680.22,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234050,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,705.70,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234081,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,742.30,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233907,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,835.36,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1238531,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,854.42,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233801,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,874.17,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1198369,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,986.58,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234695,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,005.08",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234156,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,103.52",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234066,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,265.58",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234655,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,483.44",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1237725,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,541.06",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234701,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,700.00",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233935,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,889.60",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233718,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,918.08",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1235320,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,968.16",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233721,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"2,023.06",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234071,1"
ALLIED HEALTHCARE GROUP LTD,C22436,08/09/2011,732.95,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1236448,2"
ALLIED HEALTHCARE GROUP LTD,C22436,08/09/2011,847.28,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1236658,2"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,513.60,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234298,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,523.75,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1236654,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,613.58,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234006,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,616.70,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234612,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,621.48,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233909,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,636.16,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1235000,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,640.40,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234075,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,651.56,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234074,3"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,688.67,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233890,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,757.52,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234277,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,764.84,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234003,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,819.56,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233792,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,847.96,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234888,2"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,860.44,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233901,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,875.62,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234068,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,906.92,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234486,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,044.91",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233931,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,249.20",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234144,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,431.84",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233775,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,481.63",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234079,1"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,632.74",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1234996,2"
ALLIED HEALTHCARE GROUP LTD,C22436,19/09/2011,"1,641.44",ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1233933,1"
ALLIED HEALTHCARE GROUP LTD,C22436,29/09/2011,758.38,ADULT HEALTH AND COMMUNITY SERVICES,H21A,DOMICILIARY EXTERNAL,"SS1224231,1"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,05/09/2011,"6,800.00",RESOURCES GROUP,BA14,ELECTRICAL,"WA249837,1"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,12/09/2011,"6,557.72",RESOURCES GROUP,BA14,ELECTRICAL,"WA250297,2"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,05/09/2011,"12,080.00",RESOURCES GROUP,BA14,ELECTRICAL,"WA249835,1"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,15/09/2011,635.00,RESOURCES GROUP,BA14,ELECTRICAL,"WA250855,1"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,05/09/2011,"1,500.00",RESOURCES GROUP,BA14,ELECTRICAL,"WA249878,1"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,15/09/2011,"1,300.00",RESOURCES GROUP,BA14,ELECTRICAL,"WA250840,1"
ALPHA ELECTRICAL MIDLANDS LIMITED,CI2166,15/09/2011,"1,450.00",RESOURCES GROUP,BA14,ELECTRICAL,"WA250842,1"
ALPHA HEALTH CARE LIMITED,D10484,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236796,1"
ALPHA HEALTH CARE LIMITED,D10484,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236796,3"
ALPHA HEALTH CARE LIMITED,D10484,15/09/2011,"1,899.76",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236796,4"
ALPHA HEALTH CARE LIMITED,D10484,15/09/2011,"2,103.28",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236796,2"
ALPHA HEALTH CARE LIMITED,D15967,15/09/2011,"1,521.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236931,1"
ALPHA HEALTH CARE LIMITED,D15967,15/09/2011,"1,721.44",ADULT HEALTH AND COMMUNITY SERVICES,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1236931,4"
ALPHA HEALTH CARE LIMITED,C24330,15/09/2011,"1,680.64",ADULT HEALTH AND COMMUNITY SERVICES,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1237045,3"
ALPHA HEALTH CARE LIMITED,C24330,15/09/2011,"1,680.64",ADULT HEALTH AND COMMUNITY SERVICES,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1237045,4"
ALPHA HEALTH CARE LIMITED,C24330,15/09/2011,"2,058.56",ADULT HEALTH AND COMMUNITY SERVICES,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1237045,2"
