,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,
INSERTED DETAIL,223628,A and K Home Care Services Ltd,50895210,R5805,Homecare - External Domiciliary (Adults),616.00,30/09/2015,People Group,,
INSERTED DETAIL,223628,A and K Home Care Services Ltd,50895522,R5805,Homecare - External Domiciliary (Adults),576.00,30/09/2015,People Group,,
INSERTED DETAIL,223021,A Dyer & Sons,50876381,R4615,Mortuary/Pathology Expenses,558.07,09/09/2015,Other Services,,
INSERTED DETAIL,225317,A Lowrie Care Services Ltd T/A Cornerstone Children's Homes,50877192,R5848,Residential Care (Children),15000.00,04/09/2015,People Group,,
INSERTED DETAIL,225317,A Lowrie Care Services Ltd T/A Cornerstone Children's Homes,50884941,R5848,Residential Care (Children),15000.00,11/09/2015,People Group,,
INSERTED DETAIL,200102,A.S. Wilkes Services,50884978,R2751,Grounds Maintenance Non Contract,1680.00,16/09/2015,Communities,,
INSERTED DETAIL,200114,Abacus Day Nursery,50860841,R6106,Private Providers - Early Years Funding,8170.34,11/09/2015,People Group,,
INSERTED DETAIL,200114,Abacus Day Nursery,50886814,R6106,Private Providers - Early Years Funding,1039.50,22/09/2015,People Group,,
INSERTED DETAIL,227305,Abacus Fostering Ltd,50876231,R5822,Foster Care Payments - External,779.50,18/09/2015,People Group,,
INSERTED DETAIL,200115,Abacus Pre-School Nursery Ltd,50860842,R6106,Private Providers - Early Years Funding,3990.17,11/09/2015,People Group,,
INSERTED DETAIL,200115,Abacus Pre-School Nursery Ltd,50886815,R6106,Private Providers - Early Years Funding,1039.50,22/09/2015,People Group,,
INSERTED DETAIL,223099,Abacus Training Centre Ltd,50886249,R1601,Training - External,3212.00,24/09/2015,Fire and Rescue,,
INSERTED DETAIL,221450,Abbey Fire (UK) Ltd,50891828,R2023,Mechanical (LM),744.80,24/09/2015,Resources,,
INSERTED DETAIL,200121,Abbey Preschool,50860843,R6106,Private Providers - Early Years Funding,2470.10,11/09/2015,People Group,,
INSERTED DETAIL,223033,ABC Fostering Services Ltd,50872267,R5822,Foster Care Payments - External,3314.79,18/09/2015,People Group,,
INSERTED DETAIL,223033,ABC Fostering Services Ltd,50890796,R5822,Foster Care Payments - External,3100.93,30/09/2015,People Group,,
INSERTED DETAIL,223033,ABC Fostering Services Ltd,50884503,R5822,Foster Care Payments - External,3314.79,30/09/2015,People Group,,
INSERTED DETAIL,223033,ABC Fostering Services Ltd,50884504,R5822,Foster Care Payments - External,3314.79,30/09/2015,People Group,,
INSERTED DETAIL,221156,ABW (CA) Ltd,50886937,R5702,Payments to External Contractors,620.26,17/09/2015,Communities,,
INSERTED DETAIL,208345,ACM Management Solutions Ltd,50894313,C1030,"New Construction, Conversion & Renovation",620.00,28/09/2015,Capital,,
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,50880923,R5822,Foster Care Payments - External,3324.75,30/09/2015,People Group,,
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,50880922,R5822,Foster Care Payments - External,5142.86,30/09/2015,People Group,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50885436,R5706,Payments to Third Parties - Recoverable Operating Expenditure,4739.98,17/09/2015,Communities,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50885437,R5706,Payments to Third Parties - Recoverable Operating Expenditure,5000.00,17/09/2015,Communities,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50885435,R5706,Payments to Third Parties - Recoverable Operating Expenditure,6428.00,17/09/2015,Communities,,
INSERTED DETAIL,200146,Acorn Wood Day Nursery,50860844,R6106,Private Providers - Early Years Funding,8518.69,11/09/2015,People Group,,
INSERTED DETAIL,200146,Acorn Wood Day Nursery,50886816,R6106,Private Providers - Early Years Funding,1559.25,22/09/2015,People Group,,
INSERTED DETAIL,210010,Act Now Training Ltd,50891555,R1601,Training - External,1850.00,23/09/2015,Communities,,
INSERTED DETAIL,215891,Action For Children (****6746),50883369,R5802,Substitute Care,45123.45,09/09/2015,People Group,,
INSERTED DETAIL,215891,Action For Children (****6746),50880910,R5848,Residential Care (Children),50625.00,10/09/2015,People Group,,
INSERTED DETAIL,215891,Action For Children (****6746),50890228,R5822,Foster Care Payments - External,1833.00,23/09/2015,People Group,,
INSERTED DETAIL,220313,Adana Management Group Ltd,50884520,R1101,Agency Staff Pay,1283.40,30/09/2015,Resources,,
INSERTED DETAIL,209747,Adare Ltd,50883954,R4317,Print Operational Costs,3566.66,30/09/2015,Resources,,
INSERTED DETAIL,200169,Addaction - Henley House,50886262,R4612,Projects,41224.20,16/09/2015,Communities,,
INSERTED DETAIL,200169,Addaction - Henley House,50885756,R4612,Projects,37753.77,16/09/2015,Communities,,
INSERTED DETAIL,200169,Addaction - Henley House,50889861,R5702,Payments to External Contractors,281709.79,22/09/2015,Communities,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50883615,R5806,Residential Care (Adults),1635.72,07/09/2015,People Group,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50883615,R5806,Residential Care (Adults),2840.00,07/09/2015,People Group,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50883615,R5806,Residential Care (Adults),1635.72,07/09/2015,People Group,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50883615,R5806,Residential Care (Adults),9128.57,07/09/2015,People Group,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50883615,R5806,Residential Care (Adults),3076.00,07/09/2015,People Group,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50883615,R5806,Residential Care (Adults),5603.02,07/09/2015,People Group,,
INSERTED DETAIL,225565,Adiemus Care Ltd (Cameron House),50883664,R5806,Residential Care (Adults),1812.44,07/09/2015,People Group,,
INSERTED DETAIL,200184,ADT Fire and Security Plc,50885532,R2010,Security Services,671.44,11/09/2015,Schools,,
INSERTED DETAIL,200187,Advance Housing & Support Ltd,50891245,R5805,Homecare - External Domiciliary (Adults),708.40,23/09/2015,People Group,,
INSERTED DETAIL,200187,Advance Housing & Support Ltd,50891244,R5805,Homecare - External Domiciliary (Adults),504.00,23/09/2015,People Group,,
INSERTED DETAIL,200187,Advance Housing & Support Ltd,50891243,R5805,Homecare - External Domiciliary (Adults),708.40,23/09/2015,People Group,,
INSERTED DETAIL,200187,Advance Housing & Support Ltd,50891246,R5805,Homecare - External Domiciliary (Adults),504.00,23/09/2015,People Group,,
INSERTED DETAIL,100301,ADVENT ESTATES LIMITED T/A Kilsby House,50883768,R5806,Residential Care (Adults),5657.28,07/09/2015,People Group,,
INSERTED DETAIL,228185,Adventure Care Ltd,50894211,R5848,Residential Care (Children),3895.00,28/09/2015,People Group,,
INSERTED DETAIL,200191,Adventure Kit UK Ltd,50880022,R4007,Equipment,1008.00,09/09/2015,People Group,,
INSERTED DETAIL,209397,AECOM Ltd,50878637,R5702,Payments to External Contractors,756.00,09/09/2015,Communities,,
INSERTED DETAIL,200201,Age UK - Warks,50883275,R5809,Adult Social Care Contracts,1032.00,04/09/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50885111,R5807,SLA Social Care Provision,4615.00,11/09/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50885110,R5807,SLA Social Care Provision,4615.00,11/09/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50885091,R5807,SLA Social Care Provision,1846.00,16/09/2015,People Group,,
INSERTED DETAIL,220989,Agilisys Professional Services Ltd,50884693,R4512,Software,12000.00,16/09/2015,Resources,,
INSERTED DETAIL,200205,Agripa Solutions Ltd,50881087,R4304,Educational Initiatives,1360.00,25/09/2015,Communities,,
INSERTED DETAIL,208271,Airwave Solutions Ltd,50882860,R3003,Radio Installations,1044.73,18/09/2015,Fire and Rescue,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50883617,R5806,Residential Care (Adults),2700.00,07/09/2015,People Group,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50883617,R5806,Residential Care (Adults),5418.32,07/09/2015,People Group,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50883617,R5806,Residential Care (Adults),2489.52,07/09/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50883921,R5806,Residential Care (Adults),1813.68,07/09/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50883921,R5806,Residential Care (Adults),4573.68,07/09/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50883921,R5806,Residential Care (Adults),1813.68,07/09/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50883921,R5806,Residential Care (Adults),2213.68,07/09/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50883921,R5806,Residential Care (Adults),800.00,07/09/2015,People Group,,
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,50889371,R6107,SEN Statements Funding - Non-Maintained Schools,1676.00,21/09/2015,People Group,,
INSERTED DETAIL,200237,Alcester Nursery Studio,50860845,R6106,Private Providers - Early Years Funding,18114.10,11/09/2015,People Group,,
INSERTED DETAIL,200237,Alcester Nursery Studio,50886817,R6106,Private Providers - Early Years Funding,6756.75,22/09/2015,People Group,,
INSERTED DETAIL,200109,All About People Counselling Services Ltd,50894271,R4409,Consultancy,2780.80,29/09/2015,Resources,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50883619,R5806,Residential Care (Adults),3654.36,07/09/2015,People Group,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50883619,R5806,Residential Care (Adults),1468.80,07/09/2015,People Group,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50883619,R5806,Residential Care (Adults),18343.22,07/09/2015,People Group,,
INSERTED DETAIL,100435,Allambie Enterprises,50883620,R5806,Residential Care (Adults),1562.52,07/09/2015,People Group,,
INSERTED DETAIL,200276,Alliance Foster Care Ltd,50883022,R5822,Foster Care Payments - External,5442.91,16/09/2015,People Group,,
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,50882035,R3005,Fuel,23051.54,10/09/2015,Communities,,
INSERTED DETAIL,218178,Allworks Properties Ltd,50875918,R4018,Equipment Repair & Maintenance,4000.00,10/09/2015,Communities,,
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,50883926,R5806,Residential Care (Adults),1852.00,07/09/2015,People Group,,
INSERTED DETAIL,228232,Altum Residential Care Ltd,50884126,R5848,Residential Care (Children),18021.47,25/09/2015,People Group,,
INSERTED DETAIL,200291,Alveston Cygnets,50860846,R6106,Private Providers - Early Years Funding,12540.53,14/09/2015,People Group,,
INSERTED DETAIL,200291,Alveston Cygnets,50886818,R6106,Private Providers - Early Years Funding,1039.50,22/09/2015,People Group,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50883624,R5806,Residential Care (Adults),3670.92,07/09/2015,People Group,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50883624,R5806,Residential Care (Adults),9102.88,07/09/2015,People Group,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50883624,R5806,Residential Care (Adults),5539.88,07/09/2015,People Group,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50888454,R5806,Residential Care (Adults),7968.20,17/09/2015,People Group,,
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,50885130,R4409,Consultancy,8995.15,16/09/2015,Resources,,
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,50885137,R4409,Consultancy,16314.31,28/09/2015,Resources,,
,,AMENITY LAND SOLUTIONS,P-Card,,,"1,165.30 ",24/09/2015,,,
,,AMENITY LAND SOLUTIONS,P-Card,,,712.00 ,28/09/2015,,,
,,AMENITY LAND SOLUTIONS,P-Card,,,"2,658.00 ",08/10/2015,,,
INSERTED DETAIL,200305,Amillan Ltd,50891223,R4514,Telephone Rental,2250.00,24/09/2015,Communities,,
INSERTED DETAIL,228683,Anchor,50883904,R5806,Residential Care (Adults),2280.00,07/09/2015,People Group,,
INSERTED DETAIL,228883,Anchor Fast Products Ltd,50860408,R4054,Furniture Curriculum,539.00,14/09/2015,Schools,,
INSERTED DETAIL,227027,Angels Healthcare Ltd,50884232,R5805,Homecare - External Domiciliary (Adults),1411.20,08/09/2015,People Group,,
INSERTED DETAIL,227027,Angels Healthcare Ltd,50884344,R5805,Homecare - External Domiciliary (Adults),1260.00,08/09/2015,People Group,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50873061,R4443,Professional Fees Admin,990.00,04/09/2015,Resources,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50873060,R4443,Professional Fees Admin,570.00,04/09/2015,Resources,,
INSERTED DETAIL,200389,Apetito Ltd,50884981,R5809,Adult Social Care Contracts,549.50,09/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50885005,R5809,Adult Social Care Contracts,-667.25,16/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50884980,R5809,Adult Social Care Contracts,15954.43,16/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50889738,R5809,Adult Social Care Contracts,660.79,21/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50889739,R5809,Adult Social Care Contracts,631.53,21/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50891247,R5805,Homecare - External Domiciliary (Adults),556.75,23/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50891629,R5809,Adult Social Care Contracts,577.50,28/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50891656,R5809,Adult Social Care Contracts,-701.25,29/09/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50891628,R5809,Adult Social Care Contracts,16222.41,29/09/2015,People Group,,
INSERTED DETAIL,210713,Apple Grove Day Nursery,50860925,R6106,Private Providers - Early Years Funding,5055.48,11/09/2015,People Group,,
INSERTED DETAIL,210713,Apple Grove Day Nursery,50886893,R6106,Private Providers - Early Years Funding,2598.75,22/09/2015,People Group,,
INSERTED DETAIL,228916,Applegreen Childrens Care Ltd,50886030,R5848,Residential Care (Children),12857.10,25/09/2015,People Group,,
INSERTED DETAIL,215154,Applewood Support Ltd,50884305,R5805,Homecare - External Domiciliary (Adults),927.36,08/09/2015,People Group,,
INSERTED DETAIL,215154,Applewood Support Ltd,50884304,R5805,Homecare - External Domiciliary (Adults),1159.20,08/09/2015,People Group,,
INSERTED DETAIL,215154,Applewood Support Ltd,50885798,R5805,Homecare - External Domiciliary (Adults),927.36,11/09/2015,People Group,,
INSERTED DETAIL,215154,Applewood Support Ltd,50885797,R5805,Homecare - External Domiciliary (Adults),1159.20,11/09/2015,People Group,,
INSERTED DETAIL,200397,Apse,50888826,R4409,Consultancy,650.00,18/09/2015,Resources,,
INSERTED DETAIL,228116,Archways Care Ltd,50876058,R5848,Residential Care (Children),12160.00,09/09/2015,People Group,,
INSERTED DETAIL,228116,Archways Care Ltd,50876021,R5848,Residential Care (Children),23142.86,11/09/2015,People Group,,
INSERTED DETAIL,200419,Arden Construction Ltd,50881412,C1030,"New Construction, Conversion & Renovation",21731.75,02/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50881411,R2022,Building (LB),14137.50,02/09/2015,Resources,,
INSERTED DETAIL,200419,Arden Construction Ltd,50888969,C1030,"New Construction, Conversion & Renovation",77900.00,18/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50888970,C1030,"New Construction, Conversion & Renovation",92815.00,18/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50888971,R2022,Building (LB),16246.28,18/09/2015,Resources,,
INSERTED DETAIL,200419,Arden Construction Ltd,50889004,C1030,"New Construction, Conversion & Renovation",57000.00,18/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50891682,C1030,"New Construction, Conversion & Renovation",17652.00,25/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50891683,C1030,"New Construction, Conversion & Renovation",43530.69,25/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50891681,C1030,"New Construction, Conversion & Renovation",21292.05,25/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50889892,C1030,"New Construction, Conversion & Renovation",73515.66,28/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50889893,R2022,Building (LB),9750.00,28/09/2015,Resources,,
INSERTED DETAIL,200419,Arden Construction Ltd,50888972,C1030,"New Construction, Conversion & Renovation",103234.43,28/09/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50894362,R2022,Building (LB),1444.54,30/09/2015,Resources,,
INSERTED DETAIL,226768,Arden Leisure Ltd t/a Studley Sports Centre,50878658,R2204,Room Hire - External,690.00,04/09/2015,Communities,,
INSERTED DETAIL,208841,Arden News Rippleglen Ltd t/a SuperNews,50891283,R4306,"Newspapers, Magazines & Periodicals",782.88,23/09/2015,Resources,,
INSERTED DETAIL,229140,Arden Psychology Services Ltd,50865288,R5849,Counselling Services (Children),1675.00,09/09/2015,People Group,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50878927,R4049,White Goods/Domestic Appliances,6160.30,04/09/2015,Resources,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50875833,R4035,Personal Requisites,571.71,28/09/2015,People Group,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50889762,R4049,White Goods/Domestic Appliances,575.86,28/09/2015,Resources,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50886398,R4049,White Goods/Domestic Appliances,-662.52,28/09/2015,Resources,,
,,ARGOS LTD,P-Card,,,550.78 ,09/09/2015,,,
INSERTED DETAIL,200430,Argos Ltd  (****7668),50883587,R4049,White Goods/Domestic Appliances,683.32,09/09/2015,Resources,,
INSERTED DETAIL,228944,Arnold Lodge Prepcare Nursery,50842191,R6106,Private Providers - Early Years Funding,1718.78,23/09/2015,People Group,,
INSERTED DETAIL,228944,Arnold Lodge Prepcare Nursery,50860940,R6106,Private Providers - Early Years Funding,4275.18,23/09/2015,People Group,,
INSERTED DETAIL,228272,Arrow Services (Midlands) Ltd,50891044,R2001,Buildings Maintenance,2320.00,30/09/2015,Schools,,
INSERTED DETAIL,200458,Ascot Business Solutions Ltd,50885118,R4512,Software,2010.00,17/09/2015,Resources,,
INSERTED DETAIL,221634,ASDA Pharmacy,50886976,R5702,Payments to External Contractors,562.94,18/09/2015,Communities,,
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),50889379,R6107,SEN Statements Funding - Non-Maintained Schools,1777.00,21/09/2015,People Group,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50883401,C1030,"New Construction, Conversion & Renovation",161810.23,07/09/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50885329,C1030,"New Construction, Conversion & Renovation",63280.00,18/09/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50886631,C1030,"New Construction, Conversion & Renovation",34600.00,22/09/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50889896,C1030,"New Construction, Conversion & Renovation",257087.40,23/09/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50889897,C1030,"New Construction, Conversion & Renovation",31309.20,28/09/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50889898,C1030,"New Construction, Conversion & Renovation",349561.00,30/09/2015,Capital,,
INSERTED DETAIL,209807,Ashlawn School Academy Trust,50889372,R6107,SEN Statements Funding - Non-Maintained Schools,7266.00,21/09/2015,People Group,,
INSERTED DETAIL,200465,Ashleigh Nursery School,50860847,R6106,Private Providers - Early Years Funding,17546.92,11/09/2015,People Group,,
INSERTED DETAIL,200465,Ashleigh Nursery School,50886819,R6106,Private Providers - Early Years Funding,1559.25,22/09/2015,People Group,,
INSERTED DETAIL,229365,Ashorne Hill Management College,50877298,R4601,Conferences,985.00,04/09/2015,People Group,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50881209,R4058,Books,3909.75,02/09/2015,Resources,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50884397,R4058,Books,2014.37,08/09/2015,Resources,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50888838,R4058,Books,10439.57,18/09/2015,Resources,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50892298,R4058,Books,4899.69,25/09/2015,Resources,,
INSERTED DETAIL,226763,Aspect Care Home Ltd,50883632,R5806,Residential Care (Adults),2000.84,07/09/2015,People Group,,
INSERTED DETAIL,200472,Aspire People Ltd,50888314,R1101,Agency Staff Pay,559.00,17/09/2015,Schools,,
INSERTED DETAIL,227903,Asset Utilities Ltd.,50880895,R4443,Professional Fees Admin,5000.00,24/09/2015,Resources,,
INSERTED DETAIL,208515,Ati Projects Ltd,50884350,R5702,Payments to External Contractors,8064.93,28/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50878582,R1101,Agency Staff Pay,9723.10,03/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50878581,R1101,Agency Staff Pay,7354.44,03/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50878158,R1101,Agency Staff Pay,70020.26,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50875920,R1101,Agency Staff Pay,8765.05,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50875919,R1101,Agency Staff Pay,10227.89,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50874607,R1101,Agency Staff Pay,6158.80,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50878610,R1101,Agency Staff Pay,15286.32,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50878158,R3403,Casual User Mileage,1314.20,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50875921,R1101,Agency Staff Pay,12676.40,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50877431,R1101,Agency Staff Pay,6056.86,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50877405,R1101,Agency Staff Pay,12019.84,09/09/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50883352,R4409,Consultancy,4950.00,17/09/2015,Resources,,
