Supplier Name,Supplier ID,Payment Date,Amount,Spend Area, Account Code,Account Description,Internal Reference Number
ALLIED HEALTHCARE GROUP LTD,C22436,22/03/2012,534.73,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274686,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/03/2012,855.36,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275325,1"
ALLIED HEALTHCARE GROUP LTD,C22436,26/03/2012,"2,106.16",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275414,1"
ALLIED HEALTHCARE GROUP LTD,C22436,29/03/2012,609.12,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276557,2"
ALLIED HEALTHCARE GROUP LTD,C22436,29/03/2012,642.10,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270757,1"
ALLIED HEALTHCARE GROUP LTD,C22436,29/03/2012,699.84,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275872,1"
ALLIED HEALTHCARE GROUP LTD,C22436,29/03/2012,768.17,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275622,1"
ALLIED HEALTHCARE GROUP LTD,C22436,29/03/2012,"1,581.12",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276516,1"
ALLIED HEALTHCARE GROUP LTD,C22436,29/03/2012,"1,910.18",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276116,1"
APPLEWOOD SUPPORT LTD,U09930,15/03/2012,681.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273766,1"
APPLEWOOD SUPPORT LTD,U09930,19/03/2012,944.84,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274009,1"
AUTISM CARE UK,CI1716,19/03/2012,"2,167.75",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274121,1"
AUTISM CARE UK,CI1716,26/03/2012,"1,734.20",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275358,1"
AVON SUPPORT LTD,U09597,05/03/2012,748.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1271519,1"
AVON SUPPORT LTD,U09597,05/03/2012,784.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1271522,1"
AVON SUPPORT LTD,U09597,05/03/2012,"1,005.60",PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1271523,1"
AVON SUPPORT LTD,U09597,19/03/2012,660.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1272819,1"
AVON SUPPORT LTD,U09597,19/03/2012,660.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1272820,2"
AVON SUPPORT LTD,U09597,19/03/2012,748.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1274004,1"
AVON SUPPORT LTD,U09597,19/03/2012,784.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1273998,1"
AVON SUPPORT LTD,U09597,19/03/2012,"1,249.40",PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1274002,1"
BARNFIELD CARE AGENCY,C22701,19/03/2012,"1,082.72",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272932,1"
BELLA HOME CARE LTD,U02439,12/03/2012,779.52,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272995,1"
BELLA HOME CARE LTD,U02439,12/03/2012,818.00,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272988,1"
BELLA HOME CARE LTD,U02439,22/03/2012,960.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274651,1"
BELLA HOME CARE LTD,U02439,29/03/2012,779.52,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275449,1"
BELLA HOME CARE LTD,U02439,29/03/2012,793.44,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275451,1"
BELLA HOME CARE LTD,U02439,12/03/2012,520.20,PEOPLE GROUP,H20A,NIGHT SUPPORT EXTERNAL,"SS1272791,1"
BENTLEY HOUSE NURSING HOME LTD,C22722,08/03/2012,715.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1272384,1"
BLUEBIRD CARE NUNEATON & NORTH WARWICKSHIRE,U09825,19/03/2012,544.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274148,1"
BLUEBIRD CARE NUNEATON & NORTH WARWICKSHIRE,U09825,19/03/2012,544.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274149,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,01/03/2012,507.20,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1271077,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,01/03/2012,515.98,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1271071,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,01/03/2012,631.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1271073,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,01/03/2012,991.56,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1271076,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,12/03/2012,515.13,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272918,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,12/03/2012,620.84,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272916,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,12/03/2012,861.32,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272914,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,29/03/2012,607.94,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275584,1"
BLUEBIRD CARE RUGBY & SOUTH LEICESTERSHIRE,CJ5115,29/03/2012,620.84,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275587,1"
BRIARS BARN,CM880Z,29/03/2012,520.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275615,1"
BRIARS BARN,CM880Z,29/03/2012,544.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275620,1"
BRIARS BARN,CM880Z,29/03/2012,612.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275625,1"
BRIARS BARN,CM880Z,29/03/2012,624.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275618,1"
BRIARS BARN,CM880Z,29/03/2012,720.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275621,1"
BRIARS BARN,CM880Z,29/03/2012,"1,008.00",PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275626,1"
BRIARS BARN,CM880Z,29/03/2012,"1,088.00",PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275617,1"
BRIARS BARN,CM880Z,29/03/2012,"1,360.00",PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1275616,1"
BROMFORD HOUSING ASSOCIATION LTD,C22836,22/03/2012,"1,109.80",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274220,1"
BROMFORD HOUSING ASSOCIATION LTD,C22836,26/03/2012,887.84,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275353,1"
CARE UK HOMECARE LTD,C29990,12/03/2012,"1,078.95",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272843,1"
CARE UK HOMECARE LTD,C29990,29/03/2012,"1,143.74",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275564,1"
CAREWATCH (SOUTH MIDLANDS),C22967,12/03/2012,516.78,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272946,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,510.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273572,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273638,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273577,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273776,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,631.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273558,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,752.64,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273547,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,752.64,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273613,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,779.52,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273644,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,806.40,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273574,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,846.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273566,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,846.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273767,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,994.56,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273774,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,"1,018.08",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273798,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,"1,034.88",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273545,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,"1,182.72",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273605,1"
CAREWATCH (SOUTH MIDLANDS),C22967,15/03/2012,"1,505.28",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273800,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,530.88,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273900,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273915,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274019,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274022,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,577.92,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274012,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,591.36,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274018,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,719.04,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274023,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,752.64,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273920,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,832.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273953,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,846.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273963,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,846.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274015,1"
CAREWATCH (SOUTH MIDLANDS),C22967,19/03/2012,"1,128.96",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274014,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276078,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276054,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,564.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276083,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,591.36,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276071,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,658.56,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276080,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,658.56,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276084,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,712.32,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276082,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,732.48,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276076,2"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,846.72,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276034,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,890.40,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276016,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,"1,021.44",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276030,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,"1,209.60",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276079,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,"1,317.12",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276021,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,"1,344.00",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276074,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,"1,505.28",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276025,1"
CAREWATCH (SOUTH MIDLANDS),C22967,29/03/2012,"1,505.28",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1276061,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,501.12,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270715,3"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,549.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270922,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,561.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270899,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,564.32,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270534,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,567.36,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270759,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,567.36,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270540,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,01/03/2012,652.04,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270131,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,12/03/2012,513.80,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272847,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,12/03/2012,587.20,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272846,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,12/03/2012,"1,629.78",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1272845,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,15/03/2012,"1,621.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273484,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,22/03/2012,559.76,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274574,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,29/03/2012,513.80,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275708,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,29/03/2012,587.20,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275905,1"
CAREWATCH (SOUTH WARWICKSHIRE),CH957Z,29/03/2012,"1,644.16",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1275906,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,01/03/2012,714.44,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270972,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,01/03/2012,717.04,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1270769,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,566.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273724,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,754.88,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273720,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,509.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273706,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,509.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273717,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,509.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273722,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,509.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273715,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,509.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273731,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,509.76",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273791,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,617.60",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273702,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"1,887.20",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273713,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,15/03/2012,"2,838.08",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1273752,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,521.28,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274566,2"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,553.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274571,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,608.16,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274507,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,622.64,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274527,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,652.97,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274812,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,671.05,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274809,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,751.92,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274547,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,751.92,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274833,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,754.88,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274540,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,754.88,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274802,1"
CASA CARE LTD T/A CAREWATCH (SOUTH WARWICKSHI,U09830,22/03/2012,754.88,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1274834,1"
