Supplier ID,Supplier Name,Transaction Number,Account,Description,Amount,Pay date,Group
100244,Albany House,50149086,R5806,Residential Care (Adults),1300.84,16/07/2012,People Group
100244,Albany House,50149086,R5806,Residential Care (Adults),1466.24,16/07/2012,People Group
100244,Albany House,50149086,R5806,Residential Care (Adults),1777.64,16/07/2012,People Group
100245,Albemarle Rest Home,50149087,R5806,Residential Care (Adults),2180.00,16/07/2012,People Group
100245,Albemarle Rest Home,50149087,R5806,Residential Care (Adults),2320.00,16/07/2012,People Group
100245,Albemarle Rest Home,50149087,R5806,Residential Care (Adults),2340.00,16/07/2012,People Group
100245,Albemarle Rest Home,50149087,R5806,Residential Care (Adults),2400.00,16/07/2012,People Group
200246,Alexander Dennis Ltd T/A Dennis Alexander Par,50156378,R4030,Materials,2338.01,27/07/2012,Communities
200248,Alexandra Workwear Ltd,50137016,R4205,Uniforms,1600.00,03/07/2012,Fire and Rescue
216122,Alison Soutter,50135265,R4409,Consultancy,630.00,12/07/2012,People Group
212639,All About Holes LTD,50136417,R4440,Admin Contracts,2640.00,05/07/2012,Communities
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1366.76,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1431.44,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1983.16,16/07/2012,People Group
100004,Allambie Court Nursing Home,50149089,R5806,Residential Care (Adults),1983.16,16/07/2012,People Group
207709,Allen Ford,50142524,R4030,Materials,687.37,10/07/2012,Communities
200278,Allied Healthcare Group Ltd,50140552,R5805,Homecare - External Domiciliary (Adults),562.81,05/07/2012,People Group
200278,Allied Healthcare Group Ltd,50140576,R5805,Homecare - External Domiciliary (Adults),566.47,05/07/2012,People Group
200278,Allied Healthcare Group Ltd,50140567,R5805,Homecare - External Domiciliary (Adults),567.92,05/07/2012,People Group
200278,Allied Healthcare Group Ltd,50140584,R5805,Homecare - External Domiciliary (Adults),594.48,05/07/2012,People Group
200278,Allied Healthcare Group Ltd,50140559,R5805,Homecare - External Domiciliary (Adults),660.96,05/07/2012,People Group
200278,Allied Healthcare Group Ltd,50140556,R5805,Homecare - External Domiciliary (Adults),822.96,05/07/2012,People Group
200278,Allied Healthcare Group Ltd,50123536,R5805,Homecare - External Domiciliary (Adults),505.44,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50123685,R5805,Homecare - External Domiciliary (Adults),544.32,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50128343,R5805,Homecare - External Domiciliary (Adults),557.28,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50123670,R5805,Homecare - External Domiciliary (Adults),725.76,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50128345,R5805,Homecare - External Domiciliary (Adults),735.48,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50123566,R5805,Homecare - External Domiciliary (Adults),751.68,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50123568,R5805,Homecare - External Domiciliary (Adults),1150.20,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50130637,R5805,Homecare - External Domiciliary (Adults),1218.24,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50140595,R5805,Homecare - External Domiciliary (Adults),1321.92,06/07/2012,People Group
200278,Allied Healthcare Group Ltd,50150563,R5805,Homecare - External Domiciliary (Adults),829.44,17/07/2012,People Group
200278,Allied Healthcare Group Ltd,50145257,R5805,Homecare - External Domiciliary (Adults),505.44,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50146976,R5805,Homecare - External Domiciliary (Adults),541.08,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50150559,R5805,Homecare - External Domiciliary (Adults),541.08,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50145756,R5805,Homecare - External Domiciliary (Adults),544.32,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50148454,R5805,Homecare - External Domiciliary (Adults),544.32,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149054,R5805,Homecare - External Domiciliary (Adults),544.32,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50145304,R5805,Homecare - External Domiciliary (Adults),557.28,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50148516,R5805,Homecare - External Domiciliary (Adults),612.36,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149034,R5805,Homecare - External Domiciliary (Adults),615.96,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50150340,R5805,Homecare - External Domiciliary (Adults),635.04,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149032,R5805,Homecare - External Domiciliary (Adults),641.52,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149026,R5805,Homecare - External Domiciliary (Adults),725.76,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50150343,R5805,Homecare - External Domiciliary (Adults),729.00,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50145768,R5805,Homecare - External Domiciliary (Adults),751.68,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149033,R5805,Homecare - External Domiciliary (Adults),761.40,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149031,R5805,Homecare - External Domiciliary (Adults),785.88,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50145330,R5805,Homecare - External Domiciliary (Adults),848.88,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149030,R5805,Homecare - External Domiciliary (Adults),849.60,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149062,R5805,Homecare - External Domiciliary (Adults),891.00,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149672,R5805,Homecare - External Domiciliary (Adults),946.08,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50148445,R5805,Homecare - External Domiciliary (Adults),1218.24,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50149655,R5805,Homecare - External Domiciliary (Adults),1318.68,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50146967,R5805,Homecare - External Domiciliary (Adults),1380.60,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50146972,R5805,Homecare - External Domiciliary (Adults),1445.04,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50146977,R5805,Homecare - External Domiciliary (Adults),1607.04,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50146968,R5805,Homecare - External Domiciliary (Adults),1678.32,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50145293,R5805,Homecare - External Domiciliary (Adults),1736.64,20/07/2012,People Group
200278,Allied Healthcare Group Ltd,50158808,R5805,Homecare - External Domiciliary (Adults),583.20,30/07/2012,People Group
200278,Allied Healthcare Group Ltd,50159496,R5805,Homecare - External Domiciliary (Adults),887.76,30/07/2012,People Group
200278,Allied Healthcare Group Ltd,50158811,R5805,Homecare - External Domiciliary (Adults),1341.36,30/07/2012,People Group
200278,Allied Healthcare Group Ltd,50158889,R5805,Homecare - External Domiciliary (Adults),1347.84,30/07/2012,People Group
200280,Allied Healthcare Ltd,50142294,R5805,Homecare - External Domiciliary (Adults),524.16,20/07/2012,People Group
200280,Allied Healthcare Ltd,50142293,R5805,Homecare - External Domiciliary (Adults),530.40,20/07/2012,People Group
200280,Allied Healthcare Ltd,50142301,R5805,Homecare - External Domiciliary (Adults),537.68,20/07/2012,People Group
200280,Allied Healthcare Ltd,50142299,R5805,Homecare - External Domiciliary (Adults),564.72,20/07/2012,People Group
200280,Allied Healthcare Ltd,50141838,R5805,Homecare - External Domiciliary (Adults),572.00,20/07/2012,People Group
200280,Allied Healthcare Ltd,50142139,R5805,Homecare - External Domiciliary (Adults),1035.84,20/07/2012,People Group
207773,Allstar Business Solutions Ltd,50141974,R3005,Fuel,47041.17,10/07/2012,Communities
214861,Alltech Service Engineers LTD,50131482,R4063,Print Machine Maintenance,1280.00,11/07/2012,Resources
200283,Alma Lodge Hotel,50150360,R6104,Social Care - Section 17 Payments,660.00,17/07/2012,People Group
200285,Alpha Electrical Midlands Ltd,50103798,R2024,Electrical (LE),-14000.00,30/07/2012,Resources
200285,Alpha Electrical Midlands Ltd,50131515,R2024,Electrical (LE),14000.00,30/07/2012,Resources
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),-6766.71,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),-6165.23,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),-679.78,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),625.00,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),723.34,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),1052.60,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100246,Alpha Health Care Limited,50149128,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100246,Alpha Health Care Limited,50149128,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100246,Alpha Health Care Limited,50149128,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),1557.96,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),1757.96,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),1841.72,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),2025.20,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),2058.56,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),2080.64,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),2105.20,16/07/2012,People Group
100246,Alpha Health Care Limited,50149128,R5806,Residential Care (Adults),2152.64,16/07/2012,People Group
100022,Alpha Health Care Limited,50149404,R5806,Residential Care (Adults),2380.00,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),3007.43,16/07/2012,People Group
100308,Alpha Health Care Limited,50149274,R5806,Residential Care (Adults),4736.70,16/07/2012,People Group
100247,Alston House,50149091,R5806,Residential Care (Adults),1628.00,16/07/2012,People Group
216169,ALTech Solutions Ltd T/A Skarlet,50137004,R4309,Postage & Carriage,600.00,13/07/2012,Fire and Rescue
200290,Alun Griffiths Contractors Ltd,50139360,C1030,"New Construction, Conversion & Renovation",13192.06,09/07/2012,Capital
200290,Alun Griffiths Contractors Ltd,50139364,C1030,"New Construction, Conversion & Renovation",85141.26,09/07/2012,Capital
200290,Alun Griffiths Contractors Ltd,50145113,C1030,"New Construction, Conversion & Renovation",164945.79,12/07/2012,Capital
100136,Alveston Leys Nursing Home,50149092,R5806,Residential Care (Adults),3200.00,16/07/2012,People Group
200305,Amillan Ltd,50142018,R4514,Telephone Rental,2250.00,09/07/2012,Communities
208316,Andersons Fire & Resuce Equipment Ltd,50138938,R4019,Fire Equipment Purchase,4095.50,20/07/2012,Fire and Rescue
100421,Andrew Cohen House,50149094,R5806,Residential Care (Adults),1709.32,16/07/2012,People Group
200348,Angelena Boden/Transforming Training,50137270,R4443,Professional Fees Admin,600.00,02/07/2012,Resources
200348,Angelena Boden/Transforming Training,50159095,R4443,Professional Fees Admin,2460.00,31/07/2012,Resources
216318,Angels Solicitors LLP,50149940,R4443,Professional Fees Admin,2000.00,18/07/2012,Resources
200351,Angloco Ltd,50151157,R4018,Equipment Repair & Maintenance,3850.00,20/07/2012,Fire and Rescue
100103,Anita Janes Lodge,50149096,R5806,Residential Care (Adults),1207.96,16/07/2012,People Group
216335,Apex Computers,50145371,R4503,Hardware,840.00,16/07/2012,Resources
210713,Apple Grove Day Nursery,50141738,R5702,Payments to External Contractors,1702.35,06/07/2012,People Group
210713,Apple Grove Day Nursery,50160550,R5705,Street Lighting Connections Contract,1843.75,31/07/2012,People Group
215154,Applewood Support Ltd,50137586,R5805,Homecare - External Domiciliary (Adults),998.66,02/07/2012,People Group
215154,Applewood Support Ltd,50138232,R5805,Homecare - External Domiciliary (Adults),908.96,03/07/2012,People Group
215154,Applewood Support Ltd,50137711,R5805,Homecare - External Domiciliary (Adults),1010.62,03/07/2012,People Group
215154,Applewood Support Ltd,50137735,R5805,Homecare - External Domiciliary (Adults),1201.98,03/07/2012,People Group
215154,Applewood Support Ltd,50138240,R5805,Homecare - External Domiciliary (Adults),3843.96,04/07/2012,People Group
215154,Applewood Support Ltd,50156039,R5805,Homecare - External Domiciliary (Adults),598.00,25/07/2012,People Group
215154,Applewood Support Ltd,50156047,R5805,Homecare - External Domiciliary (Adults),669.76,25/07/2012,People Group
215154,Applewood Support Ltd,50158320,R5805,Homecare - External Domiciliary (Adults),639.86,27/07/2012,People Group
215154,Applewood Support Ltd,50158273,R5805,Homecare - External Domiciliary (Adults),663.78,27/07/2012,People Group
215154,Applewood Support Ltd,50158263,R5805,Homecare - External Domiciliary (Adults),729.56,27/07/2012,People Group
215154,Applewood Support Ltd,50158299,R5805,Homecare - External Domiciliary (Adults),1345.50,31/07/2012,People Group
215154,Applewood Support Ltd,50158297,R5805,Homecare - External Domiciliary (Adults),1357.46,31/07/2012,People Group
200397,Apse,50156996,R4702,Subscriptions To Organisations,3998.00,26/07/2012,Resources
200416,Arco Ltd,50138920,R4205,Uniforms,728.57,04/07/2012,Fire and Rescue
200419,Arden Construction Ltd,50137529,C1030,"New Construction, Conversion & Renovation",-8119.65,03/07/2012,Capital
200419,Arden Construction Ltd,50137596,C1030,"New Construction, Conversion & Renovation",7075.17,03/07/2012,Capital
200419,Arden Construction Ltd,50137530,C1030,"New Construction, Conversion & Renovation",8119.65,03/07/2012,Capital
200419,Arden Construction Ltd,50137597,C1030,"New Construction, Conversion & Renovation",15500.00,03/07/2012,Capital
200419,Arden Construction Ltd,50139367,R2022,Building (LB),16403.16,05/07/2012,Resources
200419,Arden Construction Ltd,50139363,R2022,Building (LB),20611.19,05/07/2012,Resources
200419,Arden Construction Ltd,50142914,R2022,Building (LB),18861.59,10/07/2012,Resources
200419,Arden Construction Ltd,50145028,R2022,Building (LB),1434.33,11/07/2012,Resources
200419,Arden Construction Ltd,50144987,R2022,Building (LB),1752.94,11/07/2012,Resources
200419,Arden Construction Ltd,50144984,R2022,Building (LB),2898.61,11/07/2012,Resources
200419,Arden Construction Ltd,50126852,C1030,"New Construction, Conversion & Renovation",2421.84,12/07/2012,Capital
200419,Arden Construction Ltd,50146396,R2022,Building (LB),1063.97,13/07/2012,Resources
200419,Arden Construction Ltd,50146400,R2022,Building (LB),1989.40,13/07/2012,Resources
200419,Arden Construction Ltd,50146399,C1030,"New Construction, Conversion & Renovation",4376.51,13/07/2012,Capital
200419,Arden Construction Ltd,50148814,R2022,Building (LB),588.42,16/07/2012,Resources
200419,Arden Construction Ltd,50135400,C1030,"New Construction, Conversion & Renovation",2292.00,16/07/2012,Capital
200419,Arden Construction Ltd,50139668,C1030,"New Construction, Conversion & Renovation",28663.40,16/07/2012,Capital
200419,Arden Construction Ltd,50143211,R2022,Building (LB),755.90,19/07/2012,Resources
200419,Arden Construction Ltd,50151381,R2001,Buildings Maintenance,3095.00,19/07/2012,Communities
200419,Arden Construction Ltd,50143648,R2022,Building (LB),696.61,20/07/2012,Resources
200419,Arden Construction Ltd,50145215,R2022,Building (LB),1461.48,20/07/2012,Resources
200419,Arden Construction Ltd,50144986,R2022,Building (LB),2249.02,20/07/2012,Resources
200419,Arden Construction Ltd,50146369,R2022,Building (LB),2772.45,20/07/2012,Resources
200419,Arden Construction Ltd,50152472,C1030,"New Construction, Conversion & Renovation",7143.37,20/07/2012,Capital
200419,Arden Construction Ltd,50152503,C1030,"New Construction, Conversion & Renovation",19738.00,20/07/2012,Capital
200419,Arden Construction Ltd,50153923,R2022,Building (LB),1744.62,23/07/2012,Resources
200419,Arden Construction Ltd,50153926,R2022,Building (LB),3712.00,23/07/2012,Resources
200419,Arden Construction Ltd,50153924,C1030,"New Construction, Conversion & Renovation",13724.00,23/07/2012,Capital
200419,Arden Construction Ltd,50143191,R2022,Building (LB),774.39,25/07/2012,Resources
200419,Arden Construction Ltd,50155584,R2022,Building (LB),11056.13,25/07/2012,Resources
200419,Arden Construction Ltd,50155585,C1030,"New Construction, Conversion & Renovation",43795.00,26/07/2012,Capital
200419,Arden Construction Ltd,50152506,C1030,"New Construction, Conversion & Renovation",20695.00,27/07/2012,Capital
200419,Arden Construction Ltd,50152505,C1030,"New Construction, Conversion & Renovation",28158.51,27/07/2012,Capital
200419,Arden Construction Ltd,50159284,C1030,"New Construction, Conversion & Renovation",11030.17,31/07/2012,Capital
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),1960.00,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),2080.00,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),2142.00,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),2288.00,16/07/2012,People Group
100005,Arden House,50149097,R5806,Residential Care (Adults),2400.00,16/07/2012,People Group
200434,Arley & St Michaels Community Centre,50155815,R2204,Room Hire - External,1323.20,26/07/2012,People Group
200439,Arqiva Ltd,50158313,R4505,ICT Supplies / Consumables,1882.81,30/07/2012,Fire and Rescue
200439,Arqiva Ltd,50158480,R4505,ICT Supplies / Consumables,269112.84,30/07/2012,Fire and Rescue
200439,Arqiva Ltd,50160437,R4501,Communications Costs,21820.00,31/07/2012,Resources
200441,Arriva Midlands North Ltd,50148943,R5204,Concessionary Fares,12604.73,23/07/2012,Communities
200459,Asdan,50143705,R1601,Training - External,751.32,10/07/2012,People Group
208346,Ashe Construction Ltd,50139434,C1030,"New Construction, Conversion & Renovation",65630.00,10/07/2012,Capital
208346,Ashe Construction Ltd,50147314,C1030,"New Construction, Conversion & Renovation",38519.43,13/07/2012,Capital
208346,Ashe Construction Ltd,50158724,C1030,"New Construction, Conversion & Renovation",75729.00,30/07/2012,Capital
100453,Ashleigh Manor Residential Care Home,50149101,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100374,Ashley Court Care Home,50149102,R5806,Residential Care (Adults),1680.64,19/07/2012,People Group
200468,Askews Library Services Ltd,50132589,R4058,Books,2832.68,04/07/2012,Resources
200468,Askews Library Services Ltd,50145390,R4058,Books,6546.36,16/07/2012,Resources
200468,Askews Library Services Ltd,50151440,R4058,Books,1955.86,25/07/2012,Resources
200468,Askews Library Services Ltd,50155222,R4058,Books,5723.15,26/07/2012,Resources
215308,ASL Marine Training,50144346,R4435,Swimming Instruction,560.00,10/07/2012,People Group
200476,Assist Trauma Care,50140616,R5849,Counselling Services (Children),520.00,05/07/2012,People Group
200489,Astech Consultants Ltd,50149748,R4608,Memberïs Expenses,2000.00,17/07/2012,Resources
200489,Astech Consultants Ltd,50149759,R4608,Memberïs Expenses,4000.00,17/07/2012,Resources
200489,Astech Consultants Ltd,50149747,R4608,Memberïs Expenses,7107.54,17/07/2012,Resources
200490,Astleys,50156129,R5703,Site Payments,540.00,27/07/2012,Communities
200490,Astleys,50155570,R5703,Site Payments,1110.97,27/07/2012,Communities
200501,Atherstone Taxis,50149009,R3202,Car Hire,1276.00,16/07/2012,Communities
200505,Ats Euromaster Ltd,50133600,R3004,Repair & Maintenance Of Vehicles,8533.82,03/07/2012,Communities
200505,Ats Euromaster Ltd,50151500,R3004,Repair & Maintenance Of Vehicles,6557.28,19/07/2012,Communities
200509,Audiogo Ltd,50145414,R4058,Books,652.40,11/07/2012,Resources
200509,Audiogo Ltd,50155239,R4058,Books,662.44,26/07/2012,Resources
200510,Audit Commission,50127179,R4413,External Audit Fees,17859.00,04/07/2012,Other Services
100008,Autism West Midlands,50149290,R5806,Residential Care (Adults),3949.52,16/07/2012,People Group
100001,Autism West Midlands,50149105,R5806,Residential Care (Adults),4033.72,16/07/2012,People Group
100007,Autism West Midlands,50149104,R5806,Residential Care (Adults),8173.16,16/07/2012,People Group
212214,Auto Items Ltd,50129859,R4304,Educational Initiatives,3789.92,06/07/2012,Communities
212214,Auto Items Ltd,50150067,R4304,Educational Initiatives,3810.50,26/07/2012,Communities
200952,AUTOBAR VENDING SERVICES LTD,50159048,R4101,Beverages,564.38,30/07/2012,People Group
209873,Autoclock Systems Limited,50157008,R2701,Cleaning Equipment,530.00,26/07/2012,Resources
200526,Avenue Lodge Guest House,50138350,R4401,Accommodation Services External,646.00,05/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1650.36,16/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1650.36,16/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1650.36,16/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1650.36,16/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1650.36,16/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100431,Avery Homes Nuneaton Limited,50149082,R5806,Residential Care (Adults),1900.64,16/07/2012,People Group
