,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,
INSERTED DETAIL,227305,Abacus Fostering Ltd,50876323,R5822,Foster Care Payments - External,3452.07,21/08/2015,People Group,,
INSERTED DETAIL,223033,ABC Fostering Services Ltd,50875326,R5822,Foster Care Payments - External,3207.86,20/08/2015,People Group,,
INSERTED DETAIL,223033,ABC Fostering Services Ltd,50872268,R5822,Foster Care Payments - External,3314.79,28/08/2015,People Group,,
INSERTED DETAIL,201709,About Me Care and Support Ltd,50861865,R5818,Community Services External,6666.95,07/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874974,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50858550,R6107,SEN Statements Funding - Non-Maintained Schools,-10450.25,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874976,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874977,R6107,SEN Statements Funding - Non-Maintained Schools,11482.00,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874978,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874975,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874973,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874972,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874724,R6107,SEN Statements Funding - Non-Maintained Schools,15400.66,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874723,R6107,SEN Statements Funding - Non-Maintained Schools,13148.00,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874706,R6107,SEN Statements Funding - Non-Maintained Schools,12162.00,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874707,R6107,SEN Statements Funding - Non-Maintained Schools,12162.00,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874708,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874709,R6107,SEN Statements Funding - Non-Maintained Schools,12490.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874710,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874711,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874712,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874713,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874714,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874721,R6107,SEN Statements Funding - Non-Maintained Schools,13148.00,25/08/2015,People Group,,
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50874722,R6107,SEN Statements Funding - Non-Maintained Schools,12188.00,25/08/2015,People Group,,
INSERTED DETAIL,229042,Acorn Children’s Home Ltd,50872277,R5848,Residential Care (Children),11757.84,28/08/2015,People Group,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50875943,R5706,Payments to Third Parties - Recoverable Operating Expenditure,585.35,20/08/2015,Communities,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50875944,R5706,Payments to Third Parties - Recoverable Operating Expenditure,1390.53,21/08/2015,Communities,,
INSERTED DETAIL,215891,Action For Children (****6746),50865768,R5848,Residential Care (Children),50625.00,07/08/2015,People Group,,
INSERTED DETAIL,208646,Active Learning & Development Ltd,50851874,R1601,Training - External,8638.20,05/08/2015,Fire and Rescue,,
INSERTED DETAIL,220313,Adana Management Group Ltd,50869910,R1101,Agency Staff Pay,786.60,28/08/2015,Resources,,
INSERTED DETAIL,200169,Addaction - Henley House,50872361,R1101,Agency Staff Pay,3608.00,18/08/2015,Communities,,
INSERTED DETAIL,200169,Addaction - Henley House,50828288,R5829,Wraparound Services,2682.97,18/08/2015,Communities,,
INSERTED DETAIL,200169,Addaction - Henley House,50875318,R5702,Payments to External Contractors,27075.44,19/08/2015,Communities,,
INSERTED DETAIL,200169,Addaction - Henley House,50876289,R5702,Payments to External Contractors,281709.79,25/08/2015,Communities,,
INSERTED DETAIL,200169,Addaction - Henley House,50876495,R1101,Agency Staff Pay,3608.00,25/08/2015,Communities,,
INSERTED DETAIL,225565,Adiemus Care Ltd (Cameron House),50870412,R5806,Residential Care (Adults),1812.44,10/08/2015,People Group,,
INSERTED DETAIL,223797,Advance Trust T/A Vale of Evesham School,50875900,R6107,SEN Statements Funding - Non-Maintained Schools,9054.00,28/08/2015,People Group,,
INSERTED DETAIL,223797,Advance Trust T/A Vale of Evesham School,50875885,R6107,SEN Statements Funding - Non-Maintained Schools,2369.00,28/08/2015,People Group,,
INSERTED DETAIL,200188,Advanced Health & Care Ltd,50868508,R4512,Software,10090.06,28/08/2015,People Group,,
INSERTED DETAIL,100301,ADVENT ESTATES LIMITED T/A Kilsby House,50870517,R5806,Residential Care (Adults),5657.28,10/08/2015,People Group,,
INSERTED DETAIL,228185,Adventure Care Ltd,50863102,R5848,Residential Care (Children),10533.57,05/08/2015,People Group,,
INSERTED DETAIL,209397,AECOM Ltd,50871905,R5702,Payments to External Contractors,3450.00,17/08/2015,Communities,,
INSERTED DETAIL,200201,Age UK - Warks,50867222,R5807,SLA Social Care Provision,4615.00,07/08/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50872487,R5807,SLA Social Care Provision,4615.00,17/08/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50872489,R5807,SLA Social Care Provision,1846.00,17/08/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50872488,R5807,SLA Social Care Provision,4615.00,17/08/2015,People Group,,
INSERTED DETAIL,200201,Age UK - Warks,50878576,R5208,Recycling Credits - Contract Payments,2917.74,26/08/2015,Communities,,
INSERTED DETAIL,200201,Age UK - Warks,50878576,R5208,Recycling Credits - Contract Payments,6730.95,26/08/2015,Communities,,
INSERTED DETAIL,208271,Airwave Solutions Ltd,50869999,R3003,Radio Installations,3940.58,19/08/2015,Fire and Rescue,,
INSERTED DETAIL,209163,Ajs Training,50868456,R4451,Driving Instruction Courses,550.00,06/08/2015,Communities,,
INSERTED DETAIL,209163,Ajs Training,50868728,R4451,Driving Instruction Courses,550.00,07/08/2015,Communities,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50870368,R5806,Residential Care (Adults),5418.32,10/08/2015,People Group,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50870368,R5806,Residential Care (Adults),2489.52,10/08/2015,People Group,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50870368,R5806,Residential Care (Adults),2700.00,10/08/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50870671,R5806,Residential Care (Adults),1813.68,10/08/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50870671,R5806,Residential Care (Adults),4573.68,10/08/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50870671,R5806,Residential Care (Adults),1813.68,10/08/2015,People Group,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50870671,R5806,Residential Care (Adults),2213.68,10/08/2015,People Group,,
INSERTED DETAIL,208344,Alcatel - Lucent UK,50876476,R4512,Software,8332.00,24/08/2015,Resources,,
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,50872973,R6107,SEN Statements Funding - Non-Maintained Schools,1425.00,17/08/2015,People Group,,
INSERTED DETAIL,221172,Alcester Health Centre,50878469,R5702,Payments to External Contractors,666.80,28/08/2015,Communities,,
INSERTED DETAIL,221172,Alcester Health Centre,50878470,R5702,Payments to External Contractors,612.01,28/08/2015,Communities,,
INSERTED DETAIL,220516,Alere Ltd (****7108),50866383,R5702,Payments to External Contractors,50000.00,21/08/2015,Communities,,
INSERTED DETAIL,223728,Alere Toxicology Plc (****0298),50866226,R4426,Medical Fees - Clients,1130.00,14/08/2015,People Group,,
INSERTED DETAIL,200109,All About People Counselling Services Ltd,50876363,R4409,Consultancy,2995.80,28/08/2015,Resources,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50870370,R5806,Residential Care (Adults),11373.21,10/08/2015,People Group,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50870370,R5806,Residential Care (Adults),3654.36,10/08/2015,People Group,,
INSERTED DETAIL,100435,Allambie Enterprises,50870371,R5806,Residential Care (Adults),1562.52,10/08/2015,People Group,,
INSERTED DETAIL,200276,Alliance Foster Care Ltd,50872133,R5822,Foster Care Payments - External,1285.68,14/08/2015,People Group,,
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,50866778,R3005,Fuel,35821.85,10/08/2015,Communities,,
INSERTED DETAIL,999982,Almond Care Ltd,50860984,R2012,Refund of Deposits,762.00,06/08/2015,Communities,,
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,50870676,R5806,Residential Care (Adults),1852.00,10/08/2015,People Group,,
INSERTED DETAIL,228232,Altum Residential Care Ltd,50867372,R5848,Residential Care (Children),20507.19,12/08/2015,People Group,,
INSERTED DETAIL,228232,Altum Residential Care Ltd,50867373,R5848,Residential Care (Children),19444.33,28/08/2015,People Group,,
INSERTED DETAIL,200290,Alun Griffiths Contractors Ltd,50867112,C1050,External Fees,6576.59,05/08/2015,Capital,,
INSERTED DETAIL,200290,Alun Griffiths Contractors Ltd,50687693,C1030,"New Construction, Conversion & Renovation",-4000.00,05/08/2015,Capital,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50870375,R5806,Residential Care (Adults),3670.92,10/08/2015,People Group,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50870375,R5806,Residential Care (Adults),9554.82,10/08/2015,People Group,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50870375,R5806,Residential Care (Adults),5539.88,10/08/2015,People Group,,
INSERTED DETAIL,221048,Alzheimer's Society,50858290,R5807,SLA Social Care Provision,43633.00,07/08/2015,People Group,,
INSERTED DETAIL,228683,Anchor,50870654,R5806,Residential Care (Adults),2280.00,10/08/2015,People Group,,
INSERTED DETAIL,228970,Andy Wheeler t/a A C Wheeler,50877006,R2001,Buildings Maintenance,725.00,24/08/2015,Schools,,
INSERTED DETAIL,200389,Apetito Ltd,50866436,R5809,Adult Social Care Contracts,636.41,04/08/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50866320,R5809,Adult Social Care Contracts,16136.43,06/08/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50866321,R5809,Adult Social Care Contracts,714.00,06/08/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50866336,R5809,Adult Social Care Contracts,-867.00,06/08/2015,People Group,,
INSERTED DETAIL,200389,Apetito Ltd,50877494,R5809,Adult Social Care Contracts,1109.25,25/08/2015,People Group,,
INSERTED DETAIL,200393,Apollo Distribution Solutions,50876263,R4309,Postage & Carriage,678.40,24/08/2015,Other Services,,
INSERTED DETAIL,228916,Applegreen Childrens Care Ltd,50877775,R5848,Residential Care (Children),13285.67,26/08/2015,People Group,,
INSERTED DETAIL,228916,Applegreen Childrens Care Ltd,50877608,R5848,Residential Care (Children),13915.67,28/08/2015,People Group,,
,,APPROVED HYDRAULICS,P-Card,,,"2,307.75",13/08/2015,,,
INSERTED DETAIL,200397,Apse,50865230,R4608,Member's Expenses,4316.00,04/08/2015,Resources,,
INSERTED DETAIL,200398,Apt Controls Ltd,50841804,R5702,Payments to External Contractors,1329.59,06/08/2015,Communities,,
,,ARBORICULTURAL ASSOCIA,P-Card,,,790.00,19/08/2015,,,
INSERTED DETAIL,209592,Archaeological Surveys Ltd,50863259,R4409,Consultancy,7200.00,21/08/2015,Communities,,
INSERTED DETAIL,228116,Archways Care Ltd,50876128,R5848,Residential Care (Children),18000.00,20/08/2015,People Group,,
INSERTED DETAIL,200419,Arden Construction Ltd,50860241,R2001,Buildings Maintenance,1462.00,04/08/2015,Communities,,
INSERTED DETAIL,200419,Arden Construction Ltd,50867023,C1030,"New Construction, Conversion & Renovation",54265.85,06/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50868440,C1030,"New Construction, Conversion & Renovation",8832.12,07/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50868441,C1030,"New Construction, Conversion & Renovation",8654.30,07/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50871303,C1030,"New Construction, Conversion & Renovation",41456.10,12/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50869033,R2022,Building (LB),2213.23,12/08/2015,Resources,,
INSERTED DETAIL,200419,Arden Construction Ltd,50870035,R2022,Building (LB),20900.00,12/08/2015,Resources,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876096,C1030,"New Construction, Conversion & Renovation",28785.00,21/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876095,C1030,"New Construction, Conversion & Renovation",11400.00,21/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876094,C1030,"New Construction, Conversion & Renovation",68875.00,21/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876093,C1030,"New Construction, Conversion & Renovation",46486.10,21/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876092,R2022,Building (LB),9115.00,21/08/2015,Resources,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876090,C1030,"New Construction, Conversion & Renovation",36818.20,21/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876091,C1030,"New Construction, Conversion & Renovation",31735.52,21/08/2015,Capital,,
INSERTED DETAIL,200419,Arden Construction Ltd,50876097,R2022,Building (LB),60894.83,28/08/2015,Resources,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50866977,R4049,White Goods/Domestic Appliances,1433.11,07/08/2015,Resources,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50869046,R4049,White Goods/Domestic Appliances,3272.94,14/08/2015,Resources,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50876129,R4049,White Goods/Domestic Appliances,3098.61,28/08/2015,Resources,,
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),50869944,R5204,Concessionary Fares,11032.54,07/08/2015,Communities,,
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),50876355,R5204,Concessionary Fares,11032.54,21/08/2015,Communities,,
INSERTED DETAIL,228718,ArtBase,50860799,R4442,Professional Fees Curriculum,1580.00,07/08/2015,Schools,,
INSERTED DETAIL,228718,ArtBase,50862209,R4056,Learning Resources Curriculum,575.00,14/08/2015,Schools,,
INSERTED DETAIL,221634,ASDA Pharmacy,50874478,R5702,Payments to External Contractors,553.26,19/08/2015,Communities,,
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),50872980,R6107,SEN Statements Funding - Non-Maintained Schools,2244.00,17/08/2015,People Group,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50861344,C1030,"New Construction, Conversion & Renovation",194817.00,03/08/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50868436,C1030,"New Construction, Conversion & Renovation",89008.29,06/08/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50875805,C1030,"New Construction, Conversion & Renovation",190506.39,21/08/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50878627,C1030,"New Construction, Conversion & Renovation",308218.00,27/08/2015,Capital,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50876034,C1030,"New Construction, Conversion & Renovation",71808.05,28/08/2015,Capital,,
INSERTED DETAIL,209807,Ashlawn School Academy Trust,50872974,R6107,SEN Statements Funding - Non-Maintained Schools,5655.00,17/08/2015,People Group,,
INSERTED DETAIL,227882,Ashwood Gifts Ltd,50862208,R4044,Stock For Re-Sale Or Hire,2213.46,07/08/2015,Communities,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50868987,R4058,Books,6923.28,06/08/2015,Resources,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50874631,R4058,Books,8183.15,18/08/2015,Resources,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50877745,R4058,Books,5832.21,25/08/2015,Resources,,
INSERTED DETAIL,226763,Aspect Care Home Ltd,50870383,R5806,Residential Care (Adults),2000.84,10/08/2015,People Group,,
INSERTED DETAIL,219704,Aspect Technologies Ltd (t/a School Aspect),50856239,R4029,Licences (Incl Tv),1100.00,07/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50860962,R1101,Agency Staff Pay,1184.00,05/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50866260,R1101,Agency Staff Pay,975.00,06/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50861697,R1101,Agency Staff Pay,935.00,07/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50856670,R1101,Agency Staff Pay,567.00,07/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50861699,R1101,Agency Staff Pay,924.00,14/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50866187,R1101,Agency Staff Pay,660.00,21/08/2015,Schools,,
INSERTED DETAIL,200472,Aspire People Ltd,50870148,R1101,Agency Staff Pay,995.00,21/08/2015,Schools,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50860826,R4442,Professional Fees Curriculum,725.00,06/08/2015,Schools,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50861895,R4433,Sport Instruction,570.00,06/08/2015,Schools,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50873038,R4443,Professional Fees Admin,695.00,17/08/2015,Schools,,
INSERTED DETAIL,227903,Asset Utilities Ltd.,50876122,R4443,Professional Fees Admin,2425.00,24/08/2015,Resources,,
INSERTED DETAIL,200487,Ast Connections Ltd,50878489,R4510,Mobile Telephones / Pagers,795.00,25/08/2015,Fire and Rescue,,
INSERTED DETAIL,208290,Atherstone Surgery (Dr Maher & Partners),50878417,R5702,Payments to External Contractors,898.65,28/08/2015,Communities,,
INSERTED DETAIL,208515,Ati Projects Ltd,50865098,R5702,Payments to External Contractors,2569.10,21/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50855899,R5702,Payments to External Contractors,18491.00,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50862866,R1101,Agency Staff Pay,9779.27,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50862865,R1101,Agency Staff Pay,10127.55,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50862864,R1101,Agency Staff Pay,5350.25,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50861897,R1101,Agency Staff Pay,1266.58,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50860709,R3403,Casual User Mileage,843.41,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50860709,R1101,Agency Staff Pay,52364.87,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50860257,R1101,Agency Staff Pay,4969.81,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50851885,R4409,Consultancy,-14525.00,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50862867,R1101,Agency Staff Pay,5052.33,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50856053,R1101,Agency Staff Pay,6302.29,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50856053,R1101,Agency Staff Pay,3708.27,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50858762,R1101,Agency Staff Pay,9586.69,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50860256,R1101,Agency Staff Pay,4528.08,04/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50865470,R4443,Professional Fees Admin,3825.00,05/08/2015,Resources,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50866051,C1030,"New Construction, Conversion & Renovation",55049.00,20/08/2015,Capital,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50869050,C1050,External Fees,2774.00,21/08/2015,Capital,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50866672,C1050,External Fees,13385.00,24/08/2015,Capital,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50867354,R5702,Payments to External Contractors,7230.00,27/08/2015,Communities,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50867223,R1601,Training - External,4296.00,28/08/2015,Fire and Rescue,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50880023,R4409,Consultancy,12517.96,28/08/2015,Communities,,
INSERTED DETAIL,208492,Atkins** DUPLICATE**  USE 200502,50877300,C1030,"New Construction, Conversion & Renovation",2925.00,25/08/2015,Capital,,
INSERTED DETAIL,200505,ATS Euromaster Ltd,50872362,R3004,Repair & Maintenance Of Vehicles,5238.36,18/08/2015,Communities,,
INSERTED DETAIL,100007,Autism West Midlands,50870385,R5806,Residential Care (Adults),8162.76,10/08/2015,People Group,,
INSERTED DETAIL,100008,Autism West Midlands,50870562,R5806,Residential Care (Adults),4012.00,10/08/2015,People Group,,
INSERTED DETAIL,100001,Autism West Midlands,50870386,R5806,Residential Care (Adults),4023.32,10/08/2015,People Group,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50870364,R5806,Residential Care (Adults),4907.80,10/08/2015,People Group,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50870364,R5806,Residential Care (Adults),14129.64,10/08/2015,People Group,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50870364,R5806,Residential Care (Adults),1635.72,10/08/2015,People Group,,
INSERTED DETAIL,228807,Avery Homes RH Ltd - Avon Court,50869873,R5809,Adult Social Care Contracts,59453.57,28/08/2015,People Group,,
INSERTED DETAIL,229010,Avon Navigation Trust,50854163,R4409,Consultancy,980.00,07/08/2015,Communities,,
INSERTED DETAIL,227770,Avon Park Residential Care Home,50870387,R5806,Residential Care (Adults),2200.00,13/08/2015,People Group,,
INSERTED DETAIL,213122,Avon Support Ltd,50865695,R5805,Homecare - External Domiciliary (Adults),6143.20,03/08/2015,People Group,,
INSERTED DETAIL,213122,Avon Support Ltd,50871083,R5810,Adult Day Care,1065.90,11/08/2015,People Group,,
INSERTED DETAIL,213122,Avon Support Ltd,50871069,R5810,Adult Day Care,1549.38,11/08/2015,People Group,,
INSERTED DETAIL,213122,Avon Support Ltd,50871068,R5810,Adult Day Care,561.00,11/08/2015,People Group,,
INSERTED DETAIL,213122,Avon Support Ltd,50871060,R5810,Adult Day Care,841.50,11/08/2015,People Group,,
INSERTED DETAIL,213122,Avon Support Ltd,50871063,R5810,Adult Day Care,2399.04,11/08/2015,People Group,,
