,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
INSERTED DETAIL,223099,Abacus Training Centre Ltd,51053101,R4019,Fire Equipment Purchase,1334.00,05/08/2016,Fire and Rescue
INSERTED DETAIL,223099,Abacus Training Centre Ltd,51053105,R4019,Fire Equipment Purchase,1700.00,05/08/2016,Fire and Rescue
INSERTED DETAIL,223099,Abacus Training Centre Ltd,51058512,R4056,Learning Resources Curriculum,1327.50,19/08/2016,Fire and Rescue
INSERTED DETAIL,231359,Abbey Offices Park Ltd,51058708,R5702,Payments to External Contractors,1195.00,12/08/2016,Communities
INSERTED DETAIL,231359,Abbey Offices Park Ltd,51058721,R5702,Payments to External Contractors,2000.00,12/08/2016,Communities
INSERTED DETAIL,230978,Abbotswood Lodge Ltd,51066721,R5806,Residential Care (Adults),1772.52,08/08/2016,People Group
INSERTED DETAIL,223033,ABC Fostering Services Ltd,51062944,R5822,Foster Care Payments - External,3207.86,02/08/2016,People Group
INSERTED DETAIL,223033,ABC Fostering Services Ltd,51060217,R5822,Foster Care Payments - External,3207.86,11/08/2016,People Group
INSERTED DETAIL,223033,ABC Fostering Services Ltd,51055856,R5822,Foster Care Payments - External,3207.86,17/08/2016,People Group
INSERTED DETAIL,209852,ABC Teachers Ltd,51050780,R1101,Agency Staff Pay,1365.00,03/08/2016,Schools
INSERTED DETAIL,209852,ABC Teachers Ltd,51050792,R1101,Agency Staff Pay,1170.00,03/08/2016,Schools
INSERTED DETAIL,209852,ABC Teachers Ltd,51056405,R1101,Agency Staff Pay,2023.34,11/08/2016,Schools
INSERTED DETAIL,209852,ABC Teachers Ltd,51056504,R1101,Agency Staff Pay,1243.34,17/08/2016,Schools
INSERTED DETAIL,209852,ABC Teachers Ltd,51067464,R1101,Agency Staff Pay,1181.00,25/08/2016,Schools
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51037028,R6107,SEN Statements Funding - Non-Maintained Schools,3333.33,04/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50992724,R6107,SEN Statements Funding - Non-Maintained Schools,-5217.46,04/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,50992723,R6107,SEN Statements Funding - Non-Maintained Schools,-1703.46,04/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066534,R6107,SEN Statements Funding - Non-Maintained Schools,12188.00,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066551,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066549,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066519,R6107,SEN Statements Funding - Non-Maintained Schools,12162.00,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066521,R6107,SEN Statements Funding - Non-Maintained Schools,15400.66,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066522,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066527,R6107,SEN Statements Funding - Non-Maintained Schools,12490.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066528,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066531,R6107,SEN Statements Funding - Non-Maintained Schools,11482.00,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066533,R6107,SEN Statements Funding - Non-Maintained Schools,12162.00,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066537,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066542,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066543,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066544,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066545,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066546,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51066548,R6107,SEN Statements Funding - Non-Maintained Schools,11826.34,12/08/2016,Communities
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51062762,R5822,Foster Care Payments - External,3324.75,03/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51062787,R5822,Foster Care Payments - External,3365.72,03/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51064294,R6104,Social Care - Section 17 Payments,3328.00,03/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51061730,R5822,Foster Care Payments - External,1540.00,05/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51052881,R5822,Foster Care Payments - External,3217.50,05/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51060211,R5822,Foster Care Payments - External,2284.29,11/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51060212,R5822,Foster Care Payments - External,2944.29,11/08/2016,People Group
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51069650,R5822,Foster Care Payments - External,3410.00,24/08/2016,People Group
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,51054535,R5706,Payments to Third Parties - Recoverable Operating Expenditure,788.44,12/08/2016,Communities
INSERTED DETAIL,215891,Action For Children (****6746),51062816,R5848,Residential Care (Children),50625.00,08/08/2016,People Group
INSERTED DETAIL,215891,Action For Children (****6746),51069189,R5203,Inter Authority Payments,1833.00,11/08/2016,People Group
INSERTED DETAIL,220313,Adana Management Group Ltd,51063150,R1101,Agency Staff Pay,2323.57,31/08/2016,Resources
INSERTED DETAIL,200166,ADASS,51066312,R4601,Conferences,2700.00,17/08/2016,Other Services
INSERTED DETAIL,200166,ADASS,51052971,R4702,Subscriptions To Organisations,1848.00,26/08/2016,Other Services
INSERTED DETAIL,200169,Addaction - Henley House,51069118,R4612,Projects,41726.10,15/08/2016,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51073902,R5702,Payments to External Contractors,284436.60,22/08/2016,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51073894,R5702,Payments to External Contractors,21691.66,26/08/2016,Communities
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),51066727,R5806,Residential Care (Adults),5077.90,08/08/2016,People Group
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),51066727,R5806,Residential Care (Adults),2840.00,08/08/2016,People Group
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),51066727,R5806,Residential Care (Adults),6136.88,08/08/2016,People Group
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),51066727,R5806,Residential Care (Adults),2127.16,08/08/2016,People Group
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),51066727,R5806,Residential Care (Adults),4076.00,08/08/2016,People Group
INSERTED DETAIL,100301,ADVENT ESTATES LIMITED T/A Kilsby House,51066869,R5806,Residential Care (Adults),1923.48,08/08/2016,People Group
INSERTED DETAIL,231165,Adventure Central,51063971,R4915,Educational Visits Expenditure,2065.00,03/08/2016,Schools
INSERTED DETAIL,231165,Adventure Central,51057524,R4915,Educational Visits Expenditure,1829.00,18/08/2016,Schools
INSERTED DETAIL,231165,Adventure Central,51079138,R4915,Educational Visits Expenditure,-2065.00,31/08/2016,Schools
INSERTED DETAIL,230120,AG Instruments,51060613,C1060,Grants & Contributions To Outside Organisations,9182.26,24/08/2016,Capital
INSERTED DETAIL,200201,Age UK - Warks,51063231,R5702,Payments to External Contractors,1792.67,02/08/2016,Communities
INSERTED DETAIL,200201,Age UK - Warks,51054747,R5809,Adult Social Care Contracts,-3554.50,02/08/2016,People Group
INSERTED DETAIL,200201,Age UK - Warks,51063229,R5702,Payments to External Contractors,3585.33,02/08/2016,Communities
INSERTED DETAIL,200201,Age UK - Warks,51063403,R5208,Recycling Credits - Contract Payments,975.00,04/08/2016,Communities
INSERTED DETAIL,200201,Age UK - Warks,51063403,R5208,Recycling Credits - Contract Payments,525.00,04/08/2016,Communities
INSERTED DETAIL,200201,Age UK - Warks,51069042,R5807,SLA Social Care Provision,4615.00,12/08/2016,People Group
INSERTED DETAIL,200201,Age UK - Warks,51070191,R5807,SLA Social Care Provision,615.00,15/08/2016,People Group
INSERTED DETAIL,200201,Age UK - Warks,51069039,R5807,SLA Social Care Provision,1846.00,18/08/2016,People Group
INSERTED DETAIL,200201,Age UK - Warks,51069045,R5807,SLA Social Care Provision,4615.00,18/08/2016,People Group
INSERTED DETAIL,200201,Age UK - Warks,51074897,R5807,SLA Social Care Provision,570.00,26/08/2016,People Group
INSERTED DETAIL,208271,Airwave Solutions Ltd,51062209,R4505,ICT Supplies / Consumables,1282.00,12/08/2016,Fire and Rescue
INSERTED DETAIL,225383,Alan Hornsby Crane Hire,51061894,R5706,Payments to Third Parties - Recoverable Operating Expenditure,760.00,05/08/2016,Communities
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51066729,R5806,Residential Care (Adults),6642.40,08/08/2016,People Group
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51066729,R5806,Residential Care (Adults),2526.52,08/08/2016,People Group
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,51067023,R5806,Residential Care (Adults),1849.96,08/08/2016,People Group
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,51067023,R5806,Residential Care (Adults),2252.88,08/08/2016,People Group
INSERTED DETAIL,208344,Alcatel Lucent Telecom Ltd,51062519,R4506,IT Support & Maintenance,21844.00,04/08/2016,Resources
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,51072817,R6107,SEN Statements Funding - Non-Maintained Schools,1022.00,18/08/2016,Communities
INSERTED DETAIL,221172,Alcester Health Centre,51076391,R5702,Payments to External Contractors,654.36,30/08/2016,Communities
INSERTED DETAIL,200109,All About People Counselling Services Ltd,51061818,R4409,Consultancy,2698.20,01/08/2016,Resources
INSERTED DETAIL,100004,Allambie Court Nursing Home,51066730,R5806,Residential Care (Adults),3746.24,08/08/2016,People Group
INSERTED DETAIL,100004,Allambie Court Nursing Home,51066730,R5806,Residential Care (Adults),1896.28,08/08/2016,People Group
INSERTED DETAIL,100004,Allambie Court Nursing Home,51066730,R5806,Residential Care (Adults),14849.93,08/08/2016,People Group
INSERTED DETAIL,100435,Allambie Enterprises,51066731,R5806,Residential Care (Adults),1592.08,08/08/2016,People Group
INSERTED DETAIL,200276,Alliance Foster Care Ltd,51062746,R5822,Foster Care Payments - External,5314.33,05/08/2016,People Group
INSERTED DETAIL,200282,Allsorts Publications Ltd,51066284,R5802,Substitute Care,792.00,12/08/2016,People Group
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,51063148,R3005,Fuel,31439.54,02/08/2016,Communities
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,51067028,R5806,Residential Care (Adults),1864.00,08/08/2016,People Group
INSERTED DETAIL,228232,Altum Residential Care Ltd,51066734,R5806,Residential Care (Adults),12000.00,08/08/2016,People Group
INSERTED DETAIL,100136,Alveston Leys Nursing Home,51066735,R5806,Residential Care (Adults),3636.88,08/08/2016,People Group
INSERTED DETAIL,100136,Alveston Leys Nursing Home,51066735,R5806,Residential Care (Adults),6320.00,08/08/2016,People Group
INSERTED DETAIL,100136,Alveston Leys Nursing Home,51066735,R5806,Residential Care (Adults),1880.76,08/08/2016,People Group
INSERTED DETAIL,221048,Alzheimer's Society,51066588,R5702,Payments to External Contractors,2500.00,17/08/2016,Communities
,,Amazon UK Marketplace,P-Card,,,886.96,25/08/2016,
INSERTED DETAIL,223286,Ambion Contractors Ltd,51067162,R4010,Equipment Hire,3817.27,12/08/2016,Communities
INSERTED DETAIL,200303,Amce Construction Ltd,51062376,R2001,Buildings Maintenance,12354.00,22/08/2016,Communities
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51051580,C1050,External Fees,11706.66,05/08/2016,Capital
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51051583,C1050,External Fees,9865.50,05/08/2016,Capital
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51051593,C1050,External Fees,5189.27,05/08/2016,Capital
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51051591,C1050,External Fees,9644.57,05/08/2016,Capital
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51051589,C1050,External Fees,1071.60,05/08/2016,Capital
INSERTED DETAIL,227709,Am-R-Az Llp T/A Bluebird Care (Northampton & Daventry),51070070,R5805,Homecare - External Domiciliary (Adults),1736.00,12/08/2016,People Group
INSERTED DETAIL,227709,Am-R-Az Llp T/A Bluebird Care (Northampton & Daventry),51064593,R5805,Homecare - External Domiciliary (Adults),3486.48,24/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51063649,R5805,Homecare - External Domiciliary (Adults),871.20,03/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51064112,R5805,Homecare - External Domiciliary (Adults),917.44,04/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51064103,R5805,Homecare - External Domiciliary (Adults),586.56,04/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51068054,R5805,Homecare - External Domiciliary (Adults),661.76,10/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51068052,R5805,Homecare - External Domiciliary (Adults),661.76,10/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51068077,R5805,Homecare - External Domiciliary (Adults),871.20,12/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51064097,R5805,Homecare - External Domiciliary (Adults),1684.48,12/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51067990,R5805,Homecare - External Domiciliary (Adults),1684.48,19/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51067986,R5805,Homecare - External Domiciliary (Adults),842.24,19/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51068014,R5805,Homecare - External Domiciliary (Adults),842.24,19/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51064089,R5805,Homecare - External Domiciliary (Adults),638.88,19/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51064096,R5805,Homecare - External Domiciliary (Adults),736.96,19/08/2016,People Group
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,51067992,R5805,Homecare - External Domiciliary (Adults),812.16,25/08/2016,People Group
INSERTED DETAIL,200349,Anglia DNA Services Ltd,51069662,R5849,Counselling Services (Children),648.00,17/08/2016,People Group
INSERTED DETAIL,200349,Anglia DNA Services Ltd,51062296,R4443,Professional Fees Admin,529.00,19/08/2016,Resources
INSERTED DETAIL,999982,Ansley Common,51076216,R5501,Grants to Organisations & Voluntary Bodies,-500.00,23/08/2016,Communities
INSERTED DETAIL,999982,Ansley Common Residents Association,51067302,R5501,Grants to Organisations & Voluntary Bodies,500.00,11/08/2016,Communities
INSERTED DETAIL,999982,Ansley Common Residents Association,51076531,R5501,Grants to Organisations & Voluntary Bodies,500.00,24/08/2016,Communities
INSERTED DETAIL,200389,Apetito Ltd,51073074,R5809,Adult Social Care Contracts,16859.68,25/08/2016,People Group
INSERTED DETAIL,200389,Apetito Ltd,51073110,R5809,Adult Social Care Contracts,588.25,25/08/2016,People Group
INSERTED DETAIL,200389,Apetito Ltd,51073111,R5809,Adult Social Care Contracts,577.88,25/08/2016,People Group
INSERTED DETAIL,200389,Apetito Ltd,51044090,R5807,SLA Social Care Provision,-772.00,25/08/2016,People Group
INSERTED DETAIL,200389,Apetito Ltd,51067186,R5809,Adult Social Care Contracts,655.91,25/08/2016,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51065615,R5805,Homecare - External Domiciliary (Adults),964.80,12/08/2016,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51065618,R5805,Homecare - External Domiciliary (Adults),1206.00,12/08/2016,People Group
INSERTED DETAIL,200397,Apse,51067814,R1601,Training - External,3325.85,11/08/2016,Resources
INSERTED DETAIL,200397,Apse,51070472,R4702,Subscriptions To Organisations,2212.00,15/08/2016,Resources
INSERTED DETAIL,200397,Apse,51068645,R2023,Mechanical (LM),688.00,19/08/2016,Resources
INSERTED DETAIL,213826,Arbury Medical Centre,51076263,R5702,Payments to External Contractors,634.99,30/08/2016,Communities
INSERTED DETAIL,209592,Archaeological Surveys Ltd,51062768,R4409,Consultancy,1350.00,26/08/2016,Communities
INSERTED DETAIL,230535,Archway Community College (Academy),51055860,R6107,SEN Statements Funding - Non-Maintained Schools,2948.00,19/08/2016,Communities
INSERTED DETAIL,200417,Arco Ltd,51074043,R4019,Fire Equipment Purchase,726.12,30/08/2016,Fire and Rescue
INSERTED DETAIL,200419,Arden Construction Ltd,51060576,R2022,Building (LB),4599.23,01/08/2016,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51063941,R2022,Building (LB),3889.04,10/08/2016,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51066078,C1030,"New Construction, Conversion & Renovation",5184.89,15/08/2016,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51070992,C1030,"New Construction, Conversion & Renovation",17230.00,23/08/2016,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51072838,R2022,Building (LB),13722.75,26/08/2016,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51068211,R4049,White Goods/Domestic Appliances,1274.20,16/08/2016,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51067189,R4049,White Goods/Domestic Appliances,4090.44,16/08/2016,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51070116,R4049,White Goods/Domestic Appliances,861.98,16/08/2016,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51065400,R4049,White Goods/Domestic Appliances,2492.71,17/08/2016,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51072945,R4049,White Goods/Domestic Appliances,547.16,26/08/2016,Resources
INSERTED DETAIL,221634,ASDA Pharmacy,51069199,R5702,Payments to External Contractors,507.55,19/08/2016,Communities
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),51072801,R6107,SEN Statements Funding - Non-Maintained Schools,1097.00,18/08/2016,Communities
INSERTED DETAIL,208346,Ashe Construction Ltd,51068758,C1030,"New Construction, Conversion & Renovation",109226.37,23/08/2016,Capital
INSERTED DETAIL,208346,Ashe Construction Ltd,51068726,C1030,"New Construction, Conversion & Renovation",18661.89,23/08/2016,Capital
INSERTED DETAIL,209807,Ashlawn School Academy Trust,51072813,R6107,SEN Statements Funding - Non-Maintained Schools,4349.00,18/08/2016,Communities
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51065157,R4058,Books,12920.02,03/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51053548,R4058,Books,586.86,05/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51067165,R4058,Books,2795.48,08/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51055549,R4058,Books,625.22,12/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51055562,R4058,Books,644.95,12/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51071192,R4058,Books,7014.30,16/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51074617,R4058,Books,4157.82,22/08/2016,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51078120,R4058,Books,7021.84,30/08/2016,Resources
INSERTED DETAIL,226763,Aspect Care Home Ltd,51066742,R5806,Residential Care (Adults),2960.72,08/08/2016,People Group
INSERTED DETAIL,231163,Aspens Services Ltd,51058644,R4104,Food Costs / Provisions,4304.30,19/08/2016,Schools
INSERTED DETAIL,231163,Aspens Services Ltd,51058598,R4104,Food Costs / Provisions,5491.98,19/08/2016,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51050772,R1101,Agency Staff Pay,756.00,03/08/2016,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51050774,R1101,Agency Staff Pay,567.00,03/08/2016,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51056419,R1101,Agency Staff Pay,866.00,11/08/2016,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51056498,R1101,Agency Staff Pay,579.00,17/08/2016,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51056477,R1101,Agency Staff Pay,585.00,17/08/2016,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51058604,R1101,Agency Staff Pay,579.00,19/08/2016,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51056344,R4433,Sport Instruction,531.45,17/08/2016,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51056451,R4433,Sport Instruction,650.00,17/08/2016,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51056492,R4433,Sport Instruction,967.27,17/08/2016,Schools
INSERTED DETAIL,219205,Assisi Community Care,51069150,R5835,Residential and Inpatient Services,2520.00,31/08/2016,Communities
INSERTED DETAIL,214327,Association of Educational Psychologists (AEP),51058705,R1701,Staff Advertising,700.00,01/08/2016,Communities
INSERTED DETAIL,208290,Atherstone Surgery (Dr Maher & Partners),51076334,R5702,Payments to External Contractors,1343.73,30/08/2016,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51054114,R4409,Consultancy,2950.00,04/08/2016,Resources
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51069700,R5706,Payments to Third Parties - Recoverable Operating Expenditure,3605.00,12/08/2016,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51071751,R1101,Agency Staff Pay,3953.28,17/08/2016,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51062372,C1050,External Fees,3275.00,19/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51068266,C1050,External Fees,1407.00,19/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51068267,C1050,External Fees,66214.00,19/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51068283,C1050,External Fees,1441.00,19/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51068279,C1050,External Fees,1574.00,19/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51068280,C1050,External Fees,5389.00,19/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51067207,R1101,Agency Staff Pay,4989.15,22/08/2016,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51067660,R3403,Casual User Mileage,1502.23,22/08/2016,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51067660,R1101,Agency Staff Pay,84047.66,22/08/2016,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51068270,C1050,External Fees,2135.00,25/08/2016,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51071025,R1101,Agency Staff Pay,2525.98,30/08/2016,Communities
INSERTED DETAIL,229102,Atomic Multimedia Consultants Ltd,51056130,R4409,Consultancy,4900.00,17/08/2016,Communities
INSERTED DETAIL,231497,AUSPAX,51057419,R4030,Materials,685.45,04/08/2016,Communities
INSERTED DETAIL,231497,AUSPAX,51072068,R4030,Materials,618.90,31/08/2016,Communities
INSERTED DETAIL,231099,Austin Newport Group Ltd,51043411,R2022,Building (LB),1650.00,24/08/2016,Resources
INSERTED DETAIL,209552,Authorised Publications Ltd,51072082,R4304,Educational Initiatives,900.00,17/08/2016,Communities
INSERTED DETAIL,200517,Autism Care UK,51068910,R5805,Homecare - External Domiciliary (Adults),1734.20,11/08/2016,People Group
INSERTED DETAIL,100008,Autism West Midlands,51066917,R5806,Residential Care (Adults),4072.80,08/08/2016,People Group
INSERTED DETAIL,100001,Autism West Midlands,51066745,R5806,Residential Care (Adults),4084.00,08/08/2016,People Group
INSERTED DETAIL,100007,Autism West Midlands,51066744,R5806,Residential Care (Adults),8219.88,08/08/2016,People Group
,,AUTO LIFT,P-Card,,,703.97,01/09/2016,
INSERTED DETAIL,200526,Avenue Lodge Guest House,51071380,R6104,Social Care - Section 17 Payments,3770.00,25/08/2016,People Group
INSERTED DETAIL,230897,Avery Homes (Cannock) Ltd - Abbey Court Nursing Home,51066720,R5806,Residential Care (Adults),1952.00,08/08/2016,People Group
