,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
INSERTED DETAIL,209852,ABC Teachers Ltd,51192460,R1101,Agency Staff Pay,1263.45,21/04/2017,Schools
INSERTED DETAIL,201875,About Interiors Ltd t/a E & M Services,51196407,R2001,SCHOOLS ONLY Building Maintenance,675.00,28/04/2017,Communities
INSERTED DETAIL,201709,About Me Care and Support Ltd,51186466,R5818,Community Services External,4321.93,06/04/2017,People Group
INSERTED DETAIL,233391,Access With Choice Ltd,51201326,R5459,Leaving Care Accommodation,1386.60,13/04/2017,People Group
INSERTED DETAIL,219926,Accessible Transport Group Ltd (ATG),51206682,R5704,Public Transport,1860.00,25/04/2017,Communities
INSERTED DETAIL,208544,Achievement for All (3As) Ltd,51188440,R4914,SCHOOLS ONLY Pupil Premium Expenditure extra support EXT,3400.00,13/04/2017,Schools
INSERTED DETAIL,208544,Achievement for All (3As) Ltd,51192481,R5702,Payments to External Contractors,3400.00,19/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204367,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204368,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204556,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204557,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204589,R6107,SEN Statements Funding,-1509.67,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204561,R6107,SEN Statements Funding,12162.00,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204562,R6107,SEN Statements Funding,12490.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204563,R6107,SEN Statements Funding,3333.34,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204564,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204565,R6107,SEN Statements Funding,11482.00,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204568,R6107,SEN Statements Funding,12162.00,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204569,R6107,SEN Statements Funding,12188.00,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204571,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204572,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204580,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204587,R6107,SEN Statements Funding,11734.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204363,R6107,SEN Statements Funding,11197.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204590,R6107,SEN Statements Funding,15400.67,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204591,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204592,R6107,SEN Statements Funding,6102.69,25/04/2017,Communities
INSERTED DETAIL,215546,Acorn Care and Education Ltd,51204560,R6107,SEN Statements Funding,11826.33,25/04/2017,Communities
INSERTED DETAIL,200142,Acorn Fostering Services Ltd,51180423,R6104,Social Care - Section 17 Payments,807.20,05/04/2017,People Group
INSERTED DETAIL,231875,Acorn House (Fostering Services) Ltd,51193794,R5822,Foster Care Payments - External Provision,4882.50,21/04/2017,People Group
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,51185139,R5706,Payments to Third Parties - Recoverable Operating Expenditure,1476.87,12/04/2017,Communities
INSERTED DETAIL,200146,Acorn Wood Day Nursery,51200076,R6106,Early Years Funding (PVIs and LA),14644.19,24/04/2017,Communities
INSERTED DETAIL,200146,Acorn Wood Day Nursery,51208331,R6106,Early Years Funding (PVIs and LA),2578.88,28/04/2017,Communities
INSERTED DETAIL,200150,Act On Energy,51194764,R5702,Payments to External Contractors,24972.50,12/04/2017,Communities
INSERTED DETAIL,219696,Action Deafness Ltd,51190917,R5810,Adult Day Care,1068.80,12/04/2017,People Group
INSERTED DETAIL,219696,Action Deafness Ltd,51190914,R5810,Adult Day Care,965.60,12/04/2017,People Group
INSERTED DETAIL,219696,Action Deafness Ltd,51190900,R5810,Adult Day Care,1065.20,12/04/2017,People Group
INSERTED DETAIL,219696,Action Deafness Ltd,51190910,R5810,Adult Day Care,1164.80,12/04/2017,People Group
INSERTED DETAIL,215891,Action For Children (****6746),51196431,R5203,Payments / Contributions to Public Sector Organisations,1314.00,21/04/2017,People Group
INSERTED DETAIL,215891,Action For Children (****6746),51196436,R5203,Payments / Contributions to Public Sector Organisations,1314.00,21/04/2017,People Group
INSERTED DETAIL,215891,Action For Children (****6746),51196535,R5848,Residential Care (Children),50625.00,28/04/2017,People Group
INSERTED DETAIL,215891,Action For Children (****6746),51197013,R5203,Payments / Contributions to Public Sector Organisations,1314.00,28/04/2017,People Group
INSERTED DETAIL,200168,ADCS / The Association of Directors of Children's Services Ltd,51194727,R4702,Subscriptions To Organisations,3135.00,27/04/2017,Other Services
INSERTED DETAIL,200169,Addaction - Henley House,51183403,R5835,Residential and Inpatient Services,3302.84,06/04/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51187455,R5702,Payments to External Contractors,25410.23,13/04/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51188063,R4612,Projects,41590.53,13/04/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51186915,R5702,Payments to External Contractors,284436.60,13/04/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51190801,R4311,Publicity,3415.00,21/04/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51192061,R4305,Marketing,2768.07,21/04/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51194035,R4612,Projects,35724.33,26/04/2017,Communities
INSERTED DETAIL,200832,Adelie Foods Ltd t/a Brambles Foods Ltd,51208584,R4102,Catering Services & Supplies,509.35,27/04/2017,Resources
INSERTED DETAIL,218364,Adler and Allan Ltd,51193798,R5702,Payments to External Contractors,1178.11,21/04/2017,Communities
INSERTED DETAIL,218364,Adler and Allan Ltd,51193039,R5702,Payments to External Contractors,1565.00,21/04/2017,Communities
INSERTED DETAIL,233077,ADM Care Homes Ltd t/a Beeches Care Home,51203477,R5806,Residential Care,4731.43,13/04/2017,People Group
INSERTED DETAIL,233280,Adoption and Attachment Therapies,51192955,R5802,Substitute Care,520.00,13/04/2017,People Group
INSERTED DETAIL,212254,Adoption Plus Ltd,51194655,R1601,Training,16200.00,27/04/2017,People Group
INSERTED DETAIL,232001,Adullam Homes Housing Association Ltd,51205678,R5459,Leaving Care Accommodation,4620.00,28/04/2017,People Group
INSERTED DETAIL,200187,Advance Housing & Support Ltd,51191272,R5805,Homecare - External Domiciliary,548.40,10/04/2017,People Group
INSERTED DETAIL,200187,Advance Housing & Support Ltd,51184225,R5851,Supported Living,-592.00,10/04/2017,People Group
INSERTED DETAIL,200187,Advance Housing & Support Ltd,51186503,R5851,Supported Living,693.68,10/04/2017,People Group
INSERTED DETAIL,200187,Advance Housing & Support Ltd,51206505,R5851,Supported Living,1093.30,28/04/2017,People Group
INSERTED DETAIL,223797,Advance Trust T/A Vale of Evesham School,51190587,R6107,SEN Statements Funding,1600.00,21/04/2017,Communities
INSERTED DETAIL,100301,Advent Estates Ltd t/a Kilsby House,51203592,R5806,Residential Care,1961.96,13/04/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51195190,R5807,Social Care Block Contracts,1846.00,26/04/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51195185,R5807,Social Care Block Contracts,4615.00,26/04/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51195197,R5807,Social Care Block Contracts,5000.00,26/04/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51195192,R5807,Social Care Block Contracts,4615.00,26/04/2017,People Group
INSERTED DETAIL,999982,Ageas Insurance Limited,51204462,R4928,Other Insurance Claims,3418.88,20/04/2017,Other Services
INSERTED DETAIL,200211,Airtay,51193820,R2751,Grounds Maintenance,2233.00,26/04/2017,Communities
INSERTED DETAIL,200211,Airtay,51193821,R2751,Grounds Maintenance,1835.00,26/04/2017,Communities
INSERTED DETAIL,208271,Airwave Solutions Ltd,51187766,R3003,Radio Installations,1536.78,05/04/2017,Fire and Rescue
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51203452,R5806,Residential Care,2526.52,13/04/2017,People Group
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51203452,R5806,Residential Care,3600.00,13/04/2017,People Group
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51203452,R5806,Residential Care,6642.40,13/04/2017,People Group
INSERTED DETAIL,208344,Alcatel Lucent Telecom Ltd,51195553,R4503,Hardware,8332.00,28/04/2017,Resources
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,51205693,R6107,SEN Statements Funding,3308.00,21/04/2017,Communities
INSERTED DETAIL,207814,Alcester Grammar School (Academy),51205715,R6107,SEN Statements Funding,1383.00,21/04/2017,Communities
INSERTED DETAIL,200237,Alcester Nursery Studio,51200238,R6106,Early Years Funding (PVIs and LA),28861.99,24/04/2017,Communities
INSERTED DETAIL,200237,Alcester Nursery Studio,51208372,R6106,Early Years Funding (PVIs and LA),5879.84,28/04/2017,Communities
INSERTED DETAIL,213559,Alcester Town Council,51193843,R4701,Grants To External Organisations,10000.00,21/04/2017,Communities
INSERTED DETAIL,200238,Alcium Software Ltd,51190670,R5702,Payments to External Contractors,3750.00,19/04/2017,Communities
INSERTED DETAIL,233293,Alecto Forensics Ltd,51187942,R4409,Consultancy,1700.00,13/04/2017,Communities
INSERTED DETAIL,220516,Alere Ltd (****7108),51190036,R5702,Payments to External Contractors,40000.00,12/04/2017,Communities
INSERTED DETAIL,212639,All About Holes LTD,51192521,R4440,SCHOOLS ONLY Admin Contracts,2949.97,07/04/2017,Communities
INSERTED DETAIL,100004,Allambie Court Nursing Home,51203453,R5806,Residential Care,1907.64,13/04/2017,People Group
INSERTED DETAIL,100004,Allambie Court Nursing Home,51203453,R5806,Residential Care,14654.62,13/04/2017,People Group
INSERTED DETAIL,100435,Allambie Enterprises,51203454,R5806,Residential Care,1592.08,13/04/2017,People Group
INSERTED DETAIL,218827,Allflex Ltd,51196591,R4019,Fire Equipment Purchase,1440.00,28/04/2017,Fire and Rescue
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,51197019,R3005,SCHOOLS ONLY Fuel,37733.40,04/04/2017,Communities
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,51203746,R5806,Residential Care,1869.14,13/04/2017,People Group
INSERTED DETAIL,200291,Alveston Cygnets,51200163,R6106,Early Years Funding (PVIs and LA),13379.73,24/04/2017,Communities
INSERTED DETAIL,200291,Alveston Cygnets,51208253,R6106,Early Years Funding (PVIs and LA),2647.65,28/04/2017,Communities
,,Amazon UK Marketplace,47463,,,£828.00,04/04/2017,
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51195137,C1050,External Fees,580.00,13/04/2017,Capital
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51196263,C1050,External Fees,39083.78,28/04/2017,Capital
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51196257,R4409,Consultancy,8150.00,28/04/2017,Resources
INSERTED DETAIL,217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51196260,C1050,External Fees,18950.91,28/04/2017,Capital
INSERTED DETAIL,999982,AMV Law,51200803,R4928,Other Insurance Claims,4500.00,07/04/2017,Other Services
INSERTED DETAIL,999982,AMV Law,51197889,R4928,Other Insurance Claims,3114.26,07/04/2017,Other Services
INSERTED DETAIL,200351,Angloco Ltd,51195649,R4019,Fire Equipment Purchase,28880.00,21/04/2017,Fire and Rescue
INSERTED DETAIL,999982,Ansley Common Residents Assoc,51204575,R5702,Payments to External Contractors,7500.00,25/04/2017,Communities
INSERTED DETAIL,999982,Ansley Common Residents Association,51197066,R5702,Payments to External Contractors,-7500.00,03/04/2017,Communities
INSERTED DETAIL,224785,Ansty Golf Centre Ltd,51195802,R2204,SCHOOLS ONLY Room Hire - External,700.00,28/04/2017,Communities
INSERTED DETAIL,200389,Apetito Ltd,51185103,R5809,Adult Social Care Contracts,548.63,07/04/2017,People Group
INSERTED DETAIL,200389,Apetito Ltd,51195177,R5809,Adult Social Care Contracts,16445.63,07/04/2017,People Group
INSERTED DETAIL,200389,Apetito Ltd,51185107,R5809,Adult Social Care Contracts,529.75,21/04/2017,People Group
INSERTED DETAIL,200389,Apetito Ltd,51185077,R5809,Adult Social Care Contracts,-652.00,21/04/2017,People Group
INSERTED DETAIL,210713,Apple Grove Day Nursery Ltd,51200167,R6106,Early Years Funding (PVIs and LA),14555.97,24/04/2017,Communities
INSERTED DETAIL,210713,Apple Grove Day Nursery Ltd,51208235,R6106,Early Years Funding (PVIs and LA),2200.64,28/04/2017,Communities
INSERTED DETAIL,215154,Applewood Support Ltd,51192060,R5851,Supported Living,1596.00,12/04/2017,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51192092,R5851,Supported Living,1241.84,12/04/2017,People Group
INSERTED DETAIL,230535,Archway Community College (Academy),51181024,R6107,SEN Statements Funding,3355.55,06/04/2017,Communities
INSERTED DETAIL,230535,Archway Community College (Academy),51181022,R6107,SEN Statements Funding,3685.00,12/04/2017,Communities
INSERTED DETAIL,230535,Archway Community College (Academy),51177115,R6107,SEN Statements Funding,2211.00,12/04/2017,Communities
INSERTED DETAIL,200419,Arden Construction Ltd,51196514,R2001,SCHOOLS ONLY Building Maintenance,858.50,13/04/2017,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51200820,R2022,Building (LB),2373.18,13/04/2017,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51201488,R2022,Building (LB),35450.27,20/04/2017,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51205994,C1030,"New Construction, Conversion & Renovation",20001.73,25/04/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51205983,C1030,"New Construction, Conversion & Renovation",38152.05,25/04/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51205978,C1030,"New Construction, Conversion & Renovation",8412.24,25/04/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51207107,C1030,"New Construction, Conversion & Renovation",10724.74,26/04/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51207108,R2022,Building (LB),137725.30,26/04/2017,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51183436,R4049,SCHOOLS ONLY White Goods/Domestic Appliances,2795.59,05/04/2017,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51186311,R4049,SCHOOLS ONLY White Goods/Domestic Appliances,3298.98,05/04/2017,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51195136,R4049,SCHOOLS ONLY White Goods/Domestic Appliances,714.27,26/04/2017,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51198883,R4049,SCHOOLS ONLY White Goods/Domestic Appliances,1075.48,26/04/2017,Resources
INSERTED DETAIL,999982,Arley & St Michael's Community Centre,51201365,R5501,Grants / Donations to External Organisations,500.00,11/04/2017,Communities
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),51206683,R5704,Public Transport,10770.00,25/04/2017,Communities
INSERTED DETAIL,999982,Art Alert,51201361,R5501,Grants / Donations to External Organisations,2500.00,11/04/2017,Communities
INSERTED DETAIL,999982,Art Alert,51201362,R5501,Grants / Donations to External Organisations,1000.00,11/04/2017,Communities
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),51189083,R5604,Commissioned Works,32000.00,19/04/2017,Communities
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),51205708,R6107,SEN Statements Funding,1880.00,21/04/2017,Communities
INSERTED DETAIL,232874,Ashbrook School,51149288,R4457,LAC Pupil Premium,600.00,04/04/2017,Communities
INSERTED DETAIL,232874,Ashbrook School,51191596,R4457,LAC Pupil Premium,750.00,04/04/2017,Communities
INSERTED DETAIL,208346,Ashe Construction Ltd,51195775,C1030,"New Construction, Conversion & Renovation",34571.74,06/04/2017,Capital
INSERTED DETAIL,208346,Ashe Construction Ltd,51195776,C1030,"New Construction, Conversion & Renovation",13901.82,06/04/2017,Capital
INSERTED DETAIL,208346,Ashe Construction Ltd,51199473,C1030,"New Construction, Conversion & Renovation",217348.18,13/04/2017,Capital
INSERTED DETAIL,208346,Ashe Construction Ltd,51201487,C1030,"New Construction, Conversion & Renovation",580513.00,20/04/2017,Capital
INSERTED DETAIL,209807,Ashlawn School Academy Trust,51188908,R5604,Commissioned Works,1370.00,19/04/2017,Communities
INSERTED DETAIL,209807,Ashlawn School Academy Trust,51188920,R5604,Commissioned Works,840.00,19/04/2017,Communities
INSERTED DETAIL,209807,Ashlawn School Academy Trust,51205706,R6107,SEN Statements Funding,7966.00,21/04/2017,Communities
INSERTED DETAIL,200465,Ashleigh Nursery School,51200069,R6106,Early Years Funding (PVIs and LA),24892.18,24/04/2017,Communities
INSERTED DETAIL,200465,Ashleigh Nursery School,51208229,R6106,Early Years Funding (PVIs and LA),5157.75,28/04/2017,Communities
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51204255,R4058,"Books, Newspapers & Publications",11317.13,19/04/2017,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51206540,R4058,"Books, Newspapers & Publications",3414.44,25/04/2017,Resources
INSERTED DETAIL,231102,Askham Village Community Ltd,51203464,R5806,Residential Care,5469.32,13/04/2017,People Group
INSERTED DETAIL,226763,Aspect Care Home Ltd,51203465,R5806,Residential Care,2960.72,13/04/2017,People Group
INSERTED DETAIL,231163,Aspens Services Ltd,51184658,R4104,SCHOOLS ONLY Food Costs / Provisions,4942.33,07/04/2017,Schools
INSERTED DETAIL,999982,Aspire in Arts Ltd,51200601,R5501,Grants / Donations to External Organisations,3500.00,07/04/2017,Communities
INSERTED DETAIL,999982,Aspire in Arts Ltd,51200594,R5501,Grants / Donations to External Organisations,4000.00,07/04/2017,Communities
INSERTED DETAIL,200472,Aspire People Ltd,51182400,R1101,Agency Staff Pay,1574.00,05/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51184663,R1101,Agency Staff Pay,975.00,07/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51186874,R1101,Agency Staff Pay,1007.00,07/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51182767,R1101,Agency Staff Pay,945.00,07/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51188680,R1101,Agency Staff Pay,975.00,13/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51189063,R1101,Agency Staff Pay,945.00,19/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51189590,R1101,Agency Staff Pay,975.00,20/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51192431,R1101,Agency Staff Pay,553.00,21/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51193196,R1101,Agency Staff Pay,975.00,21/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51193619,R1101,Agency Staff Pay,1715.00,21/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51190738,R1101,Agency Staff Pay,945.00,21/04/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51195932,R1101,Agency Staff Pay,945.00,28/04/2017,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51182176,R4433,SCHOOLS ONLY Sport Instruction,678.60,06/04/2017,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51183910,R4433,SCHOOLS ONLY Sport Instruction,967.27,07/04/2017,Schools
INSERTED DETAIL,227903,Asset Utilities Ltd.,51196253,R2022,Building (LB),1250.00,28/04/2017,Resources
INSERTED DETAIL,214327,Association of Educational Psychologists (AEP),51179504,R1401,Professional Subscriptions,700.00,05/04/2017,Communities
INSERTED DETAIL,214327,Association of Educational Psychologists (AEP),51193103,R1701,Staff Advertising,616.00,21/04/2017,Communities
INSERTED DETAIL,214327,Association of Educational Psychologists (AEP),51193105,R1701,Staff Advertising,873.00,21/04/2017,Communities
INSERTED DETAIL,209255,Association Of Town Centre Management,51193853,R4702,Subscriptions To Organisations,995.00,21/04/2017,Communities
INSERTED DETAIL,208290,Atherstone Surgery (Dr Maher & Partners),51206712,R5702,Payments to External Contractors,1049.16,28/04/2017,Communities
INSERTED DETAIL,208290,Atherstone Surgery (Dr Maher & Partners),51206853,R5702,Payments to External Contractors,500.10,28/04/2017,Communities
INSERTED DETAIL,208492,Atkins Ltd,51195148,R4409,Consultancy,2657.00,07/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51189148,R1101,Agency Staff Pay,5952.92,06/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51186246,R1101,Agency Staff Pay,2282.99,13/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51186256,R1101,Agency Staff Pay,39252.26,13/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51190232,C1030,"New Construction, Conversion & Renovation",4575.00,13/04/2017,Capital
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51188290,R1101,Agency Staff Pay,3771.20,13/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51188287,R1101,Agency Staff Pay,11816.18,13/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51188257,R1101,Agency Staff Pay,17199.50,13/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51192517,R1101,Agency Staff Pay,9407.44,20/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51195159,R1101,Agency Staff Pay,86378.64,21/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51194531,R4409,Consultancy,3286.12,21/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51194103,R1101,Agency Staff Pay,2718.32,21/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51193210,R4409,Consultancy,9365.28,21/04/2017,Resources
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51192488,R4409,Consultancy,30549.00,21/04/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51194100,R1101,Agency Staff Pay,13328.95,21/04/2017,Communities
