,Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50817280,R5702,Payments to External Contractors,1860.15,05/05/2015,Communities,,,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50828895,R5706,Payments to Third Parties - Recoverable Operating Expenditure,1902.88,26/05/2015,Communities,,,,
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,50828894,R5706,Payments to Third Parties - Recoverable Operating Expenditure,1018.99,28/05/2015,Communities,,,,
INSERTED DETAIL,219696,Action Deafness Ltd,50817260,R5805,Homecare - External Domiciliary (Adults),710.40,05/05/2015,People Group,,,,
INSERTED DETAIL,219696,Action Deafness Ltd,50817273,R5805,Homecare - External Domiciliary (Adults),676.80,05/05/2015,People Group,,,,
INSERTED DETAIL,215891,Action For Children (****6746),50818315,R5203,Inter Authority Payments,1314.00,06/05/2015,People Group,,,,
INSERTED DETAIL,215891,Action For Children (****6746),50817224,R5848,Residential Care (Children),50625.00,11/05/2015,People Group,,,,
INSERTED DETAIL,200157,Active Mind Solutions,50826713,R4305,Marketing,645.00,20/05/2015,People Group,,,,
INSERTED DETAIL,200169,Addaction - Henley House,50822724,R1101,Agency Staff Pay,3608.00,19/05/2015,Communities,,,,
INSERTED DETAIL,200169,Addaction - Henley House,50821760,R4612,Projects,42702.99,19/05/2015,Communities,,,,
INSERTED DETAIL,200169,Addaction - Henley House,50827530,R5702,Payments to External Contractors,281709.79,22/05/2015,Communities,,,,
INSERTED DETAIL,200169,Addaction - Henley House,50828272,R1101,Agency Staff Pay,3608.00,27/05/2015,Communities,,,,
INSERTED DETAIL,225565,Adiemus Care Ltd (Cameron House),50825095,R5806,Residential Care (Adults),1812.44,18/05/2015,People Group,,,,
INSERTED DETAIL,200184,ADT Fire and Security Plc,50813022,R2024,Electrical (LE),2005.17,01/05/2015,Resources,,,,
INSERTED DETAIL,226666,Advance Trust T/A The Kingfisher School,50768851,R6107,SEN Statements Funding - Non-Maintained Schools,1975.00,07/05/2015,People Group,,,,
INSERTED DETAIL,226666,Advance Trust T/A The Kingfisher School,50768790,R6107,SEN Statements Funding - Non-Maintained Schools,11369.00,07/05/2015,People Group,,,,
INSERTED DETAIL,223797,Advance Trust T/A Vale of Evesham School,50828538,R6107,SEN Statements Funding - Non-Maintained Schools,6750.00,29/05/2015,People Group,,,,
INSERTED DETAIL,100301,ADVENT ESTATES LIMITED T/A Kilsby House,50825200,R5806,Residential Care (Adults),3771.52,18/05/2015,People Group,,,,
,,AERLING     257U86 MEA,P-Card,,,521.96,11/05/2015,,,,,
INSERTED DETAIL,200211,Airtay,50816464,R2751,Grounds Maintenance Non Contract,3298.54,14/05/2015,Communities,,,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50825050,R5806,Residential Care (Adults),2700.00,18/05/2015,People Group,,,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50825050,R5806,Residential Care (Adults),5418.32,18/05/2015,People Group,,,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50825050,R5806,Residential Care (Adults),2489.52,18/05/2015,People Group,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50825359,R5806,Residential Care (Adults),1813.68,18/05/2015,People Group,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50825359,R5806,Residential Care (Adults),-6471.07,18/05/2015,People Group,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50825359,R5806,Residential Care (Adults),4573.68,18/05/2015,People Group,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50825359,R5806,Residential Care (Adults),2213.68,18/05/2015,People Group,,,,
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,50826623,R6107,SEN Statements Funding - Non-Maintained Schools,1732.00,20/05/2015,People Group,,,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50825052,R5806,Residential Care (Adults),1859.08,18/05/2015,People Group,,,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50825052,R5806,Residential Care (Adults),11373.12,18/05/2015,People Group,,,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50825052,R5806,Residential Care (Adults),1840.68,18/05/2015,People Group,,,,
INSERTED DETAIL,100435,Allambie Enterprises,50825053,R5806,Residential Care (Adults),1562.52,18/05/2015,People Group,,,,
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,50817861,R3005,Fuel,33800.76,08/05/2015,Communities,,,,
INSERTED DETAIL,217555,Almond Care Ltd,50798857,R5805,Homecare - External Domiciliary (Adults),3025.28,20/05/2015,People Group,,,,
INSERTED DETAIL,218476,Alpha Biolaboratories Ltd,50817943,R4426,Medical Fees - Clients,640.00,15/05/2015,People Group,,,,
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,50825364,R5806,Residential Care (Adults),1852.00,18/05/2015,People Group,,,,
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,50810233,R5806,Residential Care (Adults),4100.86,18/05/2015,People Group,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50825057,R5806,Residential Care (Adults),3670.92,18/05/2015,People Group,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50825057,R5806,Residential Care (Adults),8995.64,18/05/2015,People Group,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50825057,R5806,Residential Care (Adults),1939.88,18/05/2015,People Group,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50825529,R5809,Adult Social Care Contracts,12800.00,22/05/2015,People Group,,,,
INSERTED DETAIL,228484,Amanda J Lamb Associates Ltd,50817295,R4409,Consultancy,2480.00,12/05/2015,People Group,,,,
,,"Amazon Svcs Europe,SAR",P-Card,,,836.48,29/05/2015,,,,,
,,Amazon UK Marketplace,P-Card,,,677.28,02/06/2015,,,,,
INSERTED DETAIL,200305,Amillan Ltd,50821778,R4514,Telephone Rental,2250.00,13/05/2015,Communities,,,,
INSERTED DETAIL,228683,Anchor,50825377,R5806,Residential Care (Adults),6677.14,21/05/2015,People Group,,,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50825555,R4443,Professional Fees Admin,560.00,18/05/2015,Resources,,,,
INSERTED DETAIL,200351,Angloco Ltd,50819691,R4030,Materials,5083.08,08/05/2015,Communities,,,,
INSERTED DETAIL,200351,Angloco Ltd,50821154,R4030,Materials,1012.50,12/05/2015,Communities,,,,
,,AO RETAIL LIMITED,P-Card,,,698.00,21/05/2015,,,,,
INSERTED DETAIL,200389,Apetito Ltd,50817300,R5809,Adult Social Care Contracts,528.50,08/05/2015,People Group,,,,
INSERTED DETAIL,200389,Apetito Ltd,50817318,R5809,Adult Social Care Contracts,-641.75,29/05/2015,People Group,,,,
INSERTED DETAIL,220479,Appleford School,50804824,R6107,SEN Statements Funding - Non-Maintained Schools,10465.00,13/05/2015,People Group,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50814590,R5805,Homecare - External Domiciliary (Adults),-517.92,07/05/2015,People Group,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50816452,R5805,Homecare - External Domiciliary (Adults),1123.20,07/05/2015,People Group,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50817622,R5805,Homecare - External Domiciliary (Adults),1615.12,07/05/2015,People Group,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50814491,R5805,Homecare - External Domiciliary (Adults),-24798.90,07/05/2015,People Group,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50820187,R5805,Homecare - External Domiciliary (Adults),-624.00,11/05/2015,People Group,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50827079,R5805,Homecare - External Domiciliary (Adults),1159.20,21/05/2015,People Group,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50817798,R5848,Residential Care (Children),12160.00,20/05/2015,People Group,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50823010,R5848,Residential Care (Children),18000.00,22/05/2015,People Group,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50817194,C1030,"New Construction, Conversion & Renovation",18598.15,06/05/2015,Capital,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50821015,C1030,"New Construction, Conversion & Renovation",535.51,12/05/2015,Capital,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50819514,C1030,"New Construction, Conversion & Renovation",3442.65,12/05/2015,Capital,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50823982,C1030,"New Construction, Conversion & Renovation",10124.06,15/05/2015,Capital,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50826751,C1030,"New Construction, Conversion & Renovation",6793.76,20/05/2015,Capital,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50826789,R2022,Building (LB),15092.97,21/05/2015,Resources,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50826788,C1030,"New Construction, Conversion & Renovation",8048.62,21/05/2015,Capital,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50829313,C1030,"New Construction, Conversion & Renovation",9543.97,28/05/2015,Capital,,,,
INSERTED DETAIL,226768,Arden Leisure Ltd t/a Studley Sports Centre,50800949,R2204,Room Hire - External,920.00,01/05/2015,Communities,,,,
INSERTED DETAIL,226768,Arden Leisure Ltd t/a Studley Sports Centre,50824712,R2204,Room Hire - External,690.00,29/05/2015,Communities,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50801449,R4049,White Goods/Domestic Appliances,1211.72,08/05/2015,Resources,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50801456,R4049,White Goods/Domestic Appliances,-5409.98,08/05/2015,Resources,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50805087,R4049,White Goods/Domestic Appliances,629.33,08/05/2015,Resources,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50812506,R4049,White Goods/Domestic Appliances,2585.55,08/05/2015,Resources,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50815260,R4049,White Goods/Domestic Appliances,826.79,08/05/2015,Resources,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50827011,R4049,White Goods/Domestic Appliances,4223.29,22/05/2015,Resources,,,,
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),50829792,R5204,Concessionary Fares,11888.70,28/05/2015,Communities,,,,
INSERTED DETAIL,219768,Art of Brilliance Ltd,50822549,R1601,Training - External,1088.25,13/05/2015,Communities,,,,
INSERTED DETAIL,221634,ASDA Pharmacy,50826168,R5702,Payments to External Contractors,572.30,19/05/2015,Communities,,,,
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),50826630,R6107,SEN Statements Funding - Non-Maintained Schools,2244.00,20/05/2015,People Group,,,,
INSERTED DETAIL,212444,Ashdown Education Ltd,50826062,R1690,Internal Expenditure - Training,570.00,29/05/2015,Schools,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50815077,C1030,"New Construction, Conversion & Renovation",5626.00,06/05/2015,Capital,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50823985,C1030,"New Construction, Conversion & Renovation",80618.03,19/05/2015,Capital,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50826790,C1030,"New Construction, Conversion & Renovation",52737.50,21/05/2015,Capital,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50824354,C1030,"New Construction, Conversion & Renovation",275810.30,22/05/2015,Capital,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50826804,C1030,"New Construction, Conversion & Renovation",75908.62,26/05/2015,Capital,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50826791,C1030,"New Construction, Conversion & Renovation",52955.70,27/05/2015,Capital,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50828785,C1030,"New Construction, Conversion & Renovation",137515.51,27/05/2015,Capital,,,,
INSERTED DETAIL,209807,Ashlawn School Academy Trust,50826624,R6107,SEN Statements Funding - Non-Maintained Schools,6676.00,20/05/2015,People Group,,,,
INSERTED DETAIL,227882,Ashwood Gifts Ltd,50806606,R4044,Stock For Re-Sale Or Hire,1828.54,01/05/2015,Communities,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50817248,R4058,Books,9183.68,05/05/2015,Resources,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50825835,R4058,Books,10908.66,18/05/2015,Resources,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50829109,R4058,Books,10163.76,27/05/2015,Resources,,,,
INSERTED DETAIL,228819,Askews Legal LLP,50830377,R4443,Professional Fees Admin,500.00,29/05/2015,Resources,,,,
INSERTED DETAIL,226763,Aspect Care Home Ltd,50825065,R5806,Residential Care (Adults),2000.84,18/05/2015,People Group,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50809551,R1101,Agency Staff Pay,1169.00,01/05/2015,Schools,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50819924,R1101,Agency Staff Pay,1113.00,22/05/2015,Schools,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50816240,R1101,Agency Staff Pay,975.00,22/05/2015,Schools,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50818310,R1101,Agency Staff Pay,1014.00,29/05/2015,Schools,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50819909,R1101,Agency Staff Pay,1014.00,29/05/2015,Schools,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50822165,R1101,Agency Staff Pay,975.00,29/05/2015,Schools,,,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50826258,R4442,Professional Fees Curriculum,725.00,20/05/2015,Schools,,,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50817271,R4433,Sport Instruction,570.00,20/05/2015,Schools,,,,
INSERTED DETAIL,214327,Association of Educational Psychologists (AEP),50826699,R1701,Staff Advertising,630.00,20/05/2015,People Group,,,,
INSERTED DETAIL,200489,Astech Consultants Ltd,50812546,R4512,Software,7657.43,15/05/2015,Resources,,,,
INSERTED DETAIL,208290,Atherstone Surgery (Dr Maher & Partners),50830846,R5702,Payments to External Contractors,619.10,29/05/2015,Communities,,,,
INSERTED DETAIL,208515,Ati Projects Ltd,50820057,R5702,Payments to External Contractors,4097.50,29/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50817352,R1101,Agency Staff Pay,7226.66,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50817351,R1101,Agency Staff Pay,15950.44,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50816758,R1101,Agency Staff Pay,5228.18,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50812221,R1101,Agency Staff Pay,4403.98,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50812220,R1101,Agency Staff Pay,9209.31,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50809149,R1101,Agency Staff Pay,2938.73,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50808037,R1101,Agency Staff Pay,50415.63,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50808037,R3403,Casual User Mileage,891.30,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50809148,R1101,Agency Staff Pay,5252.80,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50809149,R1101,Agency Staff Pay,2259.20,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50809149,R1101,Agency Staff Pay,3094.10,12/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50820118,R4443,Professional Fees Admin,11700.00,15/05/2015,Resources,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50814941,R4512,Software,8949.00,26/05/2015,Fire and Rescue,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50817809,R4409,Consultancy,3595.17,26/05/2015,Communities,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50817800,R4409,Consultancy,4930.91,27/05/2015,Communities,,,,
INSERTED DETAIL,200505,ATS Euromaster Ltd,50824337,R3004,Repair & Maintenance Of Vehicles,5391.37,15/05/2015,Communities,,,,
INSERTED DETAIL,223862,Audley Care Ltd Leamington Sa,50814608,R5805,Homecare - External Domiciliary (Adults),-896.07,12/05/2015,People Group,,,,
INSERTED DETAIL,223862,Audley Care Ltd Leamington Sa,50814610,R5805,Homecare - External Domiciliary (Adults),-838.95,12/05/2015,People Group,,,,
INSERTED DETAIL,200517,Autism Care UK,50826423,R5805,Homecare - External Domiciliary (Adults),1734.20,19/05/2015,People Group,,,,
INSERTED DETAIL,200517,Autism Care UK,50825817,R5805,Homecare - External Domiciliary (Adults),2105.84,19/05/2015,People Group,,,,
INSERTED DETAIL,100008,Autism West Midlands,50825248,R5806,Residential Care (Adults),4012.00,18/05/2015,People Group,,,,
INSERTED DETAIL,100007,Autism West Midlands,50825067,R5806,Residential Care (Adults),8162.76,18/05/2015,People Group,,,,
INSERTED DETAIL,100001,Autism West Midlands,50825068,R5806,Residential Care (Adults),3934.43,18/05/2015,People Group,,,,
INSERTED DETAIL,220538,Avanta UK Ltd,50817435,R4007,Equipment,1000.00,29/05/2015,Communities,,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50825046,R5806,Residential Care (Adults),14111.24,18/05/2015,People Group,,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50825046,R5806,Residential Care (Adults),1635.72,18/05/2015,People Group,,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50825046,R5806,Residential Care (Adults),4907.80,18/05/2015,People Group,,,,
INSERTED DETAIL,210794,Avery Weigh-Tronix Ltd,50824126,R5702,Payments to External Contractors,8430.00,15/05/2015,Communities,,,,
INSERTED DETAIL,210794,Avery Weigh-Tronix Ltd,50777744,R4010,Equipment Hire,-960.00,15/05/2015,Communities,,,,
INSERTED DETAIL,210794,Avery Weigh-Tronix Ltd,50824125,R4010,Equipment Hire,1808.00,15/05/2015,Communities,,,,
INSERTED DETAIL,210794,Avery Weigh-Tronix Ltd,50824127,R5702,Payments to External Contractors,1405.00,15/05/2015,Communities,,,,
INSERTED DETAIL,228022,Aviation Engineering Support Ltd,50818813,R4701,Grants To External Organisations,3294.64,08/05/2015,Communities,,,,
INSERTED DETAIL,227770,Avon Park Residential Care Home,50825069,R5806,Residential Care (Adults),2200.00,21/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50818028,R5805,Homecare - External Domiciliary (Adults),599.76,07/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50819089,R5805,Homecare - External Domiciliary (Adults),561.00,07/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822477,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1172.04,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822503,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,561.00,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822502,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,504.90,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822317,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1399.44,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822500,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1099.56,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822492,R5805,Homecare - External Domiciliary (Adults),1999.20,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822478,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,558.60,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822482,R5805,Homecare - External Domiciliary (Adults),519.60,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822505,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,561.00,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822486,R5805,Homecare - External Domiciliary (Adults),828.24,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822484,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,594.66,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822489,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,651.30,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822506,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1009.80,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822487,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,561.00,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822320,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,707.40,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50822501,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1591.28,13/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824034,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1113.84,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824032,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1799.28,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824031,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,785.40,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824015,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1799.28,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824011,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1009.80,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824008,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,673.20,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824007,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1009.80,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824006,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1542.24,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50824005,R5805,Homecare - External Domiciliary (Adults),856.80,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823118,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1225.12,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823117,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1009.80,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823115,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1799.28,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823114,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,673.20,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823112,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1009.80,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823110,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,799.68,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823109,R5805,Homecare - External Domiciliary (Adults),742.56,14/05/2015,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,50823108,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,561.00,14/05/2015,People Group,,,,
