Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
215546,Acorn Care and Education Ltd,51261017,R6107,SEN Statements Funding,11826.34,10/08/2017,Communities,
215546,Acorn Care and Education Ltd,51260989,R6107,SEN Statements Funding,11826.34,10/08/2017,Communities,
215546,Acorn Care and Education Ltd,51260985,R6107,SEN Statements Funding,11826.34,10/08/2017,Communities,
215546,Acorn Care and Education Ltd,51207863,R6107,SEN Statements Funding,-679.39,10/08/2017,Communities,
215546,Acorn Care and Education Ltd,51263026,R6109,Funding payment to Academies and Non WCC Schools,600.00,11/08/2017,Communities,
215546,Acorn Care and Education Ltd,51262929,R6107,SEN Statements Funding,12490.34,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51262909,R6107,SEN Statements Funding,15400.66,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51262594,R6107,SEN Statements Funding,11826.34,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51262593,R6107,SEN Statements Funding,11826.34,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51261022,R6107,SEN Statements Funding,12431.40,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51261019,R6107,SEN Statements Funding,12162.00,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51262589,R6107,SEN Statements Funding,11826.34,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51261013,R6107,SEN Statements Funding,12162.00,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51261008,R6107,SEN Statements Funding,11826.34,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51260990,R6107,SEN Statements Funding,12431.40,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51260963,R6107,SEN Statements Funding,-959.12,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51261016,R6107,SEN Statements Funding,11826.34,14/08/2017,Communities,
215546,Acorn Care and Education Ltd,51258369,R6107,SEN Statements Funding,11197.34,17/08/2017,Communities,
215546,Acorn Care and Education Ltd,51260987,R6107,SEN Statements Funding,11826.34,25/08/2017,Communities,
215546,Acorn Care and Education Ltd,51261018,R6107,SEN Statements Funding,12188.00,25/08/2017,Communities,
215546,Acorn Care and Education Ltd,51262590,R6107,SEN Statements Funding,11482.00,25/08/2017,Communities,
215546,Acorn Care and Education Ltd,51270028,R6107,SEN Statements Funding,11826.34,31/08/2017,Communities,
233478,Acorn Children's Home  Group Ltd,51258650,R5806,Residential Care,16828.57,02/08/2017,People Group,
233478,Acorn Children's Home  Group Ltd,51258659,R5806,Residential Care,16285.72,02/08/2017,People Group,
233478,Acorn Children's Home  Group Ltd,51253761,R5806,Residential Care,16828.57,08/08/2017,People Group,
231875,Acorn House (Fostering Services) Ltd,51246356,R5822,Foster Care Payments - External Provision,4725.00,16/08/2017,People Group,
200145,Acorn Tree Surgery Ltd,51244985,R5706,Payments to Third Parties - Recoverable Operating Expenditure,521.18,03/08/2017,Communities,
200145,Acorn Tree Surgery Ltd,51244958,R5706,Payments to Third Parties - Recoverable Operating Expenditure,950.00,03/08/2017,Communities,
200145,Acorn Tree Surgery Ltd,51244988,R5706,Payments to Third Parties - Recoverable Operating Expenditure,2028.43,03/08/2017,Communities,
200146,Acorn Wood Day Nursery,51260960,C1030,"New Construction, Conversion & Renovation",42168.00,07/08/2017,Capital,
228714,Acorns Children's Hospice Trust,51269632,R5702,Payments to External Contractors,1890.00,29/08/2017,People Group,
219696,Action Deafness Ltd,51260600,R5803,Daycare External,1048.00,07/08/2017,People Group,
220313,Adana Management Group Ltd,51243293,R1101,Agency Staff Pay,2173.50,02/08/2017,Resources,
209747,Adare SEC Ltd,51263192,R4310,"Printing, Photocopying and Reprographics",2736.71,11/08/2017,Resources,
209747,Adare SEC Ltd,51263191,R4310,"Printing, Photocopying and Reprographics",3191.85,11/08/2017,Resources,
209747,Adare SEC Ltd,51263190,R4310,"Printing, Photocopying and Reprographics",3137.64,14/08/2017,Resources,
200166,ADASS,51257826,R4702,Subscriptions To Organisations,1881.00,11/08/2017,Other Services,
200169,Addaction - Henley House,51248327,R5702,Payments to External Contractors,23086.12,11/08/2017,Communities,
200169,Addaction - Henley House,51248400,R4612,Projects,33471.92,11/08/2017,Communities,
200169,Addaction - Henley House,51252202,R5702,Payments to External Contractors,255993.30,17/08/2017,Communities,
233077,ADM Care Homes Ltd t/a Beeches Care Home,51263269,R5806,Residential Care,1920.00,17/08/2017,People Group,
233280,Adoption and Attachment Therapies,51252910,R5802,Substitute Care,760.00,10/08/2017,People Group,
200187,Advance Housing & Support Ltd,51267633,R5851,Supported Living,548.40,15/08/2017,People Group,
100301,Advent Estates Ltd t/a Kilsby House,51263376,R5806,Residential Care,1991.64,17/08/2017,People Group,
230962,Advocate Services,51245979,R4441,Professional Fees,638.40,04/08/2017,People Group,
216963,Aegis Engineering Ltd,51250382,R4008,Equipment,1725.26,11/08/2017,Fire and Rescue,
234328,AFFPRO Solutions Ltd,51252433,R4409,Consultancy,2640.00,17/08/2017,People Group,
216354,After Adoption,51245902,R4702,Subscriptions To Organisations,12138.00,03/08/2017,People Group,
200201,Age UK Warwickshire,51246609,R5807,Social Care Block Contracts,2500.00,02/08/2017,People Group,
200201,Age UK Warwickshire,51246600,R5807,Social Care Block Contracts,4615.00,04/08/2017,People Group,
200201,Age UK Warwickshire,51246595,R5807,Social Care Block Contracts,1846.00,04/08/2017,People Group,
200201,Age UK Warwickshire,51246592,R5807,Social Care Block Contracts,4615.00,04/08/2017,People Group,
200201,Age UK Warwickshire,51267275,R5807,Social Care Block Contracts,1846.00,17/08/2017,People Group,
,Airbnb,17655,,,542.24 ,09/08/2017,People Group,
200211,Airtay,51243287,R2751,Grounds Maintenance,3160.00,02/08/2017,Communities,
200211,Airtay,51243286,R2751,Grounds Maintenance,5100.00,02/08/2017,Communities,
200211,Airtay,51250587,R2751,Grounds Maintenance,985.00,16/08/2017,Communities,
200211,Airtay,51250585,R2751,Grounds Maintenance,3455.00,16/08/2017,Communities,
200211,Airtay,51258513,R2751,Grounds Maintenance,9895.00,30/08/2017,Communities,
100245,Albemarle Rest Home Ltd,51263242,R5806,Residential Care,5364.36,17/08/2017,People Group,
100245,Albemarle Rest Home Ltd,51263242,R5806,Residential Care,6688.36,17/08/2017,People Group,
100245,Albemarle Rest Home Ltd,51263242,R5806,Residential Care,3600.00,17/08/2017,People Group,
208797,Alcester Academy (ACAD) School,51268855,R6107,SEN Statements Funding,3419.00,17/08/2017,Communities,
207814,Alcester Grammar School (Academy),51263055,R6109,Funding payment to Academies and Non WCC Schools,600.00,11/08/2017,Communities,
207814,Alcester Grammar School (Academy),51268843,R6107,SEN Statements Funding,1429.00,17/08/2017,Communities,
234176,Alder Holly Ltd,51256443,R1601,Training,1175.00,17/08/2017,People Group,
212639,All About Holes Ltd,51252046,R4441,Professional Fees,3969.65,08/08/2017,Communities,
200109,All About People Counselling Services Ltd,51244109,R1408,Other Staffing Costs,1768.00,03/08/2017,Resources,
100004,Allambie Court Nursing Home,51263243,R5806,Residential Care,17935.43,17/08/2017,People Group,
100004,Allambie Court Nursing Home,51263243,R5806,Residential Care,2818.90,17/08/2017,People Group,
100435,Allambie Enterprises,51263244,R5806,Residential Care,1655.92,17/08/2017,People Group,
218827,Allflex Ltd,51245290,R4019,Fire Equipment Purchase,5130.00,04/08/2017,Fire and Rescue,
999982,Allianz Insurance Plc,51268687,R4928,Other Insurance Claims,1040.27,17/08/2017,Other Services,
207773,Allstar Business Solutions Ltd,51261235,R3001,Vehicle Operating Costs,28843.30,10/08/2017,Communities,
228198,Alpha Care Homes - Waters Edge,51263529,R5806,Residential Care,1931.08,17/08/2017,People Group,
,Amazon UK Retail,30225,,,604.50 ,04/08/2017,Fire and Rescue,
223286,Ambion Contractors Ltd,51266721,R4010,Equipment Hire,3675.00,30/08/2017,Communities,
217874,AMEC Foster Wheeler Environment & Infrastructure UK Ltd,51246094,C1050,External Fees,26379.83,02/08/2017,Capital,
233607,Anchor Trust ( Tandy Court),51263487,R5806,Residential Care,1744.00,17/08/2017,People Group,
230129,Angel Care Tamworth Ltd,51264817,R5805,Homecare - External Domiciliary,703.12,17/08/2017,People Group,
230129,Angel Care Tamworth Ltd,51264807,R5805,Homecare - External Domiciliary,631.68,17/08/2017,People Group,
230129,Angel Care Tamworth Ltd,51264805,R5805,Homecare - External Domiciliary,834.72,17/08/2017,People Group,
230129,Angel Care Tamworth Ltd,51257976,R5805,Homecare - External Domiciliary,-35000.00,17/08/2017,People Group,
230129,Angel Care Tamworth Ltd,51264837,R5805,Homecare - External Domiciliary,932.48,17/08/2017,People Group,
230129,Angel Care Tamworth Ltd,51257952,R5805,Homecare - External Domiciliary,812.16,17/08/2017,People Group,
200351,Angloco Ltd,51246631,R4008,Equipment,551.00,04/08/2017,Fire and Rescue,
200351,Angloco Ltd,51259489,R4030,Materials,3056.67,17/08/2017,Communities,
224785,Ansty Golf Centre Ltd,51251592,R5807,Social Care Block Contracts,540.00,17/08/2017,People Group,
230228,Anya Court Care Home,51263249,R5806,Residential Care,1934.24,17/08/2017,People Group,
200389,Apetito Ltd,51244986,R5807,Social Care Block Contracts,607.14,03/08/2017,People Group,
200389,Apetito Ltd,51246817,R5807,Social Care Block Contracts,760.75,09/08/2017,People Group,
200389,Apetito Ltd,51257295,R5807,Social Care Block Contracts,562.25,17/08/2017,People Group,
200389,Apetito Ltd,51257115,R5807,Social Care Block Contracts,-692.00,17/08/2017,People Group,
200389,Apetito Ltd,51257300,R5807,Social Care Block Contracts,15189.43,17/08/2017,People Group,
200393,Apollo Distribution Solutions,51246828,R4309,Postage & Carriage,506.05,09/08/2017,Other Services,
,Apple Online Store Gbp,9724,,,"2,806.00 ",19/08/2017,Resources,
234018,Applegarth Residential Care Home,51263250,R5806,Residential Care,823.56,17/08/2017,People Group,
215154,Applewood Support Ltd,51260348,R5851,Supported Living,1027.67,08/08/2017,People Group,
215154,Applewood Support Ltd,51260899,R5805,Homecare - External Domiciliary,1335.60,08/08/2017,People Group,
214422,Apricot Online Ltd,51269143,R5702,Payments to External Contractors,2250.00,30/08/2017,Communities,
200419,Arden Construction Ltd,51253628,C1030,"New Construction, Conversion & Renovation",13344.01,02/08/2017,Capital,
200419,Arden Construction Ltd,51253631,C1030,"New Construction, Conversion & Renovation",41987.71,02/08/2017,Capital,
200419,Arden Construction Ltd,51253633,C1030,"New Construction, Conversion & Renovation",15775.31,02/08/2017,Capital,
200419,Arden Construction Ltd,51260384,C1030,"New Construction, Conversion & Renovation",49268.94,07/08/2017,Capital,
200419,Arden Construction Ltd,51257517,C1030,"New Construction, Conversion & Renovation",69660.34,08/08/2017,Capital,
200419,Arden Construction Ltd,51263144,C1030,"New Construction, Conversion & Renovation",36375.65,17/08/2017,Capital,
200419,Arden Construction Ltd,51267350,C1030,"New Construction, Conversion & Renovation",72710.85,17/08/2017,Capital,
200419,Arden Construction Ltd,51270430,C1030,"New Construction, Conversion & Renovation",85234.17,30/08/2017,Capital,
226768,Arden Leisure Ltd t/a Studley Sports Centre,51250756,R2201,Rents & Lettings,2070.00,16/08/2017,Communities,
226768,Arden Leisure Ltd t/a Studley Sports Centre,51264208,R2201,Rents & Lettings,1610.00,30/08/2017,Communities,
200429,Argos Business Solutions Ltd (****9518),51245040,R4008,Equipment,1702.85,02/08/2017,Resources,
200429,Argos Business Solutions Ltd (****9518),51256167,R4008,Equipment,2634.07,17/08/2017,Resources,
,Argos Retail Group,34217,,,668.92 ,03/08/2017,People Group,
233778,Arnold Plant Hire Ltd,51266836,R4008,Equipment,5250.00,30/08/2017,Communities,
233778,Arnold Plant Hire Ltd,51266831,R4008,Equipment,5250.00,30/08/2017,Communities,
200441,Arriva Midlands North Ltd (****4814),51264215,R5704,Public Transport,16400.00,15/08/2017,Communities,
222561,Arrow Lodge Medical Centre,51271171,R5702,Payments to External Contractors,1596.00,30/08/2017,Communities,
219768,Art of Brilliance Ltd,51258810,R1601,Training,4712.00,31/08/2017,Resources,
213431,Ash Green School & Arts College (Academy),51248128,R5702,Payments to External Contractors,7277.16,10/08/2017,Communities,
213431,Ash Green School & Arts College (Academy),51263072,R6109,Funding payment to Academies and Non WCC Schools,1800.00,11/08/2017,Communities,
213431,Ash Green School & Arts College (Academy),51268817,R6107,SEN Statements Funding,1635.00,17/08/2017,Communities,
208346,Ashe Construction Ltd,51267429,C1030,"New Construction, Conversion & Renovation",303000.00,17/08/2017,Capital,
209807,Ashlawn School Academy Trust,51263034,R6109,Funding payment to Academies and Non WCC Schools,3000.00,11/08/2017,Communities,
209807,Ashlawn School Academy Trust,51268859,R6107,SEN Statements Funding,8398.00,17/08/2017,Communities,
200468,Askews And Holts Library Services Ltd.,51246447,R4058,"Books, Newspapers & Publications",523.53,04/08/2017,Resources,
200468,Askews And Holts Library Services Ltd.,51265160,R4058,"Books, Newspapers & Publications",14865.50,14/08/2017,Resources,
200468,Askews And Holts Library Services Ltd.,51271355,R4058,"Books, Newspapers & Publications",10734.01,30/08/2017,Resources,
231102,Askham Village Community Ltd,51263255,R5806,Residential Care,5469.32,17/08/2017,People Group,
226763,Aspect Care Home Ltd,51263256,R5806,Residential Care,3028.48,17/08/2017,People Group,
200472,Aspire People Ltd,51246651,R1101,Agency Staff Pay,975.00,02/08/2017,Schools,
200472,Aspire People Ltd,51249079,R1101,Agency Staff Pay,1000.00,11/08/2017,Schools,
200472,Aspire People Ltd,51257601,R1101,Agency Staff Pay,890.00,17/08/2017,Schools,
200472,Aspire People Ltd,51254539,R1101,Agency Staff Pay,975.00,17/08/2017,Schools,
214538,Aspire Sports Health & Fitness Ltd,51250258,R4433,SCHOOLS ONLY Sport Instruction,967.27,11/08/2017,Schools,
214538,Aspire Sports Health & Fitness Ltd,51250674,R4433,SCHOOLS ONLY Sport Instruction,678.60,16/08/2017,Schools,
214538,Aspire Sports Health & Fitness Ltd,51252398,R4433,SCHOOLS ONLY Sport Instruction,514.28,17/08/2017,Schools,
208290,Atherstone Surgery (Dr Maher & Partners),51271244,R5702,Payments to External Contractors,699.44,30/08/2017,Communities,
208290,Atherstone Surgery (Dr Maher & Partners),51271285,R5702,Payments to External Contractors,840.00,30/08/2017,Communities,
208515,Ati Projects Ltd,51248202,R4409,Consultancy,5000.00,04/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51246775,R4409,Consultancy,3600.00,04/08/2017,Fire and Rescue,
200502,Atkins Ltd  t/a Faithful Gould,51246773,R4409,Consultancy,1800.00,04/08/2017,Fire and Rescue,
200502,Atkins Ltd  t/a Faithful Gould,51246771,R4409,Consultancy,2700.00,04/08/2017,Fire and Rescue,
200502,Atkins Ltd  t/a Faithful Gould,51248942,C1050,External Fees,83394.20,10/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51252517,R4409,Consultancy,3800.00,17/08/2017,Resources,
200502,Atkins Ltd  t/a Faithful Gould,51252709,R4441,Professional Fees,6938.04,17/08/2017,Resources,
200502,Atkins Ltd  t/a Faithful Gould,51256784,R4441,Professional Fees,7088.40,17/08/2017,Resources,
200502,Atkins Ltd  t/a Faithful Gould,51261696,R4409,Consultancy,11200.00,17/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51248920,C1050,External Fees,-83394.21,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51252217,C1050,External Fees,78037.75,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51253495,C1050,External Fees,50384.00,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51253536,C1050,External Fees,12999.07,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51255635,C1050,External Fees,2424.37,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51255647,C1050,External Fees,25375.69,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51255649,C1030,"New Construction, Conversion & Renovation",1250.00,17/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51269959,C1030,"New Construction, Conversion & Renovation",8000.00,30/08/2017,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51270254,R1101,Agency Staff Pay,19660.16,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51270124,R1101,Agency Staff Pay,1056.52,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51268327,R1101,Agency Staff Pay,954.72,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51264617,R4409,Consultancy,3852.80,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51267252,R1101,Agency Staff Pay,716.80,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51266018,R1101,Agency Staff Pay,11809.49,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51264594,R1101,Agency Staff Pay,3183.42,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51264612,R1101,Agency Staff Pay,754.24,30/08/2017,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51260969,R1101,Agency Staff Pay,2022.16,31/08/2017,Communities,
227786,ATT t/a Mildenhall College Academy,51263078,R6109,Funding payment to Academies and Non WCC Schools,600.00,11/08/2017,Communities,
231497,AUSPAX,51253650,R4030,Materials,1013.60,09/08/2017,Communities,
100007,Autism West Midlands,51263259,R5806,Residential Care,7477.00,17/08/2017,People Group,
100008,Autism West Midlands (Oakfield House),51263423,R5806,Residential Care,4071.60,17/08/2017,People Group,
100001,Autism West Midlands (Pinetrees),51263260,R5806,Residential Care,4082.80,17/08/2017,People Group,
,Autodata Ltd,1698,,,875.00 ,04/08/2017,Communities,
230897,Avery Homes (Cannock) Ltd - Abbey Court Nursing Home,51263234,R5806,Residential Care,2020.52,17/08/2017,People Group,
228807,Avery Homes (Nelson) Ltd- Scholars Mews,51263464,R5806,Residential Care,4232.60,17/08/2017,People Group,
100431,Avery Homes Nuneaton Ltd,51263238,R5806,Residential Care,4735.00,17/08/2017,People Group,
100431,Avery Homes Nuneaton Ltd,51263238,R5806,Residential Care,17755.78,17/08/2017,People Group,
100431,Avery Homes Nuneaton Ltd,51263238,R5806,Residential Care,2001.72,17/08/2017,People Group,
213122,Avon Support Ltd,51267634,R5803,Daycare External,2662.56,15/08/2017,People Group,
213122,Avon Support Ltd,51267631,R5803,Daycare External,2662.56,15/08/2017,People Group,
213122,Avon Support Ltd,51261136,R5803,Daycare External,1084.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261129,R5803,Daycare External,2167.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261128,R5803,Daycare External,867.36,17/08/2017,People Group,
213122,Avon Support Ltd,51261125,R5803,Daycare External,1084.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261124,R5803,Daycare External,650.52,17/08/2017,People Group,
213122,Avon Support Ltd,51261106,R5803,Daycare External,2167.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261102,R5851,Supported Living,1902.80,17/08/2017,People Group,
213122,Avon Support Ltd,51261101,R5803,Daycare External,650.52,17/08/2017,People Group,
213122,Avon Support Ltd,51261098,R5803,Daycare External,650.52,17/08/2017,People Group,
213122,Avon Support Ltd,51261094,R5851,Supported Living,863.04,17/08/2017,People Group,
213122,Avon Support Ltd,51261093,R5851,Supported Living,1845.12,17/08/2017,People Group,
213122,Avon Support Ltd,51261091,R5803,Daycare External,1084.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261089,R5803,Daycare External,1300.32,17/08/2017,People Group,
213122,Avon Support Ltd,51261085,R5803,Daycare External,1275.52,17/08/2017,People Group,
213122,Avon Support Ltd,51261083,R5803,Daycare External,1857.60,17/08/2017,People Group,
213122,Avon Support Ltd,51261081,R5851,Supported Living,1190.40,17/08/2017,People Group,
213122,Avon Support Ltd,51261080,R5803,Daycare External,2167.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261053,R5803,Daycare External,650.52,17/08/2017,People Group,
213122,Avon Support Ltd,51261050,R5803,Daycare External,2013.00,17/08/2017,People Group,
213122,Avon Support Ltd,51261047,R5803,Daycare External,650.52,17/08/2017,People Group,
213122,Avon Support Ltd,51261148,R5803,Daycare External,867.36,17/08/2017,People Group,
213122,Avon Support Ltd,51261159,R5803,Daycare External,1084.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261165,R5803,Daycare External,1084.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261180,R5803,Daycare External,1084.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261183,R5851,Supported Living,5847.24,17/08/2017,People Group,
213122,Avon Support Ltd,51261186,R5803,Daycare External,600.00,17/08/2017,People Group,
213122,Avon Support Ltd,51261192,R5803,Daycare External,1284.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261190,R5803,Daycare External,650.52,17/08/2017,People Group,
213122,Avon Support Ltd,51267304,R5851,Supported Living,8704.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261254,R5803,Daycare External,1364.20,17/08/2017,People Group,
213122,Avon Support Ltd,51261253,R5803,Daycare External,1671.84,17/08/2017,People Group,
213122,Avon Support Ltd,51261193,R5803,Daycare External,507.68,17/08/2017,People Group,
216249,Avonside Health Centre,51271312,R5702,Payments to External Contractors,583.45,30/08/2017,Communities,
213427,Aylesford School And Sixth Form College (Academy),51268872,R6107,SEN Statements Funding,2394.00,17/08/2017,Communities,
209620,B Line Plant Ltd,51256989,R4008,Equipment,600.00,17/08/2017,Communities,
209620,B Line Plant Ltd,51258381,R4008,Equipment,2250.00,30/08/2017,Communities,
216184,Babcock Critical Service Ltd,51244974,R3001,Vehicle Operating Costs,6436.69,03/08/2017,Fire and Rescue,
200576,Badenoch & Clark Ltd,51243390,R1101,Agency Staff Pay,3943.80,02/08/2017,Resources,
200576,Badenoch & Clark Ltd,51244184,R1101,Agency Staff Pay,2375.00,03/08/2017,Resources,
200576,Badenoch & Clark Ltd,51244495,R1101,Agency Staff Pay,1719.00,03/08/2017,People Group,
200576,Badenoch & Clark Ltd,51248900,R1101,Agency Staff Pay,2375.00,11/08/2017,Resources,
200576,Badenoch & Clark Ltd,51253764,R1101,Agency Staff Pay,1719.00,17/08/2017,People Group,
200576,Badenoch & Clark Ltd,51252189,R1101,Agency Staff Pay,778.75,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51252190,R1101,Agency Staff Pay,1198.75,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51252203,R1101,Agency Staff Pay,1295.00,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51253724,R1101,Agency Staff Pay,1410.50,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51253725,R1101,Agency Staff Pay,1295.00,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51253736,R1101,Agency Staff Pay,1295.00,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51253750,R1101,Agency Staff Pay,2375.00,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51256350,R1101,Agency Staff Pay,1137.50,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51256351,R1101,Agency Staff Pay,955.50,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51256357,R1101,Agency Staff Pay,1137.50,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51256358,R1101,Agency Staff Pay,910.00,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51256360,R1101,Agency Staff Pay,682.50,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51256365,R1101,Agency Staff Pay,1228.50,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51257126,R1101,Agency Staff Pay,2375.00,17/08/2017,Resources,
200576,Badenoch & Clark Ltd,51252197,R1101,Agency Staff Pay,1719.00,17/08/2017,People Group,
200576,Badenoch & Clark Ltd,51252198,R1101,Agency Staff Pay,1719.00,17/08/2017,People Group,
200576,Badenoch & Clark Ltd,51254783,R1101,Agency Staff Pay,1719.00,17/08/2017,People Group,
200576,Badenoch & Clark Ltd,51259232,R1101,Agency Staff Pay,2375.00,31/08/2017,Resources,
212397,Baginton Fields School,51251036,R6107,SEN Statements Funding,10054.00,16/08/2017,Communities,
,Balfour Beatty Living Places,,R5702,Payments to External Contractors," 1,883,790.71 ",14/08/2017,Communities,
200589,Balfour Beatty Living Places Ltd (****2460),51264564,R5702,Payments to External Contractors,1921966.76,16/08/2017,Communities,
232605,Baltimore Consulting Ltd,51252286,R1101,Agency Staff Pay,1150.00,02/08/2017,Communities,
232605,Baltimore Consulting Ltd,51252289,R1101,Agency Staff Pay,1150.00,02/08/2017,Communities,
232605,Baltimore Consulting Ltd,51252287,R1101,Agency Staff Pay,1150.00,02/08/2017,Communities,
232605,Baltimore Consulting Ltd,51252288,R1101,Agency Staff Pay,2070.00,02/08/2017,Communities,
