,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,228714,Acorns Children's Hospice Trust,50838144,R5848,Residential Care (Children),1875.00,01/12/2015,People Group,,,,,
INSERTED DETAIL,215891,Action For Children (****6746),50929970,R5848,Residential Care (Children),50625.00,10/12/2015,People Group,,,,,
INSERTED DETAIL,213959,Acuma Solutions Ltd,50927410,R4512,Software,5179.68,08/12/2015,People Group,,,,,
INSERTED DETAIL,220313,Adana Management Group Ltd,50932128,R1101,Agency Staff Pay,1381.72,30/12/2015,Resources,,,,,
INSERTED DETAIL,200169,Addaction - Henley House,50939789,R5702,Payments to External Contractors,23319.31,18/12/2015,Communities,,,,,
INSERTED DETAIL,200169,Addaction - Henley House,50942544,R5702,Payments to External Contractors,281709.79,22/12/2015,Communities,,,,,
INSERTED DETAIL,200170,Addiction Recovery Centre Ltd,50935123,R5835,Residential and Inpatient Services,2900.00,30/12/2015,Communities,,,,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50943765,R5806,Residential Care (Adults),-5172.86,23/12/2015,People Group,,,,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50943765,R5806,Residential Care (Adults),1635.72,23/12/2015,People Group,,,,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50943765,R5806,Residential Care (Adults),3076.00,23/12/2015,People Group,,,,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50943765,R5806,Residential Care (Adults),1850.16,23/12/2015,People Group,,,,,
INSERTED DETAIL,229387,ADELAIDE HOUSE (B & E THORPE-SMITH),50943765,R5806,Residential Care (Adults),2840.00,23/12/2015,People Group,,,,,
INSERTED DETAIL,225565,Adiemus Care Ltd (Cameron House),50943910,R5806,Residential Care (Adults),1812.44,23/12/2015,People Group,,,,,
INSERTED DETAIL,212254,Adoption Plus Ltd,50921541,R1601,Training - External,1900.00,09/12/2015,People Group,,,,,
INSERTED DETAIL,229276,Adrian Deacon t/a A J Decorations,50917235,R2001,Buildings Maintenance,1100.00,03/12/2015,Communities,,,,,
INSERTED DETAIL,229276,Adrian Deacon t/a A J Decorations,50917235,R2001,Buildings Maintenance,600.00,03/12/2015,Communities,,,,,
INSERTED DETAIL,100301,ADVENT ESTATES LIMITED T/A Kilsby House,50943849,R5806,Residential Care (Adults),3098.03,23/12/2015,People Group,,,,,
INSERTED DETAIL,228185,Adventure Care Ltd,50935508,R5822,Foster Care Payments - External,7362.86,11/12/2015,People Group,,,,,
INSERTED DETAIL,229959,AE Fisheries,50924442,R2751,Grounds Maintenance Non Contract,2500.00,02/12/2015,Communities,,,,,
INSERTED DETAIL,229695,Ag Con UK Ltd,50942386,C1060,Grants & Contributions To Outside Organisations,2828.99,24/12/2015,Capital,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50930117,R5807,SLA Social Care Provision,4615.00,02/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50930109,R5807,SLA Social Care Provision,1846.00,02/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50930131,R5807,SLA Social Care Provision,4615.00,02/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50937918,R5810,Adult Day Care,640.00,15/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50937938,R5810,Adult Day Care,600.00,15/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50937933,R5810,Adult Day Care,640.00,15/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50937929,R5810,Adult Day Care,600.00,15/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50937923,R5810,Adult Day Care,640.00,15/12/2015,People Group,,,,,
INSERTED DETAIL,200201,Age UK - Warks,50937939,R5810,Adult Day Care,600.00,15/12/2015,People Group,,,,,
INSERTED DETAIL,200223,Alan Robinson Property Rental,50930895,R2201,Rent,4125.00,31/12/2015,Resources,,,,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50943826,R5806,Residential Care (Adults),2169.59,23/12/2015,People Group,,,,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50943826,R5806,Residential Care (Adults),2489.52,23/12/2015,People Group,,,,,
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,50943826,R5806,Residential Care (Adults),2700.00,23/12/2015,People Group,,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50943868,R5806,Residential Care (Adults),1813.68,23/12/2015,People Group,,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50943868,R5806,Residential Care (Adults),1500.00,23/12/2015,People Group,,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50943868,R5806,Residential Care (Adults),673.68,23/12/2015,People Group,,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50943868,R5806,Residential Care (Adults),1813.68,23/12/2015,People Group,,,,,
INSERTED DETAIL,100025,Albemarle Rest Home Ltd T/A Victoria Nursing Home,50943868,R5806,Residential Care (Adults),2213.68,23/12/2015,People Group,,,,,
INSERTED DETAIL,208344,Alcatel Lucent Telecom Ltd,50937462,R4512,Software,8332.00,15/12/2015,Resources,,,,,
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,50940349,R6107,SEN Statements Funding - Non-Maintained Schools,1732.00,17/12/2015,People Group,,,,,
INSERTED DETAIL,227591,Alex Rankin T/A TS Co-operative,50937855,R5702,Payments to External Contractors,626.00,15/12/2015,Communities,,,,,
,,ALEXANDER DENNIS LTD,P-Card,,,615.65,21/12/2015,,,,,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50943879,R5806,Residential Care (Adults),1840.68,23/12/2015,People Group,,,,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50943879,R5806,Residential Care (Adults),12500.40,23/12/2015,People Group,,,,,
INSERTED DETAIL,100004,Allambie Court Nursing Home,50943879,R5806,Residential Care (Adults),1859.08,23/12/2015,People Group,,,,,
INSERTED DETAIL,100435,Allambie Enterprises,50943880,R5806,Residential Care (Adults),1562.52,23/12/2015,People Group,,,,,
INSERTED DETAIL,200276,Alliance Foster Care Ltd,50930415,R5822,Foster Care Payments - External,5142.90,04/12/2015,People Group,,,,,
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,50931321,R3005,Fuel,32156.00,11/12/2015,Communities,,,,,
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,50944077,R5806,Residential Care (Adults),1852.00,23/12/2015,People Group,,,,,
INSERTED DETAIL,229419,AlterEgo Creative Solutions Ltd,50930806,R4409,Consultancy,11560.00,02/12/2015,People Group,,,,,
INSERTED DETAIL,228232,Altum Residential Care Ltd,50943276,R5848,Residential Care (Children),7642.68,31/12/2015,People Group,,,,,
INSERTED DETAIL,228232,Altum Residential Care Ltd,50943275,R5848,Residential Care (Children),15950.00,31/12/2015,People Group,,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50943827,R5806,Residential Care (Adults),1843.88,23/12/2015,People Group,,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50943827,R5806,Residential Care (Adults),3670.92,23/12/2015,People Group,,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50943827,R5806,Residential Care (Adults),9139.88,23/12/2015,People Group,,,,,
INSERTED DETAIL,100136,Alveston Leys Nursing Home,50943827,R5806,Residential Care (Adults),9102.88,23/12/2015,People Group,,,,,
INSERTED DETAIL,221048,Alzheimer's Society,50915839,R5810,Adult Day Care,512.64,04/12/2015,People Group,,,,,
INSERTED DETAIL,228484,Amanda J Lamb Associates Ltd,50929063,R4409,Consultancy,3960.00,16/12/2015,People Group,,,,,
INSERTED DETAIL,229848,Amber UPVC Windows Ltd,50930816,R2001,Buildings Maintenance,4523.00,10/12/2015,Schools,,,,,
INSERTED DETAIL,223286,Ambion Contractors Ltd,50929789,R4010,Equipment Hire,1600.00,02/12/2015,Communities,,,,,
INSERTED DETAIL,223286,Ambion Contractors Ltd,50929790,R4018,Equipment Repair & Maintenance,733.35,02/12/2015,Communities,,,,,
INSERTED DETAIL,200305,Amillan Ltd,50935529,R1601,Training - External,800.00,18/12/2015,Resources,,,,,
INSERTED DETAIL,228683,Anchor,50944062,R5806,Residential Care (Adults),2280.00,23/12/2015,People Group,,,,,
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,50933831,R5805,Homecare - External Domiciliary (Adults),1481.04,16/12/2015,People Group,,,,,
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,50933817,R5805,Homecare - External Domiciliary (Adults),1059.96,16/12/2015,People Group,,,,,
INSERTED DETAIL,230129,Angel Care Tamworth Ltd,50933806,R5805,Homecare - External Domiciliary (Adults),1335.84,16/12/2015,People Group,,,,,
INSERTED DETAIL,227027,Angels Healthcare Ltd,50934956,R5805,Homecare - External Domiciliary (Adults),1411.20,09/12/2015,People Group,,,,,
INSERTED DETAIL,227027,Angels Healthcare Ltd,50937875,R5805,Homecare - External Domiciliary (Adults),1411.20,24/12/2015,People Group,,,,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50922401,R4443,Professional Fees Admin,580.00,09/12/2015,Resources,,,,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50930820,R4443,Professional Fees Admin,560.00,11/12/2015,Resources,,,,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50939572,R4426,Medical Fees - Clients,1240.00,16/12/2015,People Group,,,,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50942759,R6104,Social Care - Section 17 Payments,690.00,22/12/2015,People Group,,,,,
INSERTED DETAIL,200349,Anglia D N A Services Ltd,50930819,R4443,Professional Fees Admin,560.00,24/12/2015,Resources,,,,,
INSERTED DETAIL,200351,Angloco Ltd,50935154,R4030,Materials,4653.00,10/12/2015,Communities,,,,,
INSERTED DETAIL,200351,Angloco Ltd,50936700,R4030,Materials,1907.00,14/12/2015,Communities,,,,,
INSERTED DETAIL,200351,Angloco Ltd,50937840,R4020,Fire Equipment Maintenance,2237.50,18/12/2015,Fire and Rescue,,,,,
INSERTED DETAIL,200389,Apetito Ltd,50940936,R5809,Adult Social Care Contracts,16136.38,17/12/2015,People Group,,,,,
INSERTED DETAIL,200393,Apollo Distribution Solutions,50943107,R4309,Postage & Carriage,521.75,24/12/2015,Other Services,,,,,
INSERTED DETAIL,210713,Apple Grove Day Nursery,50935982,R6106,Private Providers - Early Years Funding,519.75,14/12/2015,People Group,,,,,
INSERTED DETAIL,220479,Appleford School,50931538,R6107,SEN Statements Funding - Non-Maintained Schools,12246.00,18/12/2015,People Group,,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50932749,R5805,Homecare - External Domiciliary (Adults),1159.20,07/12/2015,People Group,,,,,
INSERTED DETAIL,215154,Applewood Support Ltd,50932746,R5805,Homecare - External Domiciliary (Adults),927.36,07/12/2015,People Group,,,,,
INSERTED DETAIL,200398,Apt Controls Ltd,50940995,R5702,Payments to External Contractors,823.14,22/12/2015,Communities,,,,,
INSERTED DETAIL,213826,Arbury Medical Centre,50935054,R5702,Payments to External Contractors,666.80,10/12/2015,Communities,,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50918373,R5848,Residential Care (Children),12160.00,02/12/2015,People Group,,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50930331,R5848,Residential Care (Children),17657.21,04/12/2015,People Group,,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50942808,R5848,Residential Care (Children),12160.00,24/12/2015,People Group,,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50935943,R5848,Residential Care (Children),12160.00,30/12/2015,People Group,,,,,
INSERTED DETAIL,228116,Archways Care Ltd,50935330,R5848,Residential Care (Children),12160.00,31/12/2015,People Group,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50925316,R2022,Building (LB),28613.10,02/12/2015,Resources,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50931055,R2022,Building (LB),3918.44,02/12/2015,Resources,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50925314,R2022,Building (LB),-30563.10,02/12/2015,Resources,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50928729,C1030,"New Construction, Conversion & Renovation",47997.38,04/12/2015,Capital,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50931053,C1030,"New Construction, Conversion & Renovation",82020.37,04/12/2015,Capital,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50930208,R4054,Furniture Curriculum,516.47,08/12/2015,Schools,,,,,
INSERTED DETAIL,200419,Arden Construction Ltd,50933684,C1030,"New Construction, Conversion & Renovation",42027.78,11/12/2015,Capital,,,,,
INSERTED DETAIL,226768,Arden Leisure Ltd t/a Studley Sports Centre,50918283,R2204,Room Hire - External,920.00,04/12/2015,Communities,,,,,
INSERTED DETAIL,226768,Arden Leisure Ltd t/a Studley Sports Centre,50931762,R2204,Room Hire - External,1840.00,31/12/2015,Communities,,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50917708,R4606,Pre-School Teachers Flexible Payments,916.86,01/12/2015,People Group,,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50928348,R4049,White Goods/Domestic Appliances,890.12,15/12/2015,Resources,,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50931138,R4049,White Goods/Domestic Appliances,2028.96,15/12/2015,Resources,,,,,
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),50924402,R4049,White Goods/Domestic Appliances,5313.78,15/12/2015,Resources,,,,,
INSERTED DETAIL,200438,Arnold Lodge  Preparatory School,50939202,R6107,SEN Statements Funding - Non-Maintained Schools,2213.00,16/12/2015,People Group,,,,,
INSERTED DETAIL,200439,Arqiva Ltd (****9678),50931330,R4506,IT Support & Maintenance,2585.10,18/12/2015,Fire and Rescue,,,,,
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),50934364,R5204,Concessionary Fares,1207.72,09/12/2015,Communities,,,,,
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),50934378,R5204,Concessionary Fares,11012.76,09/12/2015,Communities,,,,,
,,ASDA 4387,P-Card,,,570.50,07/01/2016,,,,,,
INSERTED DETAIL,221634,ASDA Pharmacy,50938349,R5702,Payments to External Contractors,550.52,18/12/2015,Communities,,,,,
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),50932157,R4701,Grants To External Organisations,3000.00,07/12/2015,Communities,,,,,
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),50940302,R6107,SEN Statements Funding - Non-Maintained Schools,2319.00,17/12/2015,People Group,,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50926425,C1030,"New Construction, Conversion & Renovation",35102.31,03/12/2015,Capital,,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50936086,C1030,"New Construction, Conversion & Renovation",98827.00,21/12/2015,Capital,,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50936083,C1030,"New Construction, Conversion & Renovation",59559.63,21/12/2015,Capital,,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50936588,C1030,"New Construction, Conversion & Renovation",50158.00,22/12/2015,Capital,,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50936589,C1030,"New Construction, Conversion & Renovation",162295.56,23/12/2015,Capital,,,,,
INSERTED DETAIL,208346,Ashe Construction Ltd,50940875,C1030,"New Construction, Conversion & Renovation",227265.81,24/12/2015,Capital,,,,,
INSERTED DETAIL,209807,Ashlawn School Academy Trust,50940308,R6107,SEN Statements Funding - Non-Maintained Schools,7928.00,17/12/2015,People Group,,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50930721,R4058,Books,10861.98,02/12/2015,Resources,,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50935158,R4058,Books,16233.46,10/12/2015,Resources,,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50940670,R4058,Books,8299.79,18/12/2015,Resources,,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50944155,R4058,Books,4725.42,24/12/2015,Resources,,,,,
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,50939896,R4058,Books,796.96,31/12/2015,Resources,,,,,
INSERTED DETAIL,226763,Aspect Care Home Ltd,50943890,R5806,Residential Care (Adults),2906.52,23/12/2015,People Group,,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50922405,R1101,Agency Staff Pay,1323.00,11/12/2015,Schools,,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50936056,R1101,Agency Staff Pay,567.00,18/12/2015,Schools,,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50933486,R1101,Agency Staff Pay,756.00,18/12/2015,Schools,,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50943141,R1101,Agency Staff Pay,756.00,22/12/2015,Schools,,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50933487,R1101,Agency Staff Pay,1817.00,24/12/2015,Schools,,,,,
INSERTED DETAIL,200472,Aspire People Ltd,50930583,R1101,Agency Staff Pay,708.00,24/12/2015,Schools,,,,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50924577,R4433,Sport Instruction,531.45,18/12/2015,Schools,,,,,
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,50933471,R4433,Sport Instruction,967.27,18/12/2015,Schools,,,,,
INSERTED DETAIL,214327,Association of Educational Psychologists (AEP),50935320,R1701,Staff Advertising,840.00,18/12/2015,People Group,,,,,
INSERTED DETAIL,208290,Atherstone Surgery (Dr Maher & Partners),50935058,R5702,Payments to External Contractors,3147.48,10/12/2015,Communities,,,,,
INSERTED DETAIL,208492,Atkins Ltd,50926901,R5702,Payments to External Contractors,17298.00,18/12/2015,Communities,,,,,
INSERTED DETAIL,208492,Atkins Ltd,50928320,C1050,External Fees,8225.00,24/12/2015,Capital,,,,,
INSERTED DETAIL,208492,Atkins Ltd,50932738,R2022,Building (LB),5227.22,31/12/2015,Resources,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50920611,C1050,External Fees,2597.00,04/12/2015,Capital,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50933660,R4409,Consultancy,7445.03,08/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50929052,R1101,Agency Staff Pay,8132.64,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50929039,R1101,Agency Staff Pay,11775.76,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50927411,R1101,Agency Staff Pay,12014.81,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50926749,R1101,Agency Staff Pay,11577.54,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50925296,R1101,Agency Staff Pay,16839.98,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50925295,R1101,Agency Staff Pay,8108.00,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50924554,R1101,Agency Staff Pay,8037.64,10/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50924430,R4409,Consultancy,6461.24,10/12/2015,Resources,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50922572,R1101,Agency Staff Pay,82732.32,11/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50927415,R1101,Agency Staff Pay,8633.91,11/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50936162,R1101,Agency Staff Pay,13001.37,15/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50931917,R4409,Consultancy,4510.00,17/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50931910,R4409,Consultancy,6325.00,17/12/2015,Communities,,,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50936639,R4409,Consultancy,11840.60,24/12/2015,Communities,,,,,
