,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
INSERTED DETAIL,230897,Avery Homes (Cannock) Ltd - Abbey Court Nursing Home,51037073,R5806,Residential Care (Adults),1952.00,13/06/2016,People Group,,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,51037076,R5806,Residential Care (Adults),11352.76,13/06/2016,People Group,,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,51037076,R5806,Residential Care (Adults),1668.44,13/06/2016,People Group,,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,51037076,R5806,Residential Care (Adults),3992.48,13/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51037658,R5805,Homecare - External Domiciliary (Adults),599.76,13/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51037756,R5805,Homecare - External Domiciliary (Adults),608.16,13/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51037739,R5851,Supported Living,2027.20,17/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041216,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041218,R5810,Adult Day Care,584.65,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041220,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041225,R5810,Adult Day Care,1730.52,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041227,R5810,Adult Day Care,584.65,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041228,R5810,Adult Day Care,2018.94,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041229,R5851,Supported Living,868.80,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041230,R5810,Adult Day Care,637.80,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041234,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041235,R5810,Adult Day Care,637.80,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041236,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041241,R5810,Adult Day Care,1201.88,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041245,R5810,Adult Day Care,1241.92,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041248,R5805,Homecare - External Domiciliary (Adults),752.96,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041250,R5810,Adult Day Care,2098.94,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041251,R5810,Adult Day Care,1776.31,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041252,R5805,Homecare - External Domiciliary (Adults),839.84,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041253,R5805,Homecare - External Domiciliary (Adults),839.84,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041256,R5851,Supported Living,810.88,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041264,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041267,R5810,Adult Day Care,555.52,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041161,R5810,Adult Day Care,637.80,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041213,R5810,Adult Day Care,690.95,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041175,R5810,Adult Day Care,2018.94,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041169,R5810,Adult Day Care,2018.94,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041168,R5810,Adult Day Care,810.88,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041162,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041165,R5810,Adult Day Care,1290.30,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51041167,R5810,Adult Day Care,1009.85,20/06/2016,People Group,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51042191,R5805,Homecare - External Domiciliary (Adults),6171.20,22/06/2016,People Group,,,,
INSERTED DETAIL,200534,Avon Workshop Supplies,51039521,R4030,Materials,554.00,17/06/2016,Communities,,,,
INSERTED DETAIL,216249,Avonside Health Centre,51042346,R5702,Payments to External Contractors,963.95,30/06/2016,Communities,,,,
INSERTED DETAIL,216249,Avonside Health Centre,51042341,R5702,Payments to External Contractors,583.45,30/06/2016,Communities,,,,
INSERTED DETAIL,216249,Avonside Health Centre,51042257,R5702,Payments to External Contractors,786.87,30/06/2016,Communities,,,,
INSERTED DETAIL,200538,Axiell ALM Ltd,51028184,R4512,Software,3852.49,02/06/2016,Communities,,,,
INSERTED DETAIL,200538,Axiell ALM Ltd,51029514,R4512,Software,1837.08,03/06/2016,Communities,,,,
