Supplier Name,Supplier ID,Payment Date,Amount,Spend Area, Account Code,Account Description,Internal Reference Number
ALLIED HEALTHCARE GROUP LTD,C22436,14/11/2011,"1,852.96",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1250268,1"
ALLIED HEALTHCARE GROUP LTD,C22436,14/11/2011,"1,968.16",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1249404,1"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,621.96,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1251316,1"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,628.80,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1241767,1"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,640.98,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1251314,1"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,787.83,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1251370,2"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,"1,632.38",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1241800,1"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,"1,640.28",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1251330,1"
ALLIED HEALTHCARE GROUP LTD,C22436,17/11/2011,"2,015.16",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1251388,1"
ALLIED HEALTHCARE GROUP LTD,C22436,21/11/2011,"1,059.49",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1251854,1"
ALMA LODGE HOTEL,C36580,07/11/2011,810.00,PEOPLE GROUP,N7GA,ACCOMODATION SERVICES - EXTERNAL,"ED1244615,1"
ALMA LODGE HOTEL,C36580,10/11/2011,512.00,PEOPLE GROUP,N7GA,ACCOMODATION SERVICES - EXTERNAL,"ED1244433,1"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249231,5"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249231,6"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"1,850.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249231,1"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"1,680.64",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249231,3"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"1,680.64",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249231,4"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"2,058.56",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249231,2"
ALPHA HEALTH CARE LIMITED,C24330,10/11/2011,"2,080.64",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249231,7"
ALPHA HEALTH CARE LIMITED,D10484,10/11/2011,"1,521.44",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249455,2"
ALPHA HEALTH CARE LIMITED,D10484,10/11/2011,"6,361.48",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249455,1"
ALPHA HEALTH CARE LIMITED,D15967,10/11/2011,"1,521.44",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249111,1"
ALPHA HEALTH CARE LIMITED,D15967,10/11/2011,"1,721.44",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249111,3"
ALPHA HEALTH CARE LIMITED,D15967,10/11/2011,"1,805.20",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249111,2"
ALSTON HOUSE,D10490,10/11/2011,"1,596.00",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1248936,1"
ALVESTON LEYS NURSING HOME,CG9332,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248937,2"
ALVESTON LEYS NURSING HOME,CG9332,10/11/2011,"3,200.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248937,1"
ANITA JANES LODGE,CD5512,10/11/2011,"1,207.96",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248941,1"
APPLE GROVE DAY NURSERY,U08253,21/11/2011,"1,294.95",PEOPLE GROUP,4321,PAYMENTS TO 3RD PARTIES FOR SERVICE PROVISION,"ED1243551,1"
ARDEN CONSTRUCTION LTD,C27715,28/11/2011,776.54,CAPITAL,C8,WORKS - DIRECT ORDERS,"ED1245005,1"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,10"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,11"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,12"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,14"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,16"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,2"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,3"
ARDEN HOUSE,C22465,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,5"
ARDEN HOUSE,C22465,10/11/2011,"2,080.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,15"
ARDEN HOUSE,C22465,10/11/2011,"2,142.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,4"
ARDEN HOUSE,C22465,10/11/2011,"2,142.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,17"
ARDEN HOUSE,C22465,10/11/2011,"2,160.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,13"
ARDEN HOUSE,C22465,10/11/2011,"2,400.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,1"
ARDEN HOUSE,C22465,10/11/2011,"2,450.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,7"
ARDEN HOUSE,C22465,10/11/2011,"2,940.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,8"
ARDEN HOUSE,C22465,10/11/2011,"8,470.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248942,9"
ASHLEY COURT CARE HOME,U02722,08/11/2011,"1,680.64",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1248944,1"
ATHORPE LODGE CARE HOME,U05652,08/11/2011,"1,888.00",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1248945,1"
ATLANTIS HEALTHCARE LTD,U04947,10/11/2011,"1,838.20",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1248973,1"
AUTISM CARE UK,CI1716,14/11/2011,"1,734.20",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1250709,1"
AUTISM WEST MIDLANDS,C20641,10/11/2011,"3,964.92",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248948,1"
AUTISM WEST MIDLANDS,C22623,10/11/2011,"8,023.20",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248947,1"
AUTISM WEST MIDLANDS,C22624,10/11/2011,"3,882.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249123,1"
AVENUE LODGE GUEST HOUSE,CG2581,08/11/2011,"1,368.00",PEOPLE GROUP,N7GA,ACCOMODATION SERVICES - EXTERNAL,"ED1244999,1"
AVERY HOMES NUNEATON LIMITED,U07021,10/11/2011,"4,008.02",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249465,2"
AVERY HOMES NUNEATON LIMITED,U07021,10/11/2011,"3,361.28",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249465,1"
AVERY HOMES NUNEATON LIMITED,U07021,10/11/2011,"12,150.52",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249465,3"
AVON SUPPORT LTD,U09597,24/11/2011,980.00,PEOPLE GROUP,D15A,DAYCENTRE - ADULT/ ELDERLY EXTERNAL,"SS1253577,1"
BAAF,CD9182,10/11/2011,"2,478.00",PEOPLE GROUP,N78A,FAMILY SUPPORT SERVICES,"ED1244847,1"
BADENOCH AND CLARK,C30395,07/11/2011,753.70,RESOURCES GROUP ,C07,AGENCY STAFF - SINGLE STATUS,"CL199393,1"
BANCROFT GARDENS,D10942,10/11/2011,"1,418.04",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248950,2"
BANCROFT GARDENS,D10942,10/11/2011,"1,510.32",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248950,3"
BANCROFT GARDENS,D10942,10/11/2011,"2,216.32",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248950,1"
BARCHESTER HEALTHCARE CASTLE RISE NURSING HOM,CJ4837,10/11/2011,"1,497.68",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1248982,1"
BARFORD PARK HOUSE LIMITED,CF4239,10/11/2011,"14,000.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE - EXTERNAL,"ED1245068,1"
BARFORD PARK HOUSE LIMITED,CF4239,10/11/2011,"14,200.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE - EXTERNAL,"ED1244432,1"
BARNA HOUSE REST HOME,D10956,10/11/2011,"1,450.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248951,1"
BARNARDOS,CK566Z,10/11/2011,"3,685.71",PEOPLE GROUP,F03A,FOSTER CARE - EXTERNAL,"ED1244906,1"
BARNARDOS,CK566Z,10/11/2011,"3,857.14",PEOPLE GROUP,F03A,FOSTER CARE - EXTERNAL,"ED1245085,1"
BARNARDOS SERVICES LTD,CE2475,10/11/2011,"33,172.25",PEOPLE GROUP,4R10,SERVICE CONTRACTS,"ED1240716,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,649.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248461,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,649.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248462,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,685.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248455,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,685.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248456,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,685.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248463,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,685.68,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248464,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,"1,082.72",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248459,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,"1,082.72",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248460,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,"1,299.36",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248453,1"
BARNFIELD CARE AGENCY,C22701,07/11/2011,"1,299.36",PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248454,1"
BEDWORTH HEATH LEISURE & ACTIVITY CENTRE,CL9539,10/11/2011,"3,281.25",PEOPLE GROUP,1410,RENTS,"ED1245140,1"
BEECH CLOSE RESIDENTIAL HOME,U09507,08/11/2011,"2,384.40",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248956,1"
BEECHWOOD GARDENS,C22711,10/11/2011,"1,819.40",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1248958,1"
BELLA HOME CARE LTD,U02439,03/11/2011,812.00,PEOPLE GROUP,H21A,HOMECARE EXTERNAL,"SS1248787,1"
BELVEDERE PARK NURSING HOME,CI5447,10/11/2011,"1,862.52",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1248959,1"
BEN-MOTOR & ALLIED,D11037,10/11/2011,"2,529.78",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249456,2"
BEN-MOTOR & ALLIED,D11037,10/11/2011,"3,244.04",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249456,4"
BEN-MOTOR & ALLIED,D11037,10/11/2011,"3,312.64",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249456,3"
BEN-MOTOR & ALLIED,D11037,10/11/2011,"1,521.44",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249456,1"
BEN-MOTOR & ALLIED,D11037,07/11/2011,"2,448.00",PEOPLE GROUP,1G21,SKILLS FOR CARE - TSI,"SS1248230,1"
BENTLEY HOUSE NURSING HOME LTD,C22722,10/11/2011,"1,630.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249326,2"
BENTLEY HOUSE NURSING HOME LTD,C22722,10/11/2011,"5,486.48",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249326,3"
BENTLEY HOUSE NURSING HOME LTD,C22722,03/11/2011,"4,111.16",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1248293,1"
BENTLEY HOUSE NURSING HOME LTD,C22722,10/11/2011,"6,473.28",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249326,4"
BENTLEY HOUSE NURSING HOME LTD,C22722,10/11/2011,"19,149.17",PEOPLE GROUP,R61A,RESIDENTIAL NURSING EXTERNAL,"SS1249326,1"
BENVARDEN RETIREMENT HOME,D11044,10/11/2011,"1,418.04",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248960,1"
BENVARDEN RETIREMENT HOME,D11044,10/11/2011,"1,560.00",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248960,2"
BE-SMART,U03757,10/11/2011,"4,646.52",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1248953,1"
BILL CHATER CARPENTRY SERVICES LIMITED,CI6516,10/11/2011,"1,044.00",PEOPLE GROUP,1510,FIXTURES AND FITTINGS,"ED1244978,1"
BILTON HOUSE,C22731,10/11/2011,"5,370.36",PEOPLE GROUP,R67A,RESIDENTIAL CARE EXTERNAL,"SS1249328,1"
BILTON HOUSE,C22731,10/11/2011,"8,403.20",PEOPLE GROUP,R64A,RESIDENTIAL EMI SERVICES EXTERNAL,"SS1249328,2"
BLAKEMORE FOODS SERVICE,C27413,07/11/2011,508.98,PEOPLE GROUP,5A30,PROVISIONS,"SS1247867,1"
BLAKEMORE FOODS SERVICE,C27413,07/11/2011,590.53,PEOPLE GROUP,5A30,PROVISIONS,"SS1247213,1"
BLAKEMORE FOODS SERVICE,C27413,14/11/2011,526.57,PEOPLE GROUP,5A30,PROVISIONS,"SS1249840,1"
BLAKEMORE FOODS SERVICE,C27413,14/11/2011,572.66,PEOPLE GROUP,5A30,PROVISIONS,"SS1249614,1"
BLAKEMORE FOODS SERVICE,C27413,21/11/2011,582.21,PEOPLE GROUP,5A30,PROVISIONS,"SS1252754,1"
