,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
INSERTED DETAIL,200145,Acorn Tree Surgery Ltd,51219997,R5706,Payments to Third Parties - Recoverable Operating Expenditure,"1,962.49",16/06/2017,Communities
INSERTED DETAIL,200146,Acorn Wood Day Nursery,51235542,R6106,Early Years Funding (PVIs and LA),"12,877.33",26/06/2017,Communities
INSERTED DETAIL,200152,Action 21,51219339,R5207,Re-useable Credits,"1,793.64",05/06/2017,Communities
INSERTED DETAIL,211087,Action Centres Uk Ltd,51217503,R4915,SCHOOLS ONLY Educational Visits Expenditure,"2,568.80",09/06/2017,Schools
INSERTED DETAIL,211087,Action Centres Uk Ltd,51223949,R4915,SCHOOLS ONLY Educational Visits Expenditure,"3,909.73",09/06/2017,Schools
INSERTED DETAIL,211087,Action Centres Uk Ltd,51230155,R4915,SCHOOLS ONLY Educational Visits Expenditure,500.00,23/06/2017,Schools
INSERTED DETAIL,215891,Action For Children (****6746),51218826,R5203,Payments / Contributions to Public Sector Organisations,"1,833.00",16/06/2017,People Group
INSERTED DETAIL,215891,Action For Children (****6746),51239473,R5802,Substitute Care,"1,833.00",30/06/2017,People Group
INSERTED DETAIL,220313,Adana Management Group Ltd,51212587,R1101,Agency Staff Pay,"1,945.80",02/06/2017,Resources
INSERTED DETAIL,220313,Adana Management Group Ltd,51227199,R1101,Agency Staff Pay,"2,287.35",30/06/2017,Resources
INSERTED DETAIL,200169,Addaction - Henley House,51215794,R5702,Payments to External Contractors,"255,993.30",08/06/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51217755,R5835,Residential and Inpatient Services,"6,120.00",09/06/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51217248,R5835,Residential and Inpatient Services,"2,040.00",09/06/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51218161,R5702,Payments to External Contractors,"21,691.66",15/06/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51220420,R5702,Payments to External Contractors,612.00,16/06/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51218734,R5702,Payments to External Contractors,"255,993.30",16/06/2017,Communities
INSERTED DETAIL,200169,Addaction - Henley House,51221363,R4612,Projects,"35,824.42",21/06/2017,Communities
INSERTED DETAIL,233077,ADM Care Homes Ltd t/a Beeches Care Home,51238273,R5806,Residential Care,"1,920.00",29/06/2017,People Group
INSERTED DETAIL,223797,Advance Trust T/A Vale of Evesham School,51219762,R6107,SEN Statements Funding,"4,357.69",16/06/2017,Communities
INSERTED DETAIL,223797,Advance Trust T/A Vale of Evesham School,51219757,R6107,SEN Statements Funding,"2,369.23",16/06/2017,Communities
INSERTED DETAIL,100301,Advent Estates Ltd t/a Kilsby House,51238384,R5806,Residential Care,"1,991.64",29/06/2017,People Group
INSERTED DETAIL,234005,AEDIS Regulatory Services Ltd,51225199,C1030,"New Construction, Conversion & Renovation","1,260.00",06/06/2017,Capital
INSERTED DETAIL,200201,Age UK Warwickshire,51224515,R5208,Recycling Credits - Contract Payments,525.00,01/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224515,R5208,Recycling Credits - Contract Payments,525.00,01/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224734,R5208,Recycling Credits - Contract Payments,975.00,01/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224734,R5208,Recycling Credits - Contract Payments,975.00,01/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224734,R5208,Recycling Credits - Contract Payments,"1,500.00",01/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224515,R5208,Recycling Credits - Contract Payments,"1,000.00",01/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224516,R5208,Recycling Credits - Contract Payments,"2,264.00",02/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51224516,R5208,Recycling Credits - Contract Payments,"3,412.85",02/06/2017,Communities
INSERTED DETAIL,200201,Age UK Warwickshire,51229598,R5807,Social Care Block Contracts,"1,846.00",16/06/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51229597,R5807,Social Care Block Contracts,"4,615.00",16/06/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51229599,R5807,Social Care Block Contracts,"4,615.00",16/06/2017,People Group
INSERTED DETAIL,200201,Age UK Warwickshire,51221445,R5807,Social Care Block Contracts,"5,000.00",22/06/2017,People Group
INSERTED DETAIL,205948,Agile Applications Ltd,51219575,R4506,IT Support & Maintenance,"6,028.23",16/06/2017,Communities
INSERTED DETAIL,200211,Airtay,51214630,R2751,Grounds Maintenance,"8,457.00",07/06/2017,Communities
INSERTED DETAIL,200211,Airtay,51214629,R5702,Payments to External Contractors,"3,475.00",07/06/2017,Communities
INSERTED DETAIL,208271,Airwave Solutions Ltd,51220275,R4506,IT Support & Maintenance,"1,282.00",16/06/2017,Fire and Rescue
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51238247,R5806,Residential Care,"6,688.36",29/06/2017,People Group
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51238247,R5806,Residential Care,"2,564.36",29/06/2017,People Group
INSERTED DETAIL,100245,Albemarle Rest Home Ltd,51238247,R5806,Residential Care,"3,600.00",29/06/2017,People Group
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,51233637,R6107,SEN Statements Funding,"3,308.00",20/06/2017,Communities
INSERTED DETAIL,208797,Alcester Academy (ACAD) School,51239051,R5501,Grants / Donations to External Organisations,"3,000.00",28/06/2017,Communities
INSERTED DETAIL,226756,Alcester Carpets & Curtains,51226189,R4055,SCHOOLS ONLY Furniture Admin,562.50,09/06/2017,Schools
INSERTED DETAIL,207814,Alcester Grammar School (Academy),51233689,R6107,SEN Statements Funding,"1,383.00",20/06/2017,Communities
INSERTED DETAIL,207814,Alcester Grammar School (Academy),51239056,R5501,Grants / Donations to External Organisations,"3,000.00",28/06/2017,Communities
INSERTED DETAIL,200237,Alcester Nursery Studio,51235519,R6106,Early Years Funding (PVIs and LA),"20,118.89",26/06/2017,Communities
INSERTED DETAIL,233437,Aldermans Green Primary School,51185695,R6107,SEN Statements Funding,"2,033.00",08/06/2017,Communities
INSERTED DETAIL,230845,Alison Marland Childminding,51235569,R6106,Early Years Funding (PVIs and LA),999.80,26/06/2017,Communities
INSERTED DETAIL,212639,All About Holes LTD,51222209,R4441,Professional Fees,"2,496.95",13/06/2017,Communities
INSERTED DETAIL,200109,All About People Counselling Services Ltd,51213941,R1408,Other Staffing Costs,"4,420.00",02/06/2017,Resources
INSERTED DETAIL,200109,All About People Counselling Services Ltd,51218363,R4410,Counselling Service,935.00,15/06/2017,Resources
INSERTED DETAIL,202796,All Blinds Ltd,51215949,R2022,Building (LB),"1,754.15",02/06/2017,Resources
INSERTED DETAIL,100004,Allambie Court Nursing Home,51238248,R5806,Residential Care,"18,514.17",29/06/2017,People Group
INSERTED DETAIL,100435,Allambie Enterprises,51238249,R5806,Residential Care,"1,655.92",29/06/2017,People Group
INSERTED DETAIL,207773,Allstar Business Solutions Ltd,51227961,R3001,Vehicle Operating Costs,"33,607.41",08/06/2017,Communities
INSERTED DETAIL,228198,Alpha Care Homes - Waters Edge,51238538,R5806,Residential Care,"1,931.08",29/06/2017,People Group
INSERTED DETAIL,200291,Alveston Cygnets,51235745,R6106,Early Years Funding (PVIs and LA),"10,787.53",26/06/2017,Communities
,,Amazon UK Retail Amazom,38820,,,620.00,30/06/2017,Communities
,,Amazon.Co.Uk,54963,,,"1,650.00",14/06/2017,Resources
,,Amazon.Co.Uk,51484,,,997.43,15/06/2017,Resources
INSERTED DETAIL,200298,Amber Crystal Cars,51237747,R3204,Home To School / College Transport,"1,140.00",27/06/2017,Communities
INSERTED DETAIL,223286,Ambion Contractors Ltd,51215753,R4010,Equipment Hire,"2,000.00",02/06/2017,Communities
INSERTED DETAIL,223286,Ambion Contractors Ltd,51228380,R4010,Equipment Hire,"4,025.00",30/06/2017,Communities
INSERTED DETAIL,233607,Anchor Trust ( Tandy Court),51238493,R5806,Residential Care,"1,744.00",29/06/2017,People Group
,,Angel Care Tamworth Ltd,,R5805,Homecare - External Domiciliary,"50,000.00",30/06/2017,People Group
INSERTED DETAIL,200351,Angloco Ltd,51229081,R4030,Materials,"2,045.63",13/06/2017,Communities
INSERTED DETAIL,200351,Angloco Ltd,51233329,R4030,Materials,"2,013.75",30/06/2017,Communities
INSERTED DETAIL,230228,Anya Court Care Home,51238254,R5806,Residential Care,"1,934.24",29/06/2017,People Group
INSERTED DETAIL,200389,Apetito Ltd,51226573,R5807,Social Care Block Contracts,-660.00,30/06/2017,People Group
INSERTED DETAIL,200389,Apetito Ltd,51226583,R5807,Social Care Block Contracts,536.25,30/06/2017,People Group
INSERTED DETAIL,200389,Apetito Ltd,51227231,R5807,Social Care Block Contracts,"14,722.37",30/06/2017,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51217445,R5805,Homecare - External Domiciliary,"1,335.60",09/06/2017,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51231645,R5805,Homecare - External Domiciliary,"1,328.18",15/06/2017,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51235214,R5851,Supported Living,"1,368.00",21/06/2017,People Group
INSERTED DETAIL,215154,Applewood Support Ltd,51235219,R5851,Supported Living,"1,176.07",21/06/2017,People Group
INSERTED DETAIL,225090,Appointree Ltd,51227207,R5850,Helping Services,541.67,08/06/2017,People Group
INSERTED DETAIL,200397,Apse,51219501,R4702,Subscriptions To Organisations,"3,436.00",16/06/2017,Resources
INSERTED DETAIL,213826,Arbury Medical Centre,51236525,R5702,Payments to External Contractors,610.05,30/06/2017,Communities
INSERTED DETAIL,230535,Archway Community College (Academy),51217390,R6107,SEN Statements Funding,"2,800.60",09/06/2017,Communities
INSERTED DETAIL,230535,Archway Community College (Academy),51219451,R6107,SEN Statements Funding,"2,550.21",16/06/2017,Communities
INSERTED DETAIL,200419,Arden Construction Ltd,51220385,C1030,"New Construction, Conversion & Renovation","18,064.74",01/06/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51229635,R2022,Building (LB),"18,054.10",16/06/2017,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51237778,R2022,Building (LB),"144,557.03",27/06/2017,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51237763,R2022,Building (LB),"16,635.18",27/06/2017,Resources
INSERTED DETAIL,200419,Arden Construction Ltd,51237765,C1030,"New Construction, Conversion & Renovation","20,885.96",27/06/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51236596,C1030,"New Construction, Conversion & Renovation","17,750.32",29/06/2017,Capital
INSERTED DETAIL,200419,Arden Construction Ltd,51236594,C1030,"New Construction, Conversion & Renovation","61,961.71",29/06/2017,Capital
INSERTED DETAIL,226768,Arden Leisure Ltd t/a Studley Sports Centre,51215836,R2201,Rents & Lettings,"1,840.00",02/06/2017,Communities
INSERTED DETAIL,229140,Arden Psychology Services Ltd,51222333,R4441,Professional Fees,"1,875.00",23/06/2017,People Group
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51220071,R4008,Equipment,"1,847.73",16/06/2017,Resources
INSERTED DETAIL,200429,Argos Business Solutions Ltd (****9518),51221461,R4008,Equipment,501.36,22/06/2017,Resources
INSERTED DETAIL,233649,Ark UK Programmes,51212703,R1601,Training,"4,515.00",01/06/2017,Schools
INSERTED DETAIL,217464,Armada Computer Publications Ltd,51220635,R1601,Training,"1,188.00",21/06/2017,Communities
INSERTED DETAIL,233778,Arnold Plant Hire Ltd,51215780,R4008,Equipment,700.00,29/06/2017,Communities
INSERTED DETAIL,233778,Arnold Plant Hire Ltd,51228320,R4008,Equipment,"5,750.00",30/06/2017,Communities
INSERTED DETAIL,200441,Arriva Midlands North Ltd (****4814),51237509,R5704,Public Transport,"16,400.00",27/06/2017,Communities
INSERTED DETAIL,232954,Arrow ECS UK,51194203,R1601,Training,"3,740.00",02/06/2017,Resources
INSERTED DETAIL,233497,ART PROJECTS FOR SCHOOLS LTD,51213589,R4056,SCHOOLS ONLY Learning Resources Curriculum,665.25,02/06/2017,Schools
INSERTED DETAIL,221634,ASDA Pharmacy,51229242,R5702,Payments to External Contractors,741.56,19/06/2017,Communities
INSERTED DETAIL,213431,Ash Green School & Arts College (Academy),51233655,R6107,SEN Statements Funding,"1,880.00",20/06/2017,Communities
INSERTED DETAIL,208346,Ashe Construction Ltd,51228008,C1030,"New Construction, Conversion & Renovation","52,692.29",06/06/2017,Capital
INSERTED DETAIL,208346,Ashe Construction Ltd,51236597,C1030,"New Construction, Conversion & Renovation","181,666.00",27/06/2017,Capital
INSERTED DETAIL,209807,Ashlawn School Academy Trust,51233684,R6107,SEN Statements Funding,"7,966.00",20/06/2017,Communities
INSERTED DETAIL,200465,Ashleigh Nursery School,51235641,R6106,Early Years Funding (PVIs and LA),"18,515.47",26/06/2017,Communities
INSERTED DETAIL,227882,Ashwood Gifts Ltd,51227946,R4044,Stock For Re-Sale Or Hire,"1,144.27",30/06/2017,Communities
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51214596,R4058,"Books, Newspapers & Publications","1,002.76",02/06/2017,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51228561,R4058,"Books, Newspapers & Publications","8,875.54",07/06/2017,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51230239,R4058,"Books, Newspapers & Publications","1,925.88",09/06/2017,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51218389,R4058,"Books, Newspapers & Publications",683.88,15/06/2017,Resources
INSERTED DETAIL,200468,Askews And Holts Library Services Ltd.,51235445,R4058,"Books, Newspapers & Publications","12,551.79",22/06/2017,Resources
INSERTED DETAIL,231102,Askham Village Community Ltd,51238260,R5806,Residential Care,"5,469.32",29/06/2017,People Group
INSERTED DETAIL,226763,Aspect Care Home Ltd,51238261,R5806,Residential Care,"3,028.48",29/06/2017,People Group
INSERTED DETAIL,999982,Aspire in Arts,51236157,R5501,Grants / Donations to External Organisations,"1,842.00",26/06/2017,Communities
INSERTED DETAIL,200472,Aspire People Ltd,51212704,R1101,Agency Staff Pay,975.00,01/06/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51214570,R1101,Agency Staff Pay,588.00,02/06/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51212859,R1101,Agency Staff Pay,945.00,02/06/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51215319,R1101,Agency Staff Pay,975.00,07/06/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51220181,R1101,Agency Staff Pay,780.00,16/06/2017,Schools
INSERTED DETAIL,200472,Aspire People Ltd,51223981,R1101,Agency Staff Pay,567.00,23/06/2017,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51215746,R4433,SCHOOLS ONLY Sport Instruction,678.60,08/06/2017,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51217493,R4433,SCHOOLS ONLY Sport Instruction,967.27,14/06/2017,Schools
INSERTED DETAIL,214538,Aspire Sports Health & Fitness Ltd,51220414,R4433,SCHOOLS ONLY Sport Instruction,514.28,16/06/2017,Schools
INSERTED DETAIL,227903,Asset Utilities Ltd.,51234505,R4409,Consultancy,"6,700.00",30/06/2017,Resources
INSERTED DETAIL,200489,Astech Consultants Ltd,51225176,R4506,IT Support & Maintenance,"7,911.88",29/06/2017,Resources
INSERTED DETAIL,228269,Aston Hill Editorial,51225346,R4441,Professional Fees,704.85,29/06/2017,Resources
INSERTED DETAIL,210825,ATG Access Ltd,51225285,R5702,Payments to External Contractors,"1,332.50",29/06/2017,Communities
INSERTED DETAIL,208492,Atkins Ltd,51220398,R4612,Projects,"14,400.00",01/06/2017,Communities
INSERTED DETAIL,208492,Atkins Ltd,51222163,C1030,"New Construction, Conversion & Renovation","7,500.00",05/06/2017,Capital
INSERTED DETAIL,208492,Atkins Ltd,51234307,R2023,Mechanical (LM),"1,215.48",21/06/2017,Resources
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51213984,R1101,Agency Staff Pay,"12,135.52",02/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51216941,R1101,Agency Staff Pay,"112,377.28",08/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51216967,R1101,Agency Staff Pay,"12,058.64",09/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51216771,R1101,Agency Staff Pay,"1,792.00",09/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51216967,R1101,Agency Staff Pay,"3,782.99",09/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51230049,R1101,Agency Staff Pay,"56,430.03",13/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51230051,R1101,Agency Staff Pay,"3,682.84",13/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51226334,R1101,Agency Staff Pay,"2,867.20",23/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51230076,R1101,Agency Staff Pay,"6,675.36",23/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51237627,R4409,Consultancy,"5,779.20",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51237808,R4441,Professional Fees,"9,365.28",27/06/2017,Resources
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51237620,R4409,Consultancy,"2,148.00",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51227211,R1101,Agency Staff Pay,"35,887.41",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51227215,R1101,Agency Staff Pay,"2,105.92",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51228244,R1101,Agency Staff Pay,"13,449.61",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51228291,R1101,Agency Staff Pay,"3,040.53",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51228293,R1101,Agency Staff Pay,"15,133.08",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51229264,R1101,Agency Staff Pay,"8,774.44",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51231660,R1101,Agency Staff Pay,"79,629.92",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51233276,R1101,Agency Staff Pay,"2,965.44",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51233280,R1101,Agency Staff Pay,"3,314.73",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51233280,R1101,Agency Staff Pay,"5,373.48",27/06/2017,Communities
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,51241021,R1101,Agency Staff Pay,"3,459.68",29/06/2017,Communities
INSERTED DETAIL,200505,ATS Euromaster Ltd,51235429,R3004,Repair & Maintenance Of Vehicles,"4,362.44",30/06/2017,Communities
INSERTED DETAIL,231497,AUSPAX,51218718,R4030,Materials,724.05,02/06/2017,Communities
INSERTED DETAIL,231497,AUSPAX,51232278,R4030,Materials,500.30,15/06/2017,Communities
INSERTED DETAIL,231497,AUSPAX,51232286,R4030,Materials,915.35,30/06/2017,Communities
INSERTED DETAIL,200516,Austrey Pre School,51235582,R6106,Early Years Funding (PVIs and LA),"4,710.97",26/06/2017,Communities
INSERTED DETAIL,209552,Authorised Publications Ltd,51241765,R5802,Substitute Care,750.00,30/06/2017,People Group
INSERTED DETAIL,209552,Authorised Publications Ltd,51241762,R5802,Substitute Care,750.00,30/06/2017,People Group
INSERTED DETAIL,100007,Autism West Midlands,51238264,R5806,Residential Care,"6,523.42",29/06/2017,People Group
INSERTED DETAIL,100008,Autism West Midlands (Oakfield House),51238429,R5806,Residential Care,"4,071.60",29/06/2017,People Group
INSERTED DETAIL,100001,Autism West Midlands (Pinetrees),51238265,R5806,Residential Care,"4,082.80",29/06/2017,People Group
INSERTED DETAIL,230897,Avery Homes (Cannock) Ltd - Abbey Court Nursing Home,51238238,R5806,Residential Care,"2,020.52",29/06/2017,People Group
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,51238243,R5806,Residential Care,"4,731.08",29/06/2017,People Group
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,51238243,R5806,Residential Care,"15,899.42",29/06/2017,People Group
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,51238243,R5806,Residential Care,"2,001.72",29/06/2017,People Group
INSERTED DETAIL,229010,Avon Navigation Trust,51216247,R5702,Payments to External Contractors,"3,060.00",09/06/2017,Communities
INSERTED DETAIL,223426,Avon Park School,51232590,R6107,SEN Statements Funding,"19,821.67",16/06/2017,Communities
INSERTED DETAIL,223426,Avon Park School,51219791,R6107,SEN Statements Funding,"-18,894.00",16/06/2017,Communities
INSERTED DETAIL,223426,Avon Park School,51219882,R6107,SEN Statements Funding,"18,333.33",16/06/2017,Communities
INSERTED DETAIL,223426,Avon Park School,51220056,R6107,SEN Statements Funding,"-4,999.99",16/06/2017,Communities
INSERTED DETAIL,223426,Avon Park School,51234929,R6107,SEN Statements Funding,"16,612.67",21/06/2017,Communities
INSERTED DETAIL,213122,Avon Support Ltd,51224507,R5803,Daycare External,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224719,R5803,Daycare External,"1,578.96",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224720,R5803,Daycare External,"1,842.12",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224721,R5803,Daycare External,531.50,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224725,R5851,Supported Living,863.04,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224727,R5851,Supported Living,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224728,R5803,Daycare External,"1,275.52",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224729,R5851,Supported Living,"8,704.20",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224730,R5803,Daycare External,"1,300.32",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224731,R5803,Daycare External,596.31,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224771,R5803,Daycare External,550.00,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224772,R5803,Daycare External,"1,532.52",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224773,R5851,Supported Living,"5,847.24",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223159,R5803,Daycare External,"2,662.56",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223166,R5851,Supported Living,"1,402.44",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223176,R5851,Supported Living,956.04,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223195,R5803,Daycare External,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223225,R5803,Daycare External,"1,842.12",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223228,R5803,Daycare External,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223229,R5803,Daycare External,758.94,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223231,R5803,Daycare External,"1,617.38",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223235,R5803,Daycare External,704.73,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223252,R5803,Daycare External,"1,842.12",06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223266,R5803,Daycare External,650.52,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223271,R5803,Daycare External,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223280,R5803,Daycare External,704.73,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223294,R5803,Daycare External,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51223306,R5803,Daycare External,813.15,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224498,R5803,Daycare External,921.57,06/06/2017,People Group
INSERTED DETAIL,213122,Avon Support Ltd,51224500,R5803,Daycare External,"1,711.05",06/06/2017,People Group
