election_id,election_type,election_date,district_name,division_name,division_url,division_openlylocal_id,result_votes_total,result_url,candidate_votes,candidate_elected,party_name,party_short_name,party_resource_uri,person_id,person_first_name,person_middle_names,person_last_name,person_all_names
3,council,07/06/2001,Stratford,Bidford-on-Avon ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/13f78713f044de4480256ffc002c5dd8?OpenDocument,9846,4767,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EE583AF35E6F342780256A6200335F82,2266,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3213,Brian,Walter,Slaughter,BrianWalterSlaughter
3,council,07/06/2001,North Warwickshire,Coleshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/0681c6bdb72b5d2080256ffc002c5dc2?OpenDocument,9851,3215,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/56E376525C50775F80256A6200335F83,994,0,Independent,Ind,NULL,3217,Christine,Robina,Stuart,ChristineRobinaStuart
3,council,07/06/2001,North Warwickshire,Coleshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/0681c6bdb72b5d2080256ffc002c5dc2?OpenDocument,9851,3215,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/56E376525C50775F80256A6200335F83,1045,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3214,Peter,,Fowler,PeterFowler
3,council,07/06/2001,North Warwickshire,Coleshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/0681c6bdb72b5d2080256ffc002c5dc2?OpenDocument,9851,3215,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/56E376525C50775F80256A6200335F83,972,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3215,Christopher,,Bain,ChristopherBain
3,council,07/06/2001,North Warwickshire,Coleshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/0681c6bdb72b5d2080256ffc002c5dc2?OpenDocument,9851,3215,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/56E376525C50775F80256A6200335F83,204,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3216,Charles,Stuart Douglas,Gray,CharlesStuart DouglasGray
3,council,07/06/2001,Warwick,Cubbington ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/e963195e2424edfd80256ffc002c5dd9?OpenDocument,9852,4664,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/C9FB65E8C86BEE5280256A6200335F86,669,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2886,David,Owen,Evans,DavidOwenEvans
3,council,07/06/2001,Warwick,Cubbington ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/e963195e2424edfd80256ffc002c5dd9?OpenDocument,9852,4664,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/C9FB65E8C86BEE5280256A6200335F86,198,0,Green,Green,http://openelectiondata.org/id/parties/64,2883,Gareth,John,Davies,GarethJohnDavies
3,council,07/06/2001,Warwick,Cubbington ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/e963195e2424edfd80256ffc002c5dd9?OpenDocument,9852,4664,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/C9FB65E8C86BEE5280256A6200335F86,2088,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3098,Clifford,Samuel,Cleaver,CliffordSamuelCleaver
3,council,07/06/2001,Warwick,Cubbington ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/e963195e2424edfd80256ffc002c5dd9?OpenDocument,9852,4664,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/C9FB65E8C86BEE5280256A6200335F86,1709,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3218,Humphrey,,Griffiths,HumphreyGriffiths
3,council,07/06/2001,Rugby,Dunchurch ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/4322db7cbe228d6b80256ffc002c5dbe?OpenDocument,9853,4508,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/E898F1AF2DEE9B0A80256A6200335F88,763,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3220,Phyllis,,Allen,PhyllisAllen
3,council,07/06/2001,Rugby,Dunchurch ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/4322db7cbe228d6b80256ffc002c5dbe?OpenDocument,9853,4508,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/E898F1AF2DEE9B0A80256A6200335F88,2824,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3099,Gordon,Dean,Collett,GordonDeanCollett
3,council,07/06/2001,Rugby,Dunchurch ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/4322db7cbe228d6b80256ffc002c5dbe?OpenDocument,9853,4508,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/E898F1AF2DEE9B0A80256A6200335F88,921,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3219,Kathleen,,Hayter,KathleenHayter
3,council,07/06/2001,Rugby,Earl Craven ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/c85e26a5a1d98e8b80256ffc002c5dd5?OpenDocument,9854,3830,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/D244CE4908E744F480256A6200335F89,1695,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3221,David,,Elson,DavidElson
3,council,07/06/2001,Rugby,Earl Craven ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/c85e26a5a1d98e8b80256ffc002c5dd5?OpenDocument,9854,3830,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/D244CE4908E744F480256A6200335F89,2135,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3222,Martin,Wilfred,Brassington,MartinWilfredBrassington
3,council,07/06/2001,Rugby,Fosse ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/1b6fc7727b089cc280256ffc002c5dce?OpenDocument,9857,4534,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/8ACA588D585270A880256A6200335F8C,2865,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2909,Robert,Phillip Lort,Morris-Jones,RobertPhillip LortMorris-Jones
3,council,07/06/2001,Rugby,Fosse ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/1b6fc7727b089cc280256ffc002c5dce?OpenDocument,9857,4534,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/8ACA588D585270A880256A6200335F8C,1669,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3109,Douglas,,Hall,DouglasHall
3,council,07/06/2001,North Warwickshire,Hartshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/adbac5eb60f0468680256ffc002c5dda?OpenDocument,9858,3825,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EAC4F51FFFDD054D80256A6200335F8E,1090,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3223,Kathleen,Ada,Johnston,KathleenAdaJohnston
3,council,07/06/2001,North Warwickshire,Hartshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/adbac5eb60f0468680256ffc002c5dda?OpenDocument,9858,3825,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EAC4F51FFFDD054D80256A6200335F8E,2050,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2912,Richard,John,Grant,RichardJohnGrant
3,council,07/06/2001,North Warwickshire,Hartshill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/adbac5eb60f0468680256ffc002c5dda?OpenDocument,9858,3825,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EAC4F51FFFDD054D80256A6200335F8E,685,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3224,David,,Milligan,DavidMilligan
3,council,07/06/2001,Stratford,Henley-in-Arden ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/b01c0b7d6e74ca3b80256ffc002c5dc3?OpenDocument,9859,3761,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/090F6AA2363D182380256A6200335F91,2409,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3113,George,,Atkinson,GeorgeAtkinson
3,council,07/06/2001,Stratford,Henley-in-Arden ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/b01c0b7d6e74ca3b80256ffc002c5dc3?OpenDocument,9859,3761,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/090F6AA2363D182380256A6200335F91,465,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3114,Michael,Vincent,Rigby,MichaelVincentRigby
3,council,07/06/2001,Stratford,Henley-in-Arden ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/b01c0b7d6e74ca3b80256ffc002c5dc3?OpenDocument,9859,3761,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/090F6AA2363D182380256A6200335F91,887,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3225,Anastasia,,Wright,AnastasiaWright
3,council,07/06/2001,Warwick,Kenilworth Abbey ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/9f5b30aab5b9f66c80256ffc002c5dd3?OpenDocument,9860,4636,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/5DD4F31059A677B580256A6200335F93,983,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3227,David,John,Peggs,DavidJohnPeggs
3,council,07/06/2001,Warwick,Kenilworth Abbey ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/9f5b30aab5b9f66c80256ffc002c5dd3?OpenDocument,9860,4636,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/5DD4F31059A677B580256A6200335F93,1710,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3226,Joanna,Mary,Illingworth,JoannaMaryIllingworth
3,council,07/06/2001,Warwick,Kenilworth Abbey ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/9f5b30aab5b9f66c80256ffc002c5dd3?OpenDocument,9860,4636,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/5DD4F31059A677B580256A6200335F93,1754,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3228,Haydn,Alan,Thomas,HaydnAlanThomas
3,council,07/06/2001,Warwick,Kenilworth Abbey ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/9f5b30aab5b9f66c80256ffc002c5dd3?OpenDocument,9860,4636,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/5DD4F31059A677B580256A6200335F93,189,0,Green,Green,http://openelectiondata.org/id/parties/64,3229,Claire,Elizabeth,Smith,ClaireElizabethSmith
3,council,07/06/2001,Warwick,Kenilworth St. John's ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/2e3d8c84cf94db6b80256ffc002c5de2?OpenDocument,9862,5411,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/F4C9795E3441EF5880256A6200335F94,1568,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3230,Alan,Terence,Ainsworth,AlanTerenceAinsworth
3,council,07/06/2001,Warwick,Kenilworth St. John's ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/2e3d8c84cf94db6b80256ffc002c5de2?OpenDocument,9862,5411,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/F4C9795E3441EF5880256A6200335F94,1042,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3122,Douglas,Alan,Golby,DouglasAlanGolby
3,council,07/06/2001,Warwick,Kenilworth St. John's ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/2e3d8c84cf94db6b80256ffc002c5de2?OpenDocument,9862,5411,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/F4C9795E3441EF5880256A6200335F94,215,0,Green,Green,http://openelectiondata.org/id/parties/64,3124,Philippa,Cecily,Austin,PhilippaCecilyAustin
3,council,07/06/2001,Warwick,Kenilworth St. John's ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/2e3d8c84cf94db6b80256ffc002c5de2?OpenDocument,9862,5411,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/F4C9795E3441EF5880256A6200335F94,2586,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3120,Alan,James Lancaster,Cockburn,AlanJames LancasterCockburn
3,council,07/06/2001,Stratford,Kineton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/1eed8be0a643995880256ffc002c5dde?OpenDocument,9863,4075,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EA63B4F1B8CDDB7780256A6200335F98,1967,1,Conservative,Con,http://openelectiondata.org/id/parties/25,3172,Isobel,Elizabeth,Seccombe,IsobelElizabethSeccombe
3,council,07/06/2001,Stratford,Kineton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/1eed8be0a643995880256ffc002c5dde?OpenDocument,9863,4075,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EA63B4F1B8CDDB7780256A6200335F98,529,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3080,Martyn,Geoffrey,Ashford,MartynGeoffreyAshford
3,council,07/06/2001,Stratford,Kineton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/1eed8be0a643995880256ffc002c5dde?OpenDocument,9863,4075,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EA63B4F1B8CDDB7780256A6200335F98,1579,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3234,Alan,Clive,Higgs,AlanCliveHiggs
3,council,07/06/2001,North Warwickshire,Kingsbury ,http://www.warwickshire.gov.uk/corporate/committe.nsf/0/e9fa14772b23437480256ffc002c5dca?OpenDocument,9864,3631,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/27118DA065DF245E80256A6200335F99,986,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3235,Stuart,,Swann,StuartSwann
3,council,07/06/2001,North Warwickshire,Kingsbury ,http://www.warwickshire.gov.uk/corporate/committe.nsf/0/e9fa14772b23437480256ffc002c5dca?OpenDocument,9864,3631,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/27118DA065DF245E80256A6200335F99,1953,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3236,Leslie,William,Forsyth,LeslieWilliamForsyth
3,council,07/06/2001,North Warwickshire,Kingsbury ,http://www.warwickshire.gov.uk/corporate/committe.nsf/0/e9fa14772b23437480256ffc002c5dca?OpenDocument,9864,3631,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/27118DA065DF245E80256A6200335F99,692,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3127,Andrew,Roy,Jenns,AndrewRoyJenns
3,council,07/06/2001,Warwick,Leamington Brunswick ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/86f064b29b89015b80256ffc002c5dc6?OpenDocument,9866,3620,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/3EFAAE1D196020F280256A6200335F9C,575,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3237,Jeremy,Paul,Wright,JeremyPaulWright
3,council,07/06/2001,Warwick,Leamington Brunswick ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/86f064b29b89015b80256ffc002c5dc6?OpenDocument,9866,3620,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/3EFAAE1D196020F280256A6200335F9C,2282,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3132,Mota,,Singh,MotaSingh
3,council,07/06/2001,Warwick,Leamington Brunswick ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/86f064b29b89015b80256ffc002c5dc6?OpenDocument,9866,3620,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/3EFAAE1D196020F280256A6200335F9C,536,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3133,Jeffrey,Michael,Hannan,JeffreyMichaelHannan
3,council,07/06/2001,Warwick,Leamington Brunswick ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/86f064b29b89015b80256ffc002c5dc6?OpenDocument,9866,3620,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/3EFAAE1D196020F280256A6200335F9C,227,0,Green,Green,http://openelectiondata.org/id/parties/64,3238,Jonathan,Marc,Hofsetter,JonathanMarcHofsetter
3,council,07/06/2001,Warwick,Leamington Milverton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/0a4e20402cf5a06280256ffc002c5dc8?OpenDocument,9867,4126,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BEA6E5F93CFD4A4180256A6200335FA3,185,0,Green,Green,http://openelectiondata.org/id/parties/64,3252,Tessa,Alexandra,Kingsley,TessaAlexandraKingsley
3,council,07/06/2001,Warwick,Leamington Milverton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/0a4e20402cf5a06280256ffc002c5dc8?OpenDocument,9867,4126,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BEA6E5F93CFD4A4180256A6200335FA3,1093,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3250,Martin,,Hainsworth,MartinHainsworth
3,council,07/06/2001,Warwick,Leamington Milverton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/0a4e20402cf5a06280256ffc002c5dc8?OpenDocument,9867,4126,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BEA6E5F93CFD4A4180256A6200335FA3,1050,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3251,Matthew,Jeremy,Hall,MatthewJeremyHall
3,council,07/06/2001,Warwick,Leamington Milverton ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/0a4e20402cf5a06280256ffc002c5dc8?OpenDocument,9867,4126,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BEA6E5F93CFD4A4180256A6200335FA3,1798,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,2947,Christopher,Charles Lawson,Davis,ChristopherCharles LawsonDavis
3,council,07/06/2001,Warwick,Leamington Willes ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/7bc696036feadcf180256ffc002c5dcf?OpenDocument,9869,3881,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BF76890A085773D680256A6200335FA4,2388,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3143,Timothy,William Murray,Naylor,TimothyWilliam MurrayNaylor
3,council,07/06/2001,Warwick,Leamington Willes ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/7bc696036feadcf180256ffc002c5dcf?OpenDocument,9869,3881,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BF76890A085773D680256A6200335FA4,465,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3249,Marion,Mitchell,Blain,MarionMitchellBlain
3,council,07/06/2001,Warwick,Leamington Willes ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/7bc696036feadcf180256ffc002c5dcf?OpenDocument,9869,3881,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BF76890A085773D680256A6200335FA4,251,0,Green,Green,http://openelectiondata.org/id/parties/64,2963,Andrew,,Stevenson,AndrewStevenson
3,council,07/06/2001,Warwick,Leamington Willes ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/7bc696036feadcf180256ffc002c5dcf?OpenDocument,9869,3881,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/BF76890A085773D680256A6200335FA4,777,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3131,John,Leonard,Peake,JohnLeonardPeake
3,council,07/06/2001,Nuneaton and Bedworth,Nuneaton Abbey ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/5e055f48ca32f46180256ffc002c5dd4?OpenDocument,9871,2998,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/0ECCB558E2D4BC5D80256A6200335FA7,856,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3253,Jonathan,Rodney,Farmer,JonathanRodneyFarmer
3,council,07/06/2001,Nuneaton and Bedworth,Nuneaton Abbey ,http://www.warwickshire.gov.uk/corporate/committe.nsf/66313d7210fd430680256a140057d7fa/5e055f48ca32f46180256ffc002c5dd4?OpenDocument,9871,2998,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/0ECCB558E2D4BC5D80256A6200335FA7,2142,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3254,Ronald,,McIntosh,RonaldMcIntosh
3,council,07/06/2001,Nuneaton and Bedworth,Nuneaton Camp Hill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/a2e35a42e53388ff80256ffc002c5dcc?OpenDocument,9872,2459,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/303C6391AE85E10B80256A6200335FAD,790,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3258,Stanley,John,Snow,StanleyJohnSnow
3,council,07/06/2001,Nuneaton and Bedworth,Nuneaton Camp Hill ,http://www.warwickshire.gov.uk/corporate/committe.nsf/d2d81776d1ed546080256a140057d7f9/a2e35a42e53388ff80256ffc002c5dcc?OpenDocument,9872,2459,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/303C6391AE85E10B80256A6200335FAD,1669,1,Labour,Lab,http://openelectiondata.org/id/parties/6,3152,Sidney,Richard,Tooth,SidneyRichardTooth
