Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Directorate,
236184,Ashby and Croft Manufacturing Ltd,51444373,C1030,"New Construction, Conversion & Renovation","30,036.29",12/10/2018,Capital,
236184,Ashby and Croft Manufacturing Ltd,51444379,C1030,"New Construction, Conversion & Renovation","30,650.87",12/10/2018,Capital,
236184,Ashby and Croft Manufacturing Ltd,51447144,C1030,"New Construction, Conversion & Renovation","5,300.00",19/10/2018,Capital,
208346,Ashe Construction Ltd,51449973,C1030,"New Construction, Conversion & Renovation","95,851.75",25/10/2018,Capital,
209807,Ashlawn School Academy Trust,51442906,R6109,Funding payment to Academies and Non WCC Schools,"2,400.00",01/10/2018,Communities,
209807,Ashlawn School Academy Trust,51449669,R6107,SEN Statements Funding,"12,072.00",19/10/2018,Communities,
200468,Askews And Holts Library Services Ltd.,51433988,R4058,"Books, Newspapers & Publications",773.45,04/10/2018,Resources,
999982,Aspects Building Services Ltd,51445674,R5702,Payments to External Contractors,"8,000.00",09/10/2018,Communities,
200472,Aspire People Ltd,51440270,R1101,Agency Staff Pay,569.00,19/10/2018,Schools,
214538,Aspire Sports Health & Fitness Ltd,51440280,R4441,Professional Fees,540.00,19/10/2018,Schools,
227903,Asset Utilities Ltd,51444367,R2024,Property Services Electrical (LE),500.00,05/10/2018,Resources,
227903,Asset Utilities Ltd,51444374,R2022,Property Services Building (LB),"1,800.00",05/10/2018,Resources,
208290,Atherstone Surgery (Dr Maher & Partners),51451871,R5702,Payments to External Contractors,"1,049.16",30/10/2018,Communities,
208290,Atherstone Surgery (Dr Maher & Partners),51451895,R5702,Payments to External Contractors,"1,176.00",30/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51440077,R1101,Agency Staff Pay,"14,743.65",09/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51445362,C1050,External Fees,"13,816.50",09/10/2018,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51445364,C1050,External Fees,"25,380.00",09/10/2018,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51436541,C1050,External Fees,"1,637.90",11/10/2018,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51446651,R1101,Agency Staff Pay,654.39,11/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51446672,R5702,Payments to External Contractors,"4,525.79",11/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51446640,R4409,Consultancy,"3,813.49",12/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51446643,R4409,Consultancy,"13,562.16",12/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51446636,R1101,Agency Staff Pay,"39,255.05",15/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51446645,R1101,Agency Staff Pay,"123,146.39",19/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51448709,R1101,Agency Staff Pay,"-21,869.34",19/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51448716,R1101,Agency Staff Pay,"21,869.34",19/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51449431,R1101,Agency Staff Pay,"24,305.40",19/10/2018,Communities,
200502,Atkins Ltd  t/a Faithful Gould,51440968,R4409,Consultancy,"2,592.00",24/10/2018,Fire and Rescue,
200502,Atkins Ltd  t/a Faithful Gould,51444728,C1050,External Fees,"6,248.63",26/10/2018,Capital,
200502,Atkins Ltd  t/a Faithful Gould,51444724,C1050,External Fees,952.24,26/10/2018,Capital,
227786,ATT t/a Mildenhall College Academy,51442853,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
999982,Aviva,51453479,R9202,"Sales, Fees & Charges",803.22,31/10/2018,People Directorate,
221151,Avon Healthcare Ltd t/a Avon Pharmacy,51445556,R5702,Payments to External Contractors,518.00,12/10/2018,Communities,
216249,Avonside Health Centre,51451829,R5702,Payments to External Contractors,666.80,30/10/2018,Communities,
216249,Avonside Health Centre,51451808,R5702,Payments to External Contractors,874.30,30/10/2018,Communities,
233756,AXCIS Education,51438264,R1101,Agency Staff Pay,597.50,17/10/2018,Communities,
233756,AXCIS Education,51438265,R1101,Agency Staff Pay,597.50,17/10/2018,Communities,
233756,AXCIS Education,51440487,R1101,Agency Staff Pay,597.50,19/10/2018,Communities,
233756,AXCIS Education,51441727,R1101,Agency Staff Pay,597.50,26/10/2018,Communities,
213427,Aylesford School And Sixth Form College (Academy),51442820,R6109,Funding payment to Academies and Non WCC Schools,"1,200.00",01/10/2018,Communities,
213427,Aylesford School And Sixth Form College (Academy),51443468,R5501,Grants / Donations to External Organisations,"3,000.00",02/10/2018,Communities,
213427,Aylesford School And Sixth Form College (Academy),51449625,R6107,SEN Statements Funding,"4,658.00",19/10/2018,Communities,
209620,B Line Plant Ltd,51434048,R4008,Equipment,"1,200.00",03/10/2018,Communities,
209620,B Line Plant Ltd,51434041,R4008,Equipment,"1,740.00",03/10/2018,Communities,
209620,B Line Plant Ltd,51435460,R4008,Equipment,"3,300.00",05/10/2018,Communities,
209620,B Line Plant Ltd,51441066,R4008,Equipment,"1,200.00",24/10/2018,Communities,
209620,B Line Plant Ltd,51441068,R4008,Equipment,"1,410.00",24/10/2018,Communities,
200571,Babcock 4s Ltd (****7751),51433740,R4601,"Conferences, Staff Accommodation & Subsistence",790.00,03/10/2018,Resources,
235358,Babington Academy,51442902,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
200576,Badenoch & Clark Ltd,51442643,R1101,Agency Staff Pay,"2,175.00",02/10/2018,Resources,
200576,Badenoch & Clark Ltd,51444422,R1101,Agency Staff Pay,"2,412.00",08/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51445388,R1101,Agency Staff Pay,"1,809.00",08/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51445398,R1101,Agency Staff Pay,"1,507.50",09/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51446309,R1101,Agency Staff Pay,"2,175.00",11/10/2018,Resources,
200576,Badenoch & Clark Ltd,51446317,R1101,Agency Staff Pay,"1,809.00",11/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51447240,R1101,Agency Staff Pay,"2,175.00",11/10/2018,Resources,
200576,Badenoch & Clark Ltd,51444419,R1101,Agency Staff Pay,875.00,22/10/2018,Resources,
200576,Badenoch & Clark Ltd,51448724,R1101,Agency Staff Pay,875.00,22/10/2018,Resources,
200576,Badenoch & Clark Ltd,51448723,R1101,Agency Staff Pay,875.00,23/10/2018,Resources,
200576,Badenoch & Clark Ltd,51450727,R1101,Agency Staff Pay,"2,175.00",24/10/2018,Resources,
200576,Badenoch & Clark Ltd,51449369,R1101,Agency Staff Pay,"2,110.50",25/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51451159,R1101,Agency Staff Pay,"1,809.00",25/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51448719,R1101,Agency Staff Pay,"1,809.00",25/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51447345,R1101,Agency Staff Pay,"2,292.00",25/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51451996,R1101,Agency Staff Pay,"2,175.00",26/10/2018,Resources,
200576,Badenoch & Clark Ltd,51452056,R1101,Agency Staff Pay,"1,809.00",29/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51452395,R1101,Agency Staff Pay,"1,929.60",29/10/2018,People Directorate,
200576,Badenoch & Clark Ltd,51453268,R1101,Agency Staff Pay,875.00,31/10/2018,Resources,
200576,Badenoch & Clark Ltd,51453671,R1101,Agency Staff Pay,875.00,31/10/2018,Resources,
222865,Balfour Beatty Civil Engineering Ltd (****6726),51443555,C1030,"New Construction, Conversion & Renovation","43,782.51",03/10/2018,Capital,
222865,Balfour Beatty Civil Engineering Ltd (****6726),51448473,C1030,"New Construction, Conversion & Renovation","54,416.46",26/10/2018,Capital,
,Balfour Beatty Living Places,,,DP Dealt with coding,"1,903,268.43",19/10/2018,Communities,
200589,Balfour Beatty Living Places Ltd (****2460),51449446,R5702,Payments to External Contractors,"1,942,382.15",23/10/2018,Communities,
233407,Bang the Drum Productions Ltd,51436825,R4301,"Advertising, Publicity & Promotion","1,050.00",12/10/2018,Resources,
205913,Banner Group Ltd,51429704,R4505,ICT Supplies / Consumables,542.49,03/10/2018,Communities,
205913,Banner Group Ltd,51436831,R2704,"Cleaning, Domestic & Caretaking Services / Supplies",783.90,12/10/2018,Resources,
205913,Banner Group Ltd,51438375,R4505,ICT Supplies / Consumables,580.52,17/10/2018,Communities,
205913,Banner Group Ltd,51443336,R2704,"Cleaning, Domestic & Caretaking Services / Supplies",541.64,29/10/2018,Resources,
225606,Barbara's Childminding,51446618,R6106,Early Years Funding (PVIs and LA),725.79,10/10/2018,Communities,
200609,Barjane Ltd,51431731,R2201,Rents & Lettings,"9,125.00",01/10/2018,Resources,
200613,Barnardo Services Ltd (****6716),51440390,R6106,Early Years Funding (PVIs and LA),"137,228.82",19/10/2018,People Directorate,
200613,Barnardo Services Ltd (****6716),51440380,R6106,Early Years Funding (PVIs and LA),"187,626.47",19/10/2018,People Directorate,
200613,Barnardo Services Ltd (****6716),51440381,R6106,Early Years Funding (PVIs and LA),"174,787.88",19/10/2018,People Directorate,
200613,Barnardo Services Ltd (****6716),51440387,R6106,Early Years Funding (PVIs and LA),"100,356.84",19/10/2018,People Directorate,
236803,Bath and Main Associates,51447269,R4409,Consultancy,"2,500.00",23/10/2018,Communities,
225432,Beanstalks Childminders,51446541,R6106,Early Years Funding (PVIs and LA),582.12,10/10/2018,Communities,
999982,Beau Homes Ltd,51446206,R5702,Payments to External Contractors,"12,816.80",10/10/2018,Communities,
200655,Bedworth Rugby and Nuneaton Cab,51436477,R5702,Payments to External Contractors,"30,000.00",10/10/2018,Communities,
232028,Beehive Marketing Ltd,51446396,R4409,Consultancy,980.00,11/10/2018,Communities,
208848,Beeline Community Transport,51450683,R3206,Client/Customer/Pupil Travel,"2,545.00",23/10/2018,Communities,
200673,Benn Partnership Centre,51438079,R2201,Rents & Lettings,"3,150.00",12/10/2018,Communities,
232185,Bentley Cook Ltd,51445032,R1101,Agency Staff Pay,"2,400.00",09/10/2018,Resources,
223631,Bettinson Ltd t/a Toft UK,51447210,R4441,Professional Fees,539.00,12/10/2018,Communities,
221218,Bidford Health Centre,51451845,R5702,Payments to External Contractors,524.58,30/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51434008,R5702,Payments to External Contractors,"23,369.59",04/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51442221,R5702,Payments to External Contractors,"26,930.63",05/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51442184,R5702,Payments to External Contractors,"24,903.68",05/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444585,R5702,Payments to External Contractors,"41,224.57",09/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51442178,R5702,Payments to External Contractors,"18,171.90",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51442181,R5702,Payments to External Contractors,628.22,26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51441990,R4010,Equipment Hire,"1,327.88",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444303,R5206,Excess / Bulk haulage,"10,289.22",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444302,R5206,Excess / Bulk haulage,"3,686.62",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444300,R5206,Excess / Bulk haulage,"2,143.66",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444296,R5206,Excess / Bulk haulage,"5,501.61",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444290,R5206,Excess / Bulk haulage,"3,424.14",26/10/2018,Communities,
210919,Biffa Municipal Ltd (****2821),51444294,R5206,Excess / Bulk haulage,"6,646.41",26/10/2018,Communities,
200707,Biffa Waste Services Ltd  ****6375,51442605,R5702,Payments to External Contractors,"216,939.60",10/10/2018,Communities,
200707,Biffa Waste Services Ltd  ****6375,51446268,R5702,Payments to External Contractors,"176,992.80",15/10/2018,Communities,
228390,BikeRight! Ltd,51434239,R4301,"Advertising, Publicity & Promotion","2,160.00",05/10/2018,Communities,
218042,Birchwood Primary School (Academy),51442888,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
218042,Birchwood Primary School (Academy),51439201,R4441,Professional Fees,500.00,19/10/2018,Communities,
218042,Birchwood Primary School (Academy),51449665,R6107,SEN Statements Funding,614.00,19/10/2018,Communities,
211737,Birmingham City Council,51442852,R6109,Funding payment to Academies and Non WCC Schools,"1,200.00",01/10/2018,Communities,
211737,Birmingham City Council,51444334,R6109,Funding payment to Academies and Non WCC Schools,600.00,04/10/2018,Communities,
209435,Bishop Ullathorne School,51442801,R6109,Funding payment to Academies and Non WCC Schools,"1,200.00",01/10/2018,Communities,
236673,Bishops Itchington Primary - Stowe Valley Trust M.A.T,51449661,R6107,SEN Statements Funding,"1,520.00",19/10/2018,Communities,
200761,Blakemore Food Service Ltd,51448558,R4102,Catering Services & Supplies,558.46,17/10/2018,Resources,
200767,Blue Arrow Ltd,51434534,R1101,Agency Staff Pay,"1,474.62",05/10/2018,Resources,
200767,Blue Arrow Ltd,51437564,R1101,Agency Staff Pay,"1,966.16",12/10/2018,Resources,
